section_id,book_id,source_id,parent_section_id,level,section_title,page_start,page_end,order_index,source_ref_id,source_specific_id,confidence,notes
mb_sec__jingui__sec_topic_ch_16_5e7de41d7ef9_02_98e71713279b_002_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[106],,2,src_multibook_v033_0000434,jingui__sec_topic_ch_16_5e7de41d7ef9_02_98e71713279b_002_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_16_5e7de41d7ef9_03_78b72131bd7e_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[109],,1,src_multibook_v033_0000435,jingui__sec_topic_ch_16_5e7de41d7ef9_03_78b72131bd7e_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_16_5e7de41d7ef9_04_99f6143ee186_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[111],,1,src_multibook_v033_0000436,jingui__sec_topic_ch_16_5e7de41d7ef9_04_99f6143ee186_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_17_a14ec64abd89_01_e4e1b7845453_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[112],,1,src_multibook_v033_0000437,jingui__sec_topic_ch_17_a14ec64abd89_01_e4e1b7845453_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_17_a14ec64abd89_01_e4e1b7845453_002_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[112],,2,src_multibook_v033_0000438,jingui__sec_topic_ch_17_a14ec64abd89_01_e4e1b7845453_002_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_17_a14ec64abd89_02_4b3ac587d682_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,"[120, 121]",,1,src_multibook_v033_0000439,jingui__sec_topic_ch_17_a14ec64abd89_02_4b3ac587d682_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_17_a14ec64abd89_03_8be25943a85d_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[122],,1,src_multibook_v033_0000440,jingui__sec_topic_ch_17_a14ec64abd89_03_8be25943a85d_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_17_a14ec64abd89_03_8be25943a85d_002_a16c00900830,mb_jingui,multibook_v033,,prognosis,預後,"[122, 123]",,2,src_multibook_v033_0000441,jingui__sec_topic_ch_17_a14ec64abd89_03_8be25943a85d_002_a16c00900830,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[127],,1,src_multibook_v033_0000442,jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_002_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[127],,2,src_multibook_v033_0000443,jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_002_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_003_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[127],,3,src_multibook_v033_0000444,jingui__sec_topic_ch_18_7e79403b933f_01_874a1e64adf4_003_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_18_7e79403b933f_03_74874f037187_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[129],,1,src_multibook_v033_0000445,jingui__sec_topic_ch_18_7e79403b933f_03_74874f037187_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_19_6a6db93f9f0a_01_645d9b2f8e79_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[130],,1,src_multibook_v033_0000446,jingui__sec_topic_ch_19_6a6db93f9f0a_01_645d9b2f8e79_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_20_ae414707f028_01_52205bf600a2_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[132],,1,src_multibook_v033_0000447,jingui__sec_topic_ch_20_ae414707f028_01_52205bf600a2_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[136],,1,src_multibook_v033_0000448,jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_002_4b5e03e39285,mb_jingui,multibook_v033,,note,病證,[136],,2,src_multibook_v033_0000449,jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_002_4b5e03e39285,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_003_b88057a4e6d8,mb_jingui,multibook_v033,,treatment,證治,[136],,3,src_multibook_v033_0000450,jingui__sec_topic_ch_21_b3ee9550e07c_01_546066424218_003_b88057a4e6d8,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_001_4d69dbdf62ef,mb_jingui,multibook_v033,,source_text,原文,[142],,1,src_multibook_v033_0000451,jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_001_4d69dbdf62ef,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_002_b88057a4e6d8,mb_jingui,multibook_v033,,treatment,證治,"[142, 143]",,2,src_multibook_v033_0000452,jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_002_b88057a4e6d8,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_003_b88057a4e6d8,mb_jingui,multibook_v033,,treatment,證治,[143],,3,src_multibook_v033_0000453,jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_003_b88057a4e6d8,medium,multibook section seed
mb_sec__jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_004_b88057a4e6d8,mb_jingui,multibook_v033,,treatment,證治,"[143, 147]",,4,src_multibook_v033_0000454,jingui__sec_topic_ch_22_2d8995d3a5ed_01_4eabb3cf3bcc_004_b88057a4e6d8,medium,multibook section seed
mb_sec__shanghan__sh_sec_61570773155a,mb_shanghan,multibook_v033,,note,概論,"[9, 10]",,1,src_multibook_v033_0000455,shanghan__sh_sec_61570773155a,medium,multibook section seed
mb_sec__shanghan__sh_sec_3ebebb859b83,mb_shanghan,multibook_v033,,treatment,第一章 辨太陽病脈證並治,[11],,1,src_multibook_v033_0000456,shanghan__sh_sec_3ebebb859b83,medium,multibook section seed
mb_sec__shanghan__sh_sec_9c6351e4c2d0,mb_shanghan,multibook_v033,,note,概說,[11],,2,src_multibook_v033_0000457,shanghan__sh_sec_9c6351e4c2d0,medium,multibook section seed
mb_sec__shanghan__sh_sec_7f3570a6bab5,mb_shanghan,multibook_v033,,note,第一節 太陽病綱要,[11],,3,src_multibook_v033_0000458,shanghan__sh_sec_7f3570a6bab5,medium,multibook section seed
mb_sec__shanghan__sh_sec_d7290770237b,mb_shanghan,multibook_v033,,treatment,一、太陽病脈證提綱,[11],,4,src_multibook_v033_0000459,shanghan__sh_sec_d7290770237b,medium,multibook section seed
mb_sec__shanghan__sh_sec_a81a77958f4b,mb_shanghan,multibook_v033,,note,二、太陽病分類,[11],,5,src_multibook_v033_0000460,shanghan__sh_sec_a81a77958f4b,medium,multibook section seed
mb_sec__shanghan__sh_sec_549807639e01,mb_shanghan,multibook_v033,,note,三、辨病發於陽、病發於陰,[12],,1,src_multibook_v033_0000461,shanghan__sh_sec_549807639e01,medium,multibook section seed
mb_sec__shanghan__sh_sec_da253be64392,mb_shanghan,multibook_v033,,note,四、辨傳辨與欲解時,[12],,2,src_multibook_v033_0000462,shanghan__sh_sec_da253be64392,medium,multibook section seed
mb_sec__shanghan__sh_sec_410c6c6d20e7,mb_shanghan,multibook_v033,,treatment,第二節 太陽病本證,[13],,1,src_multibook_v033_0000463,shanghan__sh_sec_410c6c6d20e7,medium,multibook section seed
mb_sec__shanghan__sh_sec_99cb2d0682b7,mb_shanghan,multibook_v033,,treatment,一、中風表虛證,[13],,2,src_multibook_v033_0000464,shanghan__sh_sec_99cb2d0682b7,medium,multibook section seed
mb_sec__shanghan__sh_sec_a64124d1397e,mb_shanghan,multibook_v033,,treatment,桂枝湯證,[13],,3,src_multibook_v033_0000465,shanghan__sh_sec_a64124d1397e,medium,multibook section seed
mb_sec__shanghan__sh_sec_87a97e2358da,mb_shanghan,multibook_v033,,contraindication,桂枝湯禁例,[13],,4,src_multibook_v033_0000466,shanghan__sh_sec_87a97e2358da,medium,multibook section seed
mb_sec__shanghan__sh_sec_5e9a76511a1f,mb_shanghan,multibook_v033,,treatment,兼證,[14],,5,src_multibook_v033_0000467,shanghan__sh_sec_5e9a76511a1f,medium,multibook section seed
mb_sec__shanghan__sh_sec_17d7f732ecb7,mb_shanghan,multibook_v033,,formula_composition,中風表虛證方劑整理,"[14, 15]",,6,src_multibook_v033_0000468,shanghan__sh_sec_17d7f732ecb7,medium,multibook section seed
mb_sec__shanghan__sh_sec_d28b485de463,mb_shanghan,multibook_v033,,treatment,二、傷寒表實證,[22],,1,src_multibook_v033_0000469,shanghan__sh_sec_d28b485de463,medium,multibook section seed
mb_sec__shanghan__sh_sec_95ce96c85c08,mb_shanghan,multibook_v033,,treatment,麻黃湯證,[22],,2,src_multibook_v033_0000470,shanghan__sh_sec_95ce96c85c08,medium,multibook section seed
mb_sec__shanghan__sh_sec_7a4bf0a2f693,mb_shanghan,multibook_v033,,contraindication,麻黃湯禁例,[22],,3,src_multibook_v033_0000471,shanghan__sh_sec_7a4bf0a2f693,medium,multibook section seed
mb_sec__shanghan__sh_sec_373e426da660,mb_shanghan,multibook_v033,,treatment,麻黃湯兼證,[23],,4,src_multibook_v033_0000472,shanghan__sh_sec_373e426da660,medium,multibook section seed
mb_sec__shanghan__sh_sec_a39cab098dc2,mb_shanghan,multibook_v033,,formula_composition,傷寒表實證方劑整理,"[23, 24]",,5,src_multibook_v033_0000473,shanghan__sh_sec_a39cab098dc2,medium,multibook section seed
mb_sec__shanghan__sh_sec_f7ead1adec97,mb_shanghan,multibook_v033,,note,三、表鬱輕症,[29],,1,src_multibook_v033_0000474,shanghan__sh_sec_f7ead1adec97,medium,multibook section seed
mb_sec__shanghan__sh_sec_3f56f25892c7,mb_shanghan,multibook_v033,,treatment,第三節 太陽病兼變證,[31],,1,src_multibook_v033_0000475,shanghan__sh_sec_3f56f25892c7,medium,multibook section seed
mb_sec__shanghan__sh_sec_ca49289335bb,mb_shanghan,multibook_v033,,treatment,一、變證治則,[31],,2,src_multibook_v033_0000476,shanghan__sh_sec_ca49289335bb,medium,multibook section seed
mb_sec__shanghan__sh_sec_5155fb69506b,mb_shanghan,multibook_v033,,treatment,二、辨虛證實證,[31],,3,src_multibook_v033_0000477,shanghan__sh_sec_5155fb69506b,medium,multibook section seed
mb_sec__shanghan__sh_sec_f45e0d768175,mb_shanghan,multibook_v033,,treatment,三、辨寒熱真假,[31],,4,src_multibook_v033_0000478,shanghan__sh_sec_f45e0d768175,medium,multibook section seed
mb_sec__shanghan__sh_sec_b014433c9261,mb_shanghan,multibook_v033,,note,四、辨汗下先後,[32],,1,src_multibook_v033_0000479,shanghan__sh_sec_b014433c9261,medium,multibook section seed
mb_sec__shanghan__sh_sec_db82ead8f0aa,mb_shanghan,multibook_v033,,treatment,五、熱證,[34],,1,src_multibook_v033_0000480,shanghan__sh_sec_db82ead8f0aa,medium,multibook section seed
mb_sec__shanghan__sh_sec_9a992a55b195,mb_shanghan,multibook_v033,,treatment,梔子鼓湯類證,[34],,2,src_multibook_v033_0000481,shanghan__sh_sec_9a992a55b195,medium,multibook section seed
mb_sec__shanghan__sh_sec_1386399042af,mb_shanghan,multibook_v033,,treatment,麻黃杏仁甘草石膏湯證,[34],,3,src_multibook_v033_0000482,shanghan__sh_sec_1386399042af,medium,multibook section seed
mb_sec__shanghan__sh_sec_8f0cc3eefe5f,mb_shanghan,multibook_v033,,treatment,白虎加人參湯證,[34],,4,src_multibook_v033_0000483,shanghan__sh_sec_8f0cc3eefe5f,medium,multibook section seed
mb_sec__shanghan__sh_sec_89710cd0e46a,mb_shanghan,multibook_v033,,treatment,葛根芩連湯證,[34],,5,src_multibook_v033_0000484,shanghan__sh_sec_89710cd0e46a,medium,multibook section seed
mb_sec__shanghan__sh_sec_b87a67d40dee,mb_shanghan,multibook_v033,,treatment,黃芩湯與黃芩加半夏生薑湯證,[34],,6,src_multibook_v033_0000485,shanghan__sh_sec_b87a67d40dee,medium,multibook section seed
mb_sec__shanghan__sh_sec_faa51cb4baba,mb_shanghan,multibook_v033,,formula_composition,熱證方劑整理,"[34, 35, 37]",,7,src_multibook_v033_0000486,shanghan__sh_sec_faa51cb4baba,medium,multibook section seed
mb_sec__shanghan__sh_sec_49c6467ac9fd,mb_shanghan,multibook_v033,,treatment,六、虛寒證,[39],,1,src_multibook_v033_0000487,shanghan__sh_sec_49c6467ac9fd,medium,multibook section seed
mb_sec__shanghan__sh_sec_e8bbb08e2282,mb_shanghan,multibook_v033,,note,心陽虛,[39],,2,src_multibook_v033_0000488,shanghan__sh_sec_e8bbb08e2282,medium,multibook section seed
mb_sec__shanghan__sh_sec_97aee25c30b2,mb_shanghan,multibook_v033,,treatment,陽虛兼水氣證,[39],,3,src_multibook_v033_0000489,shanghan__sh_sec_97aee25c30b2,medium,multibook section seed
mb_sec__shanghan__sh_sec_54ca0aac870f,mb_shanghan,multibook_v033,,treatment,脾虛證,[39],,4,src_multibook_v033_0000490,shanghan__sh_sec_54ca0aac870f,medium,multibook section seed
mb_sec__shanghan__sh_sec_bdd5db1c80c9,mb_shanghan,multibook_v033,,note,腎陽虛,[39],,5,src_multibook_v033_0000491,shanghan__sh_sec_bdd5db1c80c9,medium,multibook section seed
mb_sec__shanghan__sh_sec_6417220c203f,mb_shanghan,multibook_v033,,formula_composition,虛寒證方劑整理,"[40, 41]",,6,src_multibook_v033_0000492,shanghan__sh_sec_6417220c203f,medium,multibook section seed
mb_sec__shanghan__sh_sec_5755a57c50c5,mb_shanghan,multibook_v033,,treatment,七、陰陽兩虛證,[45],,1,src_multibook_v033_0000493,shanghan__sh_sec_5755a57c50c5,medium,multibook section seed
mb_sec__shanghan__sh_sec_732b5f758069,mb_shanghan,multibook_v033,,treatment,這裡的調胃承氣湯的服法,[45],,2,src_multibook_v033_0000494,shanghan__sh_sec_732b5f758069,medium,multibook section seed
mb_sec__shanghan__sh_sec_f9b8cf258010,mb_shanghan,multibook_v033,,treatment,芍藥甘草附子湯證,[45],,3,src_multibook_v033_0000495,shanghan__sh_sec_f9b8cf258010,medium,multibook section seed
mb_sec__shanghan__sh_sec_576b67f92790,mb_shanghan,multibook_v033,,treatment,炙甘草湯證,[45],,4,src_multibook_v033_0000496,shanghan__sh_sec_576b67f92790,medium,multibook section seed
mb_sec__shanghan__sh_sec_8b8085e69b44,mb_shanghan,multibook_v033,,formula_composition,陰陽兩虛證方劑整理,"[45, 46]",,5,src_multibook_v033_0000497,shanghan__sh_sec_8b8085e69b44,medium,multibook section seed
mb_sec__shanghan__sh_sec_4681c70f8a50,mb_shanghan,multibook_v033,,treatment,八、蓄水證,[47],,1,src_multibook_v033_0000498,shanghan__sh_sec_4681c70f8a50,medium,multibook section seed
mb_sec__shanghan__sh_sec_173babb1cba3,mb_shanghan,multibook_v033,,treatment,九、蓄血證,[50],,1,src_multibook_v033_0000499,shanghan__sh_sec_173babb1cba3,medium,multibook section seed
mb_sec__shanghan__sh_sec_80deb0295cb5,mb_shanghan,multibook_v033,,treatment,十、結胸證,[53],,1,src_multibook_v033_0000500,shanghan__sh_sec_80deb0295cb5,medium,multibook section seed
mb_sec__shanghan__sh_sec_81bceb3069c1,mb_shanghan,multibook_v033,,treatment,結胸證辨,[53],,2,src_multibook_v033_0000501,shanghan__sh_sec_81bceb3069c1,medium,multibook section seed
mb_sec__shanghan__sh_sec_a6bde7b04add,mb_shanghan,multibook_v033,,treatment,熱實結胸,[53],,3,src_multibook_v033_0000502,shanghan__sh_sec_a6bde7b04add,medium,multibook section seed
mb_sec__shanghan__sh_sec_d178d1b2d36a,mb_shanghan,multibook_v033,,treatment,寒實結胸,[53],,4,src_multibook_v033_0000503,shanghan__sh_sec_d178d1b2d36a,medium,multibook section seed
mb_sec__shanghan__sh_sec_50cffb2d954d,mb_shanghan,multibook_v033,,formula_composition,結胸證方劑整理,[54],,5,src_multibook_v033_0000504,shanghan__sh_sec_50cffb2d954d,medium,multibook section seed
mb_sec__shanghan__sh_sec_089d76baef70,mb_shanghan,multibook_v033,,treatment,十一、臟結證,[57],,1,src_multibook_v033_0000505,shanghan__sh_sec_089d76baef70,medium,multibook section seed
mb_sec__shanghan__sh_sec_6f56f46dcb0e,mb_shanghan,multibook_v033,,treatment,十二、痞證,[58],,1,src_multibook_v033_0000506,shanghan__sh_sec_6f56f46dcb0e,medium,multibook section seed
mb_sec__shanghan__sh_sec_c7978471d4c4,mb_shanghan,multibook_v033,,treatment,痞證的形成,[58],,2,src_multibook_v033_0000507,shanghan__sh_sec_c7978471d4c4,medium,multibook section seed
mb_sec__shanghan__sh_sec_a16a92624ab1,mb_shanghan,multibook_v033,,treatment,大黃黃連瀉心湯證,[58],,3,src_multibook_v033_0000508,shanghan__sh_sec_a16a92624ab1,medium,multibook section seed
mb_sec__shanghan__sh_sec_195fccbc3660,mb_shanghan,multibook_v033,,treatment,附子瀉心湯證,[58],,4,src_multibook_v033_0000509,shanghan__sh_sec_195fccbc3660,medium,multibook section seed
mb_sec__shanghan__sh_sec_667ce4cfdb71,mb_shanghan,multibook_v033,,treatment,半夏瀉心湯證,[58],,5,src_multibook_v033_0000510,shanghan__sh_sec_667ce4cfdb71,medium,multibook section seed
mb_sec__shanghan__sh_sec_e74d0a4dd2b1,mb_shanghan,multibook_v033,,treatment,生薑瀉心湯證,[58],,6,src_multibook_v033_0000511,shanghan__sh_sec_e74d0a4dd2b1,medium,multibook section seed
mb_sec__shanghan__sh_sec_1ad8dd0223bb,mb_shanghan,multibook_v033,,treatment,甘草瀉心湯證,[58],,7,src_multibook_v033_0000512,shanghan__sh_sec_1ad8dd0223bb,medium,multibook section seed
mb_sec__shanghan__sh_sec_694f9270020d,mb_shanghan,multibook_v033,,treatment,赤石脂禹餘糧湯證,[58],,8,src_multibook_v033_0000513,shanghan__sh_sec_694f9270020d,medium,multibook section seed
mb_sec__shanghan__sh_sec_e31a8a512585,mb_shanghan,multibook_v033,,treatment,五苓散證,[59],,9,src_multibook_v033_0000514,shanghan__sh_sec_e31a8a512585,medium,multibook section seed
mb_sec__shanghan__sh_sec_3a664b6c6440,mb_shanghan,multibook_v033,,treatment,旋覆代赭湯證,[59],,10,src_multibook_v033_0000515,shanghan__sh_sec_3a664b6c6440,medium,multibook section seed
mb_sec__shanghan__sh_sec_37361b27ac78,mb_shanghan,multibook_v033,,formula_composition,痞證方劑整理,"[59, 60]",,11,src_multibook_v033_0000516,shanghan__sh_sec_37361b27ac78,medium,multibook section seed
mb_sec__shanghan__sh_sec_fe64f128d34b,mb_shanghan,multibook_v033,,treatment,十三、上熱下寒證,[63],,1,src_multibook_v033_0000517,shanghan__sh_sec_fe64f128d34b,medium,multibook section seed
mb_sec__shanghan__sh_sec_3f8e5cd045c6,mb_shanghan,multibook_v033,,treatment,十四、火逆證,[65],,1,src_multibook_v033_0000518,shanghan__sh_sec_3f8e5cd045c6,medium,multibook section seed
mb_sec__shanghan__sh_sec_18320071a237,mb_shanghan,multibook_v033,,note,十五、欲愈候,[65],,2,src_multibook_v033_0000519,shanghan__sh_sec_18320071a237,medium,multibook section seed
mb_sec__shanghan__sh_sec_d84450547f8b,mb_shanghan,multibook_v033,,treatment,第四節 太陽病類似證,[66],,1,src_multibook_v033_0000520,shanghan__sh_sec_d84450547f8b,medium,multibook section seed
mb_sec__shanghan__sh_sec_6cf6d73ed72a,mb_shanghan,multibook_v033,,treatment,一、十棗湯證,[66],,2,src_multibook_v033_0000521,shanghan__sh_sec_6cf6d73ed72a,medium,multibook section seed
mb_sec__shanghan__sh_sec_f91ed7456635,mb_shanghan,multibook_v033,,treatment,二、瓜蒂散證,[67],,1,src_multibook_v033_0000522,shanghan__sh_sec_f91ed7456635,medium,multibook section seed
mb_sec__shanghan__sh_sec_c4693ab920f1,mb_shanghan,multibook_v033,,note,第五節 太陽篇備考原文,[69],,1,src_multibook_v033_0000523,shanghan__sh_sec_c4693ab920f1,medium,multibook section seed
mb_sec__shanghan__sh_sec_f93df0ae93e3,mb_shanghan,multibook_v033,,treatment,第二章 辨陽明病脈證並治,[70],,1,src_multibook_v033_0000524,shanghan__sh_sec_f93df0ae93e3,medium,multibook section seed
mb_sec__shanghan__sh_sec_13a76425ea70,mb_shanghan,multibook_v033,,note,概說,[70],,2,src_multibook_v033_0000525,shanghan__sh_sec_13a76425ea70,medium,multibook section seed
mb_sec__shanghan__sh_sec_b0c98865e3c8,mb_shanghan,multibook_v033,,note,第一節 陽明病綱要,[70],,3,src_multibook_v033_0000526,shanghan__sh_sec_b0c98865e3c8,medium,multibook section seed
mb_sec__shanghan__sh_sec_7badd1e5e958,mb_shanghan,multibook_v033,,note,一、陽明病提綱,[70],,4,src_multibook_v033_0000527,shanghan__sh_sec_7badd1e5e958,medium,multibook section seed
mb_sec__shanghan__sh_sec_58e2d73fc8e1,mb_shanghan,multibook_v033,,note,二、陽明病病因病機,[71],,1,src_multibook_v033_0000528,shanghan__sh_sec_58e2d73fc8e1,medium,multibook section seed
mb_sec__shanghan__sh_sec_f31d5dc9c3a3,mb_shanghan,multibook_v033,,treatment,三、陽明病脈證,[73],,1,src_multibook_v033_0000529,shanghan__sh_sec_f31d5dc9c3a3,medium,multibook section seed
mb_sec__shanghan__sh_sec_4ef1db55195d,mb_shanghan,multibook_v033,,treatment,第二節 陽明病本證,[75],,1,src_multibook_v033_0000530,shanghan__sh_sec_4ef1db55195d,medium,multibook section seed
mb_sec__shanghan__sh_sec_d06086f7d1c7,mb_shanghan,multibook_v033,,treatment,一、陽明熱證,[75],,2,src_multibook_v033_0000531,shanghan__sh_sec_d06086f7d1c7,medium,multibook section seed
mb_sec__shanghan__sh_sec_88e7a0c4725f,mb_shanghan,multibook_v033,,treatment,梔子豉湯證,[75],,3,src_multibook_v033_0000532,shanghan__sh_sec_88e7a0c4725f,medium,multibook section seed
mb_sec__shanghan__sh_sec_52f49584ef6f,mb_shanghan,multibook_v033,,treatment,白虎湯證,[75],,4,src_multibook_v033_0000533,shanghan__sh_sec_52f49584ef6f,medium,multibook section seed
mb_sec__shanghan__sh_sec_a924b6e8b66b,mb_shanghan,multibook_v033,,treatment,白虎加人參湯證,[75],,5,src_multibook_v033_0000534,shanghan__sh_sec_a924b6e8b66b,medium,multibook section seed
mb_sec__shanghan__sh_sec_6a2099f4dea3,mb_shanghan,multibook_v033,,treatment,豬苓湯證,[75],,6,src_multibook_v033_0000535,shanghan__sh_sec_6a2099f4dea3,medium,multibook section seed
mb_sec__shanghan__sh_sec_a2c514fdf282,mb_shanghan,multibook_v033,,formula_composition,陽明熱證方劑整理,[76],,7,src_multibook_v033_0000536,shanghan__sh_sec_a2c514fdf282,medium,multibook section seed
mb_sec__shanghan__sh_sec_c60775ac73ac,mb_shanghan,multibook_v033,,treatment,二、陽明實證,[81],,1,src_multibook_v033_0000537,shanghan__sh_sec_c60775ac73ac,medium,multibook section seed
mb_sec__shanghan__sh_sec_cb514890191a,mb_shanghan,multibook_v033,,treatment,調胃承氣湯證,[81],,2,src_multibook_v033_0000538,shanghan__sh_sec_cb514890191a,medium,multibook section seed
mb_sec__shanghan__sh_sec_9062dfd415b7,mb_shanghan,multibook_v033,,treatment,小承氣湯證,[81],,3,src_multibook_v033_0000539,shanghan__sh_sec_9062dfd415b7,medium,multibook section seed
mb_sec__shanghan__sh_sec_b2f746a2c0ef,mb_shanghan,multibook_v033,,treatment,大承氣湯證,"[81, 82]",,4,src_multibook_v033_0000540,shanghan__sh_sec_b2f746a2c0ef,medium,multibook section seed
mb_sec__shanghan__sh_sec_206470a1315e,mb_shanghan,multibook_v033,,treatment,潤導法,[82],,5,src_multibook_v033_0000541,shanghan__sh_sec_206470a1315e,medium,multibook section seed
mb_sec__shanghan__sh_sec_1e1553dbd5e1,mb_shanghan,multibook_v033,,treatment,下法辨證,"[82, 83]",,6,src_multibook_v033_0000542,shanghan__sh_sec_1e1553dbd5e1,medium,multibook section seed
mb_sec__shanghan__sh_sec_d3ed6132d194,mb_shanghan,multibook_v033,,contraindication,下法禁例,[83],,7,src_multibook_v033_0000543,shanghan__sh_sec_d3ed6132d194,medium,multibook section seed
mb_sec__shanghan__sh_sec_f5631d0081f9,mb_shanghan,multibook_v033,,formula_composition,陽明實證方劑整理,"[83, 84, 86]",,8,src_multibook_v033_0000544,shanghan__sh_sec_f5631d0081f9,medium,multibook section seed
mb_sec__shanghan__sh_sec_244b1e98343d,mb_shanghan,multibook_v033,,treatment,第三節 陽明病兼變證,[89],,1,src_multibook_v033_0000545,shanghan__sh_sec_244b1e98343d,medium,multibook section seed
mb_sec__shanghan__sh_sec_2ac618e6008c,mb_shanghan,multibook_v033,,treatment,一、發黃證,[89],,2,src_multibook_v033_0000546,shanghan__sh_sec_2ac618e6008c,medium,multibook section seed
mb_sec__shanghan__sh_sec_614d606d458c,mb_shanghan,multibook_v033,,treatment,二、血熱證,[92],,1,src_multibook_v033_0000547,shanghan__sh_sec_614d606d458c,medium,multibook section seed
mb_sec__shanghan__sh_sec_fa02008d9071,mb_shanghan,multibook_v033,,treatment,第四節 陽明病辨證,[95],,1,src_multibook_v033_0000548,shanghan__sh_sec_fa02008d9071,medium,multibook section seed
mb_sec__shanghan__sh_sec_1e67d9d3c5e5,mb_shanghan,multibook_v033,,treatment,一、辨中風中寒,[95],,2,src_multibook_v033_0000549,shanghan__sh_sec_1e67d9d3c5e5,medium,multibook section seed
mb_sec__shanghan__sh_sec_1c1faa852e77,mb_shanghan,multibook_v033,,treatment,二、辨虛證實證,[95],,3,src_multibook_v033_0000550,shanghan__sh_sec_1c1faa852e77,medium,multibook section seed
mb_sec__shanghan__sh_sec_4600ef4094ca,mb_shanghan,multibook_v033,,note,第五節 陽明篇備考原文,[97],,1,src_multibook_v033_0000551,shanghan__sh_sec_4600ef4094ca,medium,multibook section seed
mb_sec__shanghan__sh_sec_22b45dec4ce2,mb_shanghan,multibook_v033,,treatment,第三章 辨少陽病脈證並治,[99],,1,src_multibook_v033_0000552,shanghan__sh_sec_22b45dec4ce2,medium,multibook section seed
mb_sec__shanghan__sh_sec_88352995c6ad,mb_shanghan,multibook_v033,,note,概說,[99],,2,src_multibook_v033_0000553,shanghan__sh_sec_88352995c6ad,medium,multibook section seed
mb_sec__shanghan__sh_sec_46be4eeac843,mb_shanghan,multibook_v033,,note,第一節 少陽病綱要,[99],,3,src_multibook_v033_0000554,shanghan__sh_sec_46be4eeac843,medium,multibook section seed
mb_sec__shanghan__sh_sec_dc386dee4227,mb_shanghan,multibook_v033,,treatment,第二節 少陽病本證,[101],,1,src_multibook_v033_0000555,shanghan__sh_sec_dc386dee4227,medium,multibook section seed
