canonical_id,canonical_name,canonical_entity_type,canonical_key,member_count,source_ids,book_ids,original_names,canonical_confidence,autolink_policy,phase4_status,notes,aliases,alias_count,review_reasons,review_priority,review_count,question_event_count,unique_question_count,weighted_event_sum,location_count__answer,location_count__distractor,location_count__other,location_count__seed_linked,location_count__seed_matched,location_count__stem,section_event_count,unique_section_count,out_relation_count,in_relation_count,master_v2_source,question_event_count_v2,unique_question_count_v2,location_v2__answer,location_v2__distractor,location_v2__source_note,location_v2__stem,display_component_count,component_formula_count_v2
can_365dbd1777,膈下逐瘀湯,formula,formula::膈下逐瘀湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,膈下逐瘀湯,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,11.5,0.0,3.0,7.0,0.0,0.0,0.0,4.0,4.0,28.0,10.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,1.0,9.0,0.0,0.0,12.0,0
can_668219f340,舌尖紅,diagnostic_feature,diagnostic_feature::舌尖紅,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,舌尖紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,8.0,8.0,6.0,3.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,0.0,0.0,0.0,10.0,0,0
can_2f1c06ba02,舌苔黃膩,knowledge_item,knowledge_item::舌苔黃膩,1,wenbing_v044,wenbing,舌苔黃膩,medium_or_event_seeded,normal,single_source_entity,,,0,,,0,10.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,7.0,17.0,17.0,0.0,3.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,3.0,0.0,0.0,7.0,0,0
can_672aca6306,舌質偏紅,diagnostic_feature,diagnostic_feature::舌質偏紅,2,formal_exam|tcm_v146,exam098_115|v146_graph,舌質偏紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,10.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,0.0,1.0,0.0,9.0,0,0
can_ada35235d6,舌質紫暗,diagnostic_feature,diagnostic_feature::舌質紫暗,2,formal_exam|tcm_v146,exam098_115|v146_graph,舌質紫暗,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,10.5,0.0,1.0,8.0,0.0,0.0,1.0,6.0,6.0,4.0,2.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,1.0,4.0,0.0,5.0,0,0
can_c8bbee9d9a,茵陳朮附湯,formula,formula::茵陳朮附湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,茵陳朮附湯,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,11.5,0.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,12.0,7.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,3.0,7.0,0.0,0.0,5.0,0
can_2f35f3adbc,萆薢分清飲,formula,formula::萆薢分清飲,3,formal_exam|tcm_v146,exam098_115|v146_graph,萆薢分清飲,high_or_seeded,normal,merged_exact_or_alias,,萆薢分清飲,1,,,0,10.0,10.0,12.0,0.0,4.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,14.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,0.0,10.0,0.0,0.0,0,0
can_dadcb44185,虛寒證,pattern,pattern::虛寒證,5,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,虛寒證,high_or_seeded,normal,merged_exact_or_alias,,"脾胃虛寒胃痛｜脾胃虛寒｜肺氣虛冷,氣不化津｜虛寒證",4,,,0,10.0,10.0,11.5,0.0,3.0,5.0,0.0,0.0,2.0,18.0,18.0,12.0,35.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,0.0,5.0,0.0,5.0,0,0
can_daae57786d,血色鮮紅,diagnostic_feature,diagnostic_feature::血色鮮紅,2,formal_exam|tcm_v146,exam098_115|v146_graph,血色鮮紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,11.5,0.0,3.0,6.0,0.0,0.0,1.0,4.0,4.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,1.0,6.0,0.0,3.0,0,0
can_81299cf396,補肺湯,formula,formula::補肺湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,補肺湯,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,15.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,17.0,11.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,5.0,5.0,0.0,0.0,6.0,0
can_34f2184972,走竄不定,diagnostic_feature,diagnostic_feature::走竄不定,2,formal_exam|tcm_v146,exam098_115|v146_graph,走竄不定,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,10.5,0.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,1.0,4.0,0.0,5.0,0,0
can_9dae99c5ee,頭暈頭痛,diagnostic_feature,diagnostic_feature::頭暈頭痛,2,formal_exam|tcm_v146,exam098_115|v146_graph,頭暈頭痛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,10.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,0.0,1.0,0.0,9.0,0,0
can_8d02220014,麻黃連翹赤小豆湯,formula,formula::麻黃連翹赤小豆湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,麻黃連翹赤小豆湯,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,10.0,11.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,2.0,21.0,6.0,phase5_entities_with_H_recomputed_counts,10.0,10.0,3.0,6.0,0.0,1.0,8.0,0
can_738e7dea8a,小青龍加石膏湯,formula,formula::小青龍加石膏湯,4,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|v146_graph,小青龍加石膏湯,high_or_seeded,normal,merged_exact_or_alias,,小青龍加石膏湯,1,,,0,16.0,9.0,26.5,4.0,5.0,3.0,3.0,0.0,1.0,2.0,2.0,35.0,6.0,phase5_entities_with_H_recomputed_counts,20.0,9.0,6.0,9.0,3.0,2.0,0,0
can_6e13529ee9,茯苓四逆湯,formula,formula::茯苓四逆湯,1,multibook_v033,mb_shanghan,茯苓四逆湯,medium_or_event_seeded,normal,single_source_entity,,茯苓四逆湯,1,,,0,13.0,9.0,20.5,2.0,7.0,0.0,2.0,0.0,2.0,4.0,4.0,10.0,4.0,phase5_entities_with_H_recomputed_counts,13.0,9.0,2.0,7.0,2.0,2.0,0,0
can_f2fe8daf3f,薯蕷丸,formula,formula::薯蕷丸,1,multibook_v033,mb_jingui,薯蕷丸,medium_or_event_seeded,normal,single_source_entity,,薯蕷丸,1,,,0,12.0,9.0,25.0,6.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,24.0,3.0,phase5_entities_with_H_recomputed_counts,12.0,9.0,6.0,2.0,4.0,0.0,0,0
can_b272d7ec13,麻黃杏仁薏苡甘草湯,formula,formula::麻黃杏仁薏苡甘草湯,1,multibook_v033,mb_jingui,麻黃杏仁薏苡甘草湯,medium_or_event_seeded,normal,single_source_entity,,麻黃杏仁薏苡甘草湯,1,,,0,12.0,9.0,22.5,4.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,7.0,3.0,phase5_entities_with_H_recomputed_counts,12.0,9.0,4.0,5.0,3.0,0.0,0,0
can_dcbc01dc7a,百合滑石散,formula,formula::百合滑石散,1,multibook_v033,mb_jingui,百合滑石散,medium_or_event_seeded,normal,single_source_entity,,百合滑石散,1,,,0,11.0,9.0,21.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,phase5_entities_with_H_recomputed_counts,11.0,9.0,4.0,4.0,3.0,0.0,0,0
can_72309e1018,化斑湯,formula,formula::化斑湯,2,wenbing_v044,wenbing,化斑湯,medium_or_event_seeded,normal,merged_exact_or_alias,,,0,,,0,10.0,9.0,14.0,1.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,6.0,1.0,phase5_entities_with_H_recomputed_counts,10.0,9.0,1.0,4.0,5.0,0.0,0,0
can_471d81ae59,厥陰病,pattern,pattern::厥陰病,1,phase2_refined,diagnosis,厥陰病,high_or_seeded,normal,single_source_entity,,,0,,,0,10.0,9.0,12.0,0.0,4.0,0.0,0.0,0.0,6.0,11.0,11.0,3.0,3.0,phase5_entities_with_H_recomputed_counts,10.0,9.0,0.0,4.0,0.0,6.0,0,0
can_0dabdac775,百合地黃湯,formula,formula::百合地黃湯,1,multibook_v033,mb_jingui,百合地黃湯,medium_or_event_seeded,normal,single_source_entity,,百合地黃湯,1,,,0,10.0,9.0,17.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,phase5_entities_with_H_recomputed_counts,10.0,9.0,2.0,6.0,2.0,0.0,0,0
can_5824cc8cfa,茯苓澤瀉湯,formula,formula::茯苓澤瀉湯,1,multibook_v033,mb_jingui,茯苓澤瀉湯,medium_or_event_seeded,normal,single_source_entity,,茯苓澤瀉湯,1,,,0,10.0,9.0,16.0,2.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,9.0,3.0,phase5_entities_with_H_recomputed_counts,10.0,9.0,2.0,4.0,2.0,2.0,0,0
can_5d30838b26,鱉甲煎丸,formula,formula::鱉甲煎丸,4,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|v146_graph,鱉甲煎丸,high_or_seeded,normal,merged_exact_or_alias,,鱉甲煎丸,1,,,0,10.0,9.0,14.5,1.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,75.0,7.0,phase5_entities_with_H_recomputed_counts,10.0,9.0,2.0,7.0,1.0,0.0,2.0,0
can_8b0720499f,乾咳無痰,knowledge_item,knowledge_item::乾咳無痰,1,wenbing_v044,wenbing,乾咳無痰,medium_or_event_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,9.5,0.0,1.0,0.0,0.0,0.0,8.0,7.0,7.0,0.0,3.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,1.0,0.0,8.0,0,0
can_7ea375061a,五磨飲子,formula,formula::五磨飲子,3,formal_exam|tcm_v146,exam098_115|v146_graph,五磨飲子,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,10.5,0.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,14.0,11.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,5.0,0
can_b19d301971,代赭石,herb,herb::代赭石,4,multibook_v033|tcm_v146,mb_jingui|v146_graph,代赭石,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,16.5,2.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,0,5.0
can_aa65af2834,午後潮熱,diagnostic_feature,diagnostic_feature::午後潮熱,2,formal_exam|tcm_v146,exam098_115|v146_graph,午後潮熱,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,7.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,3.0,0.0,6.0,0,0
can_b3d58e7ca0,半夏天麻白朮湯,formula,formula::半夏天麻白朮湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,半夏天麻白朮湯,high_or_seeded,normal,merged_exact_or_alias,,半夏天麻白朮湯｜半夏白朮天麻湯,2,,,0,9.0,9.0,15.5,3.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,5.0,4.0,0.0,0.0,0,0
can_1dfc634fee,口渴多飲,diagnostic_feature,diagnostic_feature::口渴多飲,2,formal_exam|tcm_v146,exam098_115|v146_graph,口渴多飲,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,11.0,1.0,0.0,4.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,1.0,0.0,7.0,0,0
can_2e1832c67a,咳嗽氣急,diagnostic_feature,diagnostic_feature::咳嗽氣急,2,formal_exam|tcm_v146,exam098_115|v146_graph,咳嗽氣急,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,2.0,0.0,7.0,0,0
can_d723f69d65,唇紅,diagnostic_feature,diagnostic_feature::唇紅,2,formal_exam|tcm_v146,exam098_115|v146_graph,唇紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,0.0,0.0,9.0,0,0
can_5b4f187bc3,喘咳,diagnostic_feature,diagnostic_feature::喘咳,2,formal_exam|tcm_v146,exam098_115|v146_graph,喘咳,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,3.0,0.0,6.0,0,0
can_a3cec18c3d,四神丸,formula,formula::四神丸,3,formal_exam|tcm_v146,exam098_115|v146_graph,四神丸,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,10.5,0.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,16.0,8.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,4.0,4.0,0.0,1.0,6.0,0
can_f0cd08779c,壯熱,diagnostic_feature,diagnostic_feature::壯熱,2,phase2_refined|wenbing_v044,diagnosis|wenbing,壯熱,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,13.5,1.0,5.0,0.0,0.0,0.0,3.0,5.0,5.0,2.0,7.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,5.0,0.0,3.0,0,0
can_301c89d2b1,大便硬,diagnostic_feature,diagnostic_feature::大便硬,3,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_shanghan|v146_graph,大便硬,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,10.0,0.0,2.0,6.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,4.0,0.0,5.0,0,0
can_de601f4258,大便色黑,diagnostic_feature,diagnostic_feature::大便色黑,2,formal_exam|tcm_v146,exam098_115|v146_graph,大便色黑,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,8.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,4.0,0.0,4.0,0,0
can_31bc1515d6,失音,diagnostic_feature,diagnostic_feature::失音,2,formal_exam|tcm_v146,exam098_115|v146_graph,失音,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,phase5_entities_with_H_recomputed_counts,11.0,9.0,1.0,1.0,0.0,9.0,0,0
can_a551598b2c,失音,disease,disease::失音,2,formal_exam|tcm_v146,exam098_115|v146_graph,失音,high_or_seeded,normal,merged_exact_or_alias,,瘖｜喑｜子瘖｜喉瘖｜舌瘖,5,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,phase5_entities_with_H_recomputed_counts,11.0,9.0,1.0,1.0,0.0,9.0,0,0
can_408e75e341,寸口,diagnostic,diagnostic::寸口,1,phase2_refined,diagnosis,寸口,high_or_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,11.5,1.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,1.0,0.0,7.0,0,0
can_f6cc828f3c,小便量少,diagnostic_feature,diagnostic_feature::小便量少,2,formal_exam|tcm_v146,exam098_115|v146_graph,小便量少,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,1.0,0.0,8.0,0,0
can_43f5925e6d,小便難,diagnostic_feature,diagnostic_feature::小便難,2,multibook_v033,mb_jingui|mb_shanghan,小便難,medium_or_event_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,11.5,1.0,1.0,0.0,0.0,0.0,7.0,9.0,9.0,3.0,3.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,1.0,0.0,7.0,0,0
can_ad1cdc667f,小腹墜脹,diagnostic_feature,diagnostic_feature::小腹墜脹,2,formal_exam|tcm_v146,exam098_115|v146_graph,小腹墜脹,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,1.0,0.0,8.0,0,0
can_30ad066ce4,少氣懶言,diagnostic_feature,diagnostic_feature::少氣懶言,2,formal_exam|tcm_v146,exam098_115|v146_graph,少氣懶言,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,8.0,8.0,5.0,8.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,0.0,0.0,9.0,0,0
can_81fe2bbc64,尿頻多,diagnostic_feature,diagnostic_feature::尿頻多,2,formal_exam|tcm_v146,exam098_115|v146_graph,尿頻多,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,1.0,0.0,7.0,0,0
can_12775adcee,屬陽明,diagnostic_feature,diagnostic_feature::屬陽明,1,multibook_v033,mb_shanghan,屬陽明,medium_or_event_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,11.5,0.0,5.0,0.0,0.0,0.0,4.0,16.0,16.0,4.0,4.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,5.0,0.0,4.0,0,0
can_7bcdf6f44a,心悸氣短,diagnostic_feature,diagnostic_feature::心悸氣短,2,formal_exam|tcm_v146,exam098_115|v146_graph,心悸氣短,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,2.0,5.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,0.0,0.0,8.0,0,0
can_d04a04183c,心煩不寐,diagnostic_feature,diagnostic_feature::心煩不寐,3,formal_exam|tcm_v146|wenbing_v044,exam098_115|v146_graph|wenbing,心煩不寐,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,2.0,0.0,6.0,0,0
can_133007eb89,心肝陰虛,pattern,pattern::心肝陰虛,2,formal_exam|tcm_v146,exam098_115|v146_graph,心肝陰虛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,13.5,1.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,18.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,0,0
can_9f73aa5492,心腎不交,pattern,pattern::心腎不交,1,phase2_refined,diagnosis,心腎不交,high_or_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,18.0,3.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,3.0,6.0,0.0,0.0,0,0
can_1480137eac,心血虛,pattern,pattern::心血虛,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,心血虛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,10.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,11.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,0,0
can_51877f12b6,成癰期,pattern,pattern::成癰期,2,formal_exam|tcm_v146,exam098_115|v146_graph,成癰期,high_or_seeded,normal,merged_exact_or_alias,,"熱毒蘊肺,血瘀成癰",1,,,0,9.0,9.0,12.5,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,19.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,3.0,4.0,0.0,2.0,0,0
can_421018b142,手足蠕動,diagnostic_feature,diagnostic_feature::手足蠕動,3,formal_exam|tcm_v146|wenbing_v044,exam098_115|v146_graph|wenbing,手足蠕動,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,3.0,0.0,4.0,0,0
can_ec4ead7060,按之凹陷不易恢復,diagnostic_feature,diagnostic_feature::按之凹陷不易恢復,2,formal_exam|tcm_v146,exam098_115|v146_graph,按之凹陷不易恢復,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,2.0,0.0,6.0,0,0
can_a3c154217f,氣虛下陷,diagnostic_feature,diagnostic_feature::氣虛下陷,2,formal_exam|tcm_v146,exam098_115|v146_graph,氣虛下陷,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,11.0,0.0,4.0,5.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,0,0
can_772dd6ccee,海藻玉壺湯,formula,formula::海藻玉壺湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,海藻玉壺湯,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,17.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,25.0,12.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,4.0,5.0,0.0,0.0,11.0,0
can_9978bead1e,溫疫|濕熱疫:疫邪鬱伏膜原,knowledge_item,knowledge_item::溫疫|濕熱疫:疫邪鬱伏膜原,1,wenbing_v044,wenbing,溫疫｜濕熱疫：疫邪鬱伏膜原,medium_or_event_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,0.0,9.0,0.0,0,0
can_79dad92102,溫經湯,formula,formula::溫經湯,4,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|v146_graph,溫經湯,high_or_seeded,normal,merged_exact_or_alias,,溫經湯,1,,,0,9.0,9.0,9.5,0.0,1.0,6.0,1.0,0.0,1.0,2.0,2.0,19.0,7.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,4.0,1.0,3.0,0,0
can_dee6ff84a7,濕溫|陽明熱結兼濕,knowledge_item,knowledge_item::濕溫|陽明熱結兼濕,1,wenbing_v044,wenbing,濕溫｜陽明熱結兼濕,medium_or_event_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,0.0,9.0,0.0,0,0
can_9e18e19e0d,熱不退,diagnostic_feature,diagnostic_feature::熱不退,2,formal_exam|tcm_v146,exam098_115|v146_graph,熱不退,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.5,0.0,1.0,7.0,0.0,0.0,1.0,4.0,4.0,3.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,4.0,0.0,5.0,0,0
can_1a473ed469,王氏清暑益氣湯,formula,formula::王氏清暑益氣湯,2,wenbing_v044,wenbing,王氏清暑益氣湯,medium_or_event_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,15.5,3.0,1.0,0.0,0.0,4.0,1.0,3.0,3.0,6.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,3.0,1.0,4.0,1.0,0,0
can_d95a9cab8f,當歸拈痛湯,formula,formula::當歸拈痛湯,3,formal_exam|tcm_v146,exam098_115|v146_graph,當歸拈痛湯,high_or_seeded,normal,merged_exact_or_alias,,當歸拈痛湯,1,,,0,9.0,9.0,11.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,7.0,0.0,0.0,0,0
can_be33c7196f,痰涎壅盛,diagnostic_feature,diagnostic_feature::痰涎壅盛,2,formal_exam|tcm_v146,exam098_115|v146_graph,痰涎壅盛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,11.0,1.0,0.0,6.0,0.0,0.0,2.0,5.0,5.0,4.0,2.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,2.0,3.0,0.0,4.0,0,0
can_0e36990542,痰濁閉阻,pattern,pattern::痰濁閉阻,2,formal_exam|tcm_v146,exam098_115|v146_graph,痰濁閉阻,high_or_seeded,normal,merged_exact_or_alias,,"痰濁閉阻,胸陽失展",1,,,0,9.0,9.0,13.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,15.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,1.0,7.0,0.0,1.0,0,0
can_07e4efcd67,痰濕中阻,pattern,pattern::痰濕中阻,2,formal_exam|tcm_v146,exam098_115|v146_graph,痰濕中阻,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,10.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,2.0,14.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,4.0,5.0,0.0,0.0,0,0
can_ce05f01059,痰濕內阻,pattern,pattern::痰濕內阻,2,formal_exam|tcm_v146,exam098_115|v146_graph,痰濕內阻,high_or_seeded,normal,merged_exact_or_alias,,痰濕內阻痞病,1,,,0,9.0,9.0,10.5,0.0,3.0,5.0,0.0,0.0,1.0,4.0,4.0,3.0,17.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,7.0,0.0,2.0,0,0
can_888631dd5d,痰熱壅肺,pattern,pattern::痰熱壅肺,1,phase2_refined,diagnosis,痰熱壅肺,high_or_seeded,normal,single_source_entity,,,0,,,0,9.0,9.0,13.5,0.0,9.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,3.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,9.0,0.0,0.0,0,0
can_d7b6045373,發熱口渴,diagnostic_feature,diagnostic_feature::發熱口渴,3,formal_exam|tcm_v146|wenbing_v044,exam098_115|v146_graph|wenbing,發熱口渴,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,phase5_entities_with_H_recomputed_counts,9.0,9.0,0.0,0.0,0.0,9.0,0,0
