formula_id,canonical_name,formula_type_inferred,formula_family_id,alias_list,alias_count,component_count_display_ready,component_source_formula_count,unique_question_count,question_event_count,out_relation_count,in_relation_count,as_base_variant_count,as_variant_to_base_count,canonical_confidence,review_count,ontology_policy
can_e8f4d3c9ab,蘇子降氣湯,standard_or_unspecified_formula,ffam_b9adf8e0c4c8,蘇子降氣湯,1,9.0,0,13.0,13.0,25.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9c51b57ef7,麻杏石甘湯,standard_or_unspecified_formula,ffam_42e0abb6c133,麻杏石甘湯,1,0,0,13.0,13.0,7.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3fc0328fb8,黃連解毒湯,standard_or_unspecified_formula,ffam_ca7e49a8c392,黃連解毒湯,1,4.0,0,13.0,13.0,15.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5cbce770ff,半夏厚朴湯,standard_or_unspecified_formula,ffam_adc8618694d8,半夏厚朴湯,1,1.0,0,12.0,14.0,23.0,13.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9b1ed4476b,下瘀血湯,standard_or_unspecified_formula,ffam_ce3d1504903f,下瘀血湯,1,0,0,12.0,13.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_19c0202378,大陷胸湯,standard_or_unspecified_formula,ffam_97a65eee2a4f,大陷胸湯,1,0,0,12.0,13.0,5.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_971d8bb5f6,大黃附子湯,standard_or_unspecified_formula,ffam_7164abea88b2,大黃附子湯,1,0,0,12.0,13.0,13.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b89804367c,桂枝加厚朴杏子湯,base_or_family_formula,ffam_54e01fe1716b,桂枝加厚朴杏仁湯|桂枝加厚朴杏子湯,2,0,0,12.0,13.0,9.0,1.0,1,1,medium_or_event_seeded,1,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_610f6cd484,茯苓甘草湯,standard_or_unspecified_formula,ffam_d03da30149c9,茯苓甘草湯,1,0,0,12.0,13.0,5.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c55bf7f8a9,麻子仁丸,standard_or_unspecified_formula,ffam_cc3918ed6054,麻子仁丸|麻子仁丸【傷寒|麻子仁丸【金匱,3,0,0,12.0,13.0,20.0,8.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_472b9a98e0,三仁湯,standard_or_unspecified_formula,ffam_17a593df7122,,0,0,0,12.0,12.0,14.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_32448c9b4b,普濟消毒飲,standard_or_unspecified_formula,ffam_bfbab6f1a8bd,普濟消毒飲|普濟消毒飲《散,2,0,0,12.0,12.0,8.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_82231876d0,桃仁承氣湯,standard_or_unspecified_formula,ffam_7e128c6f7b8e,桃仁承氣湯|桃仁承氣湯(桃核承氣湯|桃核承氣湯,3,0,0,12.0,12.0,6.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9903f092e2,甘麥大棗湯,standard_or_unspecified_formula,ffam_c8fc313ba037,甘麥大棗湯,1,3.0,0,12.0,12.0,12.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6e93ff5d1a,痛瀉要方,standard_or_unspecified_formula,ffam_99afafc43515,,0,4.0,0,12.0,12.0,11.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_27de91c591,程氏萆薢分清飲,standard_or_unspecified_formula,ffam_ccfed08eef6e,,0,8.0,0,12.0,12.0,19.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fd6168584b,薏苡附子散,standard_or_unspecified_formula,ffam_99118e0f4fef,薏苡附子散,1,0,0,12.0,12.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ca0de6cc4b,蠲痹湯,standard_or_unspecified_formula,ffam_d130cebcbdff,蠲痹湯,1,11.0,0,12.0,14.0,27.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_aff5d00b90,逍遙散,standard_or_unspecified_formula,ffam_79c8c141a85f,逍遙散,1,8.0,0,12.0,12.0,21.0,19.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3b9e21db1a,雷氏芳香化濁法,standard_or_unspecified_formula,ffam_271200e24386,,0,0,0,12.0,12.0,14.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0852425934,香薷飲,standard_or_unspecified_formula,ffam_caf372490acf,香薷飲,1,0,0,12.0,12.0,5.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_debdfbf1b5,茯苓桂枝甘草大棗湯,standard_or_unspecified_formula,ffam_9a071789ea4c,茯苓桂枝甘草大棗湯|茯苓桂枝甘草大棗湯【傷寒|茯苓桂枝甘草大棗湯【金匱,3,0,0,11.0,16.0,14.0,6.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3367e6562e,桂枝人參湯,standard_or_unspecified_formula,ffam_3fee6807d134,桂枝人參湯,1,0,0,11.0,12.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_aa32ff233a,麻黃杏仁甘草石膏湯,standard_or_unspecified_formula,ffam_1dd179d3d2cb,麻杏甘石湯|麻杏石甘湯|麻黃杏仁甘草石膏湯,3,0,0,11.0,12.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_bf696d61e5,川芎茶調散,standard_or_unspecified_formula,ffam_8c470222524d,,0,9.0,0,11.0,11.0,22.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_878d796a56,左歸飲,standard_or_unspecified_formula,ffam_07beda2ef0e7,,0,6.0,0,11.0,11.0,19.0,15.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ee62cdd2f9,止嗽散,standard_or_unspecified_formula,ffam_3b738701162f,,0,7.0,0,11.0,11.0,19.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c1472e20dd,葛根芩連湯,standard_or_unspecified_formula,ffam_683f2f3fd24e,葛根芩連湯,1,0,0,11.0,11.0,13.0,5.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2242381512,養心湯,standard_or_unspecified_formula,ffam_525b7d9628d1,養心湯,1,13.0,0,11.0,11.0,35.0,15.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1f90735bbe,麻黃附子湯,standard_or_unspecified_formula,ffam_c94c1f001156,麻黃附子湯|麻黃附子湯杏子湯,2,0,0,11.0,11.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6b72053b46,赤石脂丸,standard_or_unspecified_formula,ffam_b89ec9167f4f,烏頭赤石脂丸|赤石脂丸,2,0,0,10.0,14.0,7.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_21b8a435c7,半夏乾薑散,standard_or_unspecified_formula,ffam_25377ebf7e4b,半夏乾薑散,1,0,0,10.0,13.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_98480251f0,四逆加人參湯,named_variant_or_modified_formula,ffam_b4881645aec1,四逆加人參湯,1,0,0,10.0,12.0,6.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2b5d00f7b0,大黃甘草湯,standard_or_unspecified_formula,ffam_dd19a4ad9264,大黃甘草湯,1,0,0,10.0,12.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a6c1667847,旋覆代赭湯,named_variant_or_modified_formula,ffam_b5b608504480,旋覆代赭湯|旋覆代赭石湯,2,1.0,0,10.0,11.0,28.0,10.0,0,2,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_971dcfe582,枳實芍藥散,standard_or_unspecified_formula,ffam_b89170671eaf,枳實芍藥散,1,0,0,10.0,11.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2a556c1122,柴胡桂枝乾薑湯,standard_or_unspecified_formula,ffam_4a992419a818,柴胡桂枝乾薑湯,1,0,0,10.0,11.0,9.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8f6838f146,桂枝去芍藥湯,named_variant_or_modified_formula,ffam_54e01fe1716b,桂枝去芍藥湯,1,0,0,10.0,11.0,18.0,5.0,0,1,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5c26194167,五子衍宗丸,standard_or_unspecified_formula,ffam_601e4c9c654c,,0,0,0,10.0,10.0,2.0,8.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_10d81e22e7,五積散,standard_or_unspecified_formula,ffam_1f7acd9767a1,五積散,1,17.0,0,10.0,10.0,40.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ad33e8cdbd,人參養榮湯,standard_or_unspecified_formula,ffam_aaba708349d9,,0,12.0,0,10.0,10.0,28.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f0b562eceb,增液湯,named_variant_or_modified_formula,ffam_5255a1b554af,,0,0,0,10.0,10.0,2.0,2.0,0,1,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b26c1465ff,枳實導滯湯,standard_or_unspecified_formula,ffam_c25565b726c4,,0,0,0,10.0,10.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5a2b52f66f,枳實薤白桂枝湯,base_or_family_formula,ffam_54e01fe1716b,枳實薤白桂枝湯,1,0,0,10.0,10.0,10.0,4.0,1,2,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a5504301bc,桂枝加龍骨牡蠣湯,base_or_family_formula,ffam_54e01fe1716b,桂枝加龍骨牡蠣湯,1,0,0,10.0,10.0,14.0,4.0,1,2,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0220d21472,消渴方,standard_or_unspecified_formula,ffam_fc66baf1e38f,,0,7.0,0,10.0,10.0,16.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d8e4f548f9,當歸散,standard_or_unspecified_formula,ffam_9026de23e0be,當歸散,1,0,0,10.0,10.0,8.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c1bb36872d,疏鑿飲子,standard_or_unspecified_formula,ffam_14af0fb34dc6,,0,10.0,0,10.0,10.0,23.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_53b7f575c7,白通湯,base_or_family_formula,ffam_1ddb2c7232ab,白通湯,1,0,0,10.0,10.0,4.0,3.0,2,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6a6e3f59de,益氣聰明湯,standard_or_unspecified_formula,ffam_0aeef8b2d5e1,益氣聰明湯,1,8.0,0,10.0,10.0,21.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_365dbd1777,膈下逐瘀湯,standard_or_unspecified_formula,ffam_1a8302c84bc4,,0,12.0,0,10.0,10.0,28.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c8bbee9d9a,茵陳朮附湯,standard_or_unspecified_formula,ffam_551cf9ec9162,,0,5.0,0,10.0,10.0,12.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2f35f3adbc,萆薢分清飲,standard_or_unspecified_formula,ffam_b0691a979d3e,萆薢分清飲,1,0,0,10.0,10.0,5.0,14.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_81299cf396,補肺湯,standard_or_unspecified_formula,ffam_ddbf49f6ca52,,0,6.0,0,10.0,10.0,17.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8d02220014,麻黃連翹赤小豆湯,standard_or_unspecified_formula,ffam_91fe1965af55,,0,8.0,0,10.0,10.0,21.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_738e7dea8a,小青龍加石膏湯,base_or_family_formula,ffam_486eee07c16a,小青龍加石膏湯,1,0,0,9.0,20.0,35.0,6.0,2,3,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6e13529ee9,茯苓四逆湯,named_variant_or_modified_formula,ffam_b4881645aec1,茯苓四逆湯,1,0,0,9.0,13.0,10.0,4.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f2fe8daf3f,薯蕷丸,standard_or_unspecified_formula,ffam_3d13a36c58e7,薯蕷丸,1,0,0,9.0,12.0,24.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b272d7ec13,麻黃杏仁薏苡甘草湯,standard_or_unspecified_formula,ffam_770b3f7545e3,麻黃杏仁薏苡甘草湯,1,0,0,9.0,12.0,7.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_dcbc01dc7a,百合滑石散,standard_or_unspecified_formula,ffam_59791ff61a50,百合滑石散,1,0,0,9.0,11.0,4.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_72309e1018,化斑湯,standard_or_unspecified_formula,ffam_095e157b1528,,0,0,0,9.0,10.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0dabdac775,百合地黃湯,standard_or_unspecified_formula,ffam_2bb9f69a8500,百合地黃湯,1,0,0,9.0,10.0,4.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5824cc8cfa,茯苓澤瀉湯,standard_or_unspecified_formula,ffam_bce01326796c,茯苓澤瀉湯,1,0,0,9.0,10.0,9.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5d30838b26,鱉甲煎丸,standard_or_unspecified_formula,ffam_d5f85a22e784,鱉甲煎丸,1,2.0,0,9.0,10.0,75.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7ea375061a,五磨飲子,standard_or_unspecified_formula,ffam_cf31e09a8731,,0,5.0,0,9.0,9.0,14.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b3d58e7ca0,半夏天麻白朮湯,named_variant_or_modified_formula,ffam_d64e71a66d53,半夏天麻白朮湯|半夏白朮天麻湯,2,0,0,9.0,9.0,5.0,5.0,0,2,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a3cec18c3d,四神丸,standard_or_unspecified_formula,ffam_5b9ed1a11e81,,0,6.0,0,9.0,9.0,16.0,8.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_772dd6ccee,海藻玉壺湯,standard_or_unspecified_formula,ffam_ca857b05edfc,,0,11.0,0,9.0,9.0,25.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_79dad92102,溫經湯,standard_or_unspecified_formula,ffam_1b8578f4b0f6,溫經湯,1,0,0,9.0,9.0,19.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1a473ed469,王氏清暑益氣湯,standard_or_unspecified_formula,ffam_e3f1d3c755b4,,0,0,0,9.0,9.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d95a9cab8f,當歸拈痛湯,standard_or_unspecified_formula,ffam_51b9934134be,當歸拈痛湯,1,0,0,9.0,9.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8da1754712,茯苓杏仁甘草湯,standard_or_unspecified_formula,ffam_d97f5467fd72,茯苓杏仁甘草湯,1,0,0,9.0,9.0,9.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_45e62b3811,虎潛丸,standard_or_unspecified_formula,ffam_996e4176edc0,,0,9.0,0,9.0,9.0,21.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_21343ab77e,調營飲,standard_or_unspecified_formula,ffam_0fa64596536c,,0,19.0,0,9.0,9.0,41.0,8.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_edee85cfc4,通竅活血湯,standard_or_unspecified_formula,ffam_6e741408b85c,,0,9.0,0,9.0,9.0,21.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_987fd2d512,厚朴麻黃湯,standard_or_unspecified_formula,ffam_98487dfe3cfd,厚朴麻黃湯,1,0,0,8.0,17.0,12.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_82b845942f,厚朴生薑半夏甘草人參湯,standard_or_unspecified_formula,ffam_e4a021327432,厚朴生薑半夏甘草人參湯,1,0,0,8.0,10.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f7fdf4817c,失笑散,standard_or_unspecified_formula,ffam_0001d53141e0,,0,2.0,0,8.0,9.0,8.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_de97b9f678,桂枝加附子湯,named_variant_or_modified_formula,ffam_54e01fe1716b,桂枝加附子湯,1,0,0,8.0,9.0,8.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b6bb2dd07b,附子粳米湯,standard_or_unspecified_formula,ffam_4903d81cdb32,附子粳米湯,1,0,0,8.0,9.0,8.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_256ffa3f8f,麻黃附子細辛湯,standard_or_unspecified_formula,ffam_42234b085544,麻黃附子細辛湯,1,0,0,8.0,9.0,8.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f6af9eed97,三黃瀉心湯,standard_or_unspecified_formula,ffam_6938b21facbd,三黃瀉心湯|三黃瀉心湯《丸,2,0,0,8.0,8.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_186e2a518f,九味羌活湯,standard_or_unspecified_formula,ffam_f1722d626f01,,0,9.0,0,8.0,8.0,21.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_93607d801b,加減玉女煎,standard_or_unspecified_formula,ffam_26ed3e819248,,0,0,0,8.0,8.0,9.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_975ed4b01d,奔豚湯,standard_or_unspecified_formula,ffam_f22f4904a604,奔豚湯,1,0,0,8.0,8.0,13.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_13a9db9323,定癇丸,standard_or_unspecified_formula,ffam_18d5ff07066d,,0,0,0,8.0,8.0,3.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_539de8ce6e,宣清導濁湯,standard_or_unspecified_formula,ffam_778566458623,,0,0,0,8.0,8.0,5.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_041fa9d55f,柴葛解肌湯,standard_or_unspecified_formula,ffam_8d13669bf673,柴葛解肌湯,1,0,0,8.0,8.0,6.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b840abd5b2,梔子清肝湯,standard_or_unspecified_formula,ffam_c9b8099e6e4d,,0,9.0,0,8.0,8.0,21.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3ec03562cb,清胃散,standard_or_unspecified_formula,ffam_7b271de1b728,清胃散,1,0,0,8.0,8.0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ee26690350,溫脾湯,standard_or_unspecified_formula,ffam_4840987ff971,,0,5.0,0,8.0,8.0,14.0,8.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cf1f4f3cc0,牽正散,standard_or_unspecified_formula,ffam_5e6c5e8263d0,,0,3.0,0,8.0,8.0,9.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_eef9b8ca3a,真人養臟湯,standard_or_unspecified_formula,ffam_15ce408f3248,,0,10.0,0,8.0,8.0,23.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6b81f6e9f3,羚角鉤藤湯,standard_or_unspecified_formula,ffam_5d71389c9b35,,0,0,0,8.0,8.0,19.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_eb42a83b36,芍藥湯,standard_or_unspecified_formula,ffam_7a484e7589fb,芍藥湯,1,9.0,0,8.0,8.0,24.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_53bf54bb08,蒿芩清膽湯,standard_or_unspecified_formula,ffam_b65658596cc8,,0,0,0,8.0,8.0,12.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5b1880ec3f,順氣導痰湯,standard_or_unspecified_formula,ffam_73bfe85d1591,,0,0,0,8.0,8.0,4.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_40fd943966,黃耆桂枝五物湯,standard_or_unspecified_formula,ffam_90c1c51fd756,黃耆桂枝五物湯,1,0,0,8.0,8.0,9.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b6420c9b74,黃耆湯,standard_or_unspecified_formula,ffam_2cf6118f2c19,,0,4.0,0,8.0,8.0,12.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_398aca44cd,桂枝二麻黃一湯,standard_or_unspecified_formula,ffam_13fcff333c0f,桂枝二麻黃一湯,1,0,0,7.0,9.0,2.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2c03af79af,抵當丸,standard_or_unspecified_formula,ffam_c65639e3c181,抵當丸,1,0,0,7.0,8.0,7.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8471a13e84,柴胡加芒硝湯,named_variant_or_modified_formula,ffam_c0a94a2a6bf2,柴胡加芒硝湯,1,0,0,7.0,8.0,2.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_52daa23e13,桂枝二越婢一湯,standard_or_unspecified_formula,ffam_e6ac8ec81f58,桂枝二越婢一湯,1,0,0,7.0,8.0,9.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ae15981a69,桂枝去桂加茯苓白朮湯,named_variant_or_modified_formula,ffam_54e01fe1716b,桂枝去桂加茯苓白朮湯,1,0,0,7.0,8.0,8.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5511e42f2b,橘枳薑湯,standard_or_unspecified_formula,ffam_84dab8b102d6,橘枳薑湯,1,0,0,7.0,8.0,9.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5a61ca3088,橘皮湯,standard_or_unspecified_formula,ffam_8a36c31aa783,橘皮湯,1,0,0,7.0,8.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_49c5f6687a,滑石代赭湯,standard_or_unspecified_formula,ffam_bde6a95a37ff,滑石代赭湯,1,0,0,7.0,8.0,5.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e86d108eb3,烏梅丸,standard_or_unspecified_formula,ffam_1168d18d8839,烏梅丸|烏梅丸【傷寒|烏梅丸【金匱,3,0,0,7.0,8.0,17.0,7.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_dba26ca75a,甘草附子湯,standard_or_unspecified_formula,ffam_a84fb692ebe5,甘草附子湯|甘草附子湯【傷寒|甘草附子湯【金匱,3,0,0,7.0,8.0,10.0,6.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_587db51ddb,蔥豉桔梗湯,standard_or_unspecified_formula,ffam_9ad021adf2e3,,0,0,0,7.0,9.0,11.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_48f5498107,附子瀉心湯,standard_or_unspecified_formula,ffam_b4a2abf008dc,附子瀉心湯,1,0,0,7.0,8.0,5.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_07bb35db61,三甲復脈湯,standard_or_unspecified_formula,ffam_a516e3c9718b,,0,0,0,7.0,7.0,7.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d165bcadb0,四海舒鬱丸,standard_or_unspecified_formula,ffam_5f1a7481ba3c,,0,6.0,0,7.0,7.0,15.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_af1734ff2f,地榆散,standard_or_unspecified_formula,ffam_8ea557c3662a,,0,5.0,0,7.0,7.0,13.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fb719c24f0,安中散,standard_or_unspecified_formula,ffam_d378d59b49f3,,0,7.0,0,7.0,7.0,16.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ce54943740,宣白承氣湯,standard_or_unspecified_formula,ffam_2b8c50c9b763,,0,0,0,7.0,7.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
