variant_relation_id,variant_formula_id,variant_formula_name,base_formula_id,base_formula_name,relation_type_original,relation_type_normalized,evidence_class,evidence_text,source_ref_id,source_book,confidence_label,confidence_score,origin,added_herbs_text_candidate,removed_herbs_text_candidate,merge_policy,added_herbs_computed_v4_6,removed_herbs_computed_v4_6,dose_or_processing_changes_v4_6,delta_summary_v4_6,delta_basis_v4_6
vrel_v39_wuling_yinchen_addition,can_9225c672aa,茵陳五苓散,can_4ec3299305,五苓散,named_variant_from_base_formula,addition_of,official_and_classic_formula_relation,《金匱要略》原方作「茵陳蒿末十分，五苓散五分」；衛福部處方展開為茵陳蒿、澤瀉、豬苓、茯苓、白朮、桂枝。故以五苓散為母方、茵陳五苓散為加茵陳蒿之命名變方。,mohw_068_and_classic_jingui,金匱要略／衛福部中醫藥司,high,0.96,v3.9_manual_repair,茵陳蒿,,manual_verified_v3_9,茵陳蒿,,澤瀉:7.5->2.5；豬苓:4.5->1.5；茯苓:4.5->1.5；白朮:4.5->1.5；桂枝:3->1,加：茵陳蒿；劑量／炮製調整：澤瀉（7.5→2.5）、豬苓（4.5→1.5）、茯苓（4.5→1.5）、白朮（4.5→1.5）、桂枝（3→1）,computed_from_preferred_composition_versions
fvar_56135f26dd7b,can_3eb22fdca8,桂枝去芍藥加蜀漆牡蠣龍骨救逆湯,can_2849adeebb,桂枝湯,named_variant,variant_of,taxonomy_variant_alias,桂枝去芍藥加蜀漆牡蠣龍骨救逆湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,蜀漆牡蠣龍骨救逆,芍藥,do_not_merge; preserve canonical nodes; use relation for family navigation,牡蠣、蜀漆、龍骨、蜀漆牡蠣龍骨救逆,芍藥,,加：牡蠣、蜀漆、龍骨、蜀漆牡蠣龍骨救逆；去：芍藥,computed_from_preferred_composition_versions
fvar_c4d594bb530d,can_92d4740e5c,桂枝去芍藥加附子湯,can_2849adeebb,桂枝湯,named_variant,variant_of,taxonomy_variant_alias,桂枝去芍藥加附子湯；桂枝湯今去芍藥加附子,,mb_shanghan,0.82,0.82,H_master_v2_relation,附子,芍藥,do_not_merge; preserve canonical nodes; use relation for family navigation,附子,芍藥,,加：附子；去：芍藥,computed_from_preferred_composition_versions
fvar_8921fb425b6b,can_8f6838f146,桂枝去芍藥湯,can_2849adeebb,桂枝湯,named_variant,variant_of,taxonomy_variant_alias,桂枝去芍藥湯；桂枝湯今去芍藥,,mb_shanghan,0.82,0.82,H_master_v2_relation,,芍藥,do_not_merge; preserve canonical nodes; use relation for family navigation,,芍藥,,去：芍藥,computed_from_preferred_composition_versions
fvar_a21e8ea71bde,can_16678a6e1a,當歸四逆加吳茱萸生薑湯,can_aad8567a39,當歸四逆湯,named_variant,variant_of,taxonomy_variant_alias,當歸四逆加吳茱萸生薑湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,吳茱萸生薑,,do_not_merge; preserve canonical nodes; use relation for family navigation,生薑、吳茱萸生薑,,大棗:二十五枚->二十五枚,加：生薑、吳茱萸生薑；劑量／炮製調整：大棗（二十五枚→二十五枚）,computed_from_preferred_composition_versions
fvar_6a224c989a45,can_29712407d7,白虎加人參湯,can_2ff0ddd4f5,白虎湯,named_variant,variant_of,taxonomy_variant_alias,白虎加人參湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,人參,,do_not_merge; preserve canonical nodes; use relation for family navigation,人參,,石膏:一斤->一斤,加：人參；劑量／炮製調整：石膏（一斤→一斤）,computed_from_preferred_composition_versions
fvar_a7138de2c748,can_87c8ab9e40,白通加豬膽汁湯,can_53b7f575c7,白通湯,named_variant,variant_of,taxonomy_variant_alias,白通加豬膽汁湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,豬膽汁,,do_not_merge; preserve canonical nodes; use relation for family navigation,人尿、豬膽汁,,,加：人尿、豬膽汁,computed_from_preferred_composition_versions
fvar_672663def297,can_9108e059f2,黃芩加半夏生薑湯,can_ff9f5b461f,黃芩湯,named_variant,variant_of,taxonomy_variant_alias,黃芩加半夏生薑湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,半夏生薑,,do_not_merge; preserve canonical nodes; use relation for family navigation,半夏、生薑、半夏生薑,,,加：半夏、生薑、半夏生薑,computed_from_preferred_composition_versions
fvar_809157a492e0,can_8471a13e84,柴胡加芒硝湯,can_2a67e77749,柴胡湯,named_variant,variant_of,taxonomy_variant_alias,柴胡加芒硝湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,芒硝,,do_not_merge; preserve canonical nodes; use relation for family navigation,芒硝,,,加：芒硝；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_3baf6177c37a,can_31ea8af2d7,桂枝加大黃湯,can_2849adeebb,桂枝湯,named_variant,variant_of,taxonomy_variant_alias,桂枝加大黃湯；桂枝加芍藥湯基礎上加大黃,,mb_shanghan,0.82,0.82,H_master_v2_relation,大黃,,do_not_merge; preserve canonical nodes; use relation for family navigation,大黃,,芍藥:三兩->六兩,加：大黃；劑量／炮製調整：芍藥（三兩→六兩）,computed_from_preferred_composition_versions
fvar_6edcf6fc562b,can_a2c8064f4e,桂枝加芍藥湯,can_2849adeebb,桂枝湯,named_variant,variant_of,taxonomy_variant_alias,桂枝加芍藥湯；本云桂枝湯，今加芍藥,,mb_shanghan,0.82,0.82,H_master_v2_relation,芍藥,,do_not_merge; preserve canonical nodes; use relation for family navigation,,,芍藥:三兩->六兩,劑量／炮製調整：芍藥（三兩→六兩）,computed_from_preferred_composition_versions
fvar_d5860688646f,can_d460c9e65d,白通加諸膽汁湯,can_53b7f575c7,白通湯,named_variant,variant_of,taxonomy_variant_alias,白通加諸膽汁湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,諸膽汁,,do_not_merge; preserve canonical nodes; use relation for family navigation,諸膽汁,,,加：諸膽汁；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_910b2a1f1020,can_5fc1013ba0,葛根加半夏湯,can_3d655bf013,葛根湯,named_variant,variant_of,taxonomy_variant_alias,葛根加半夏湯,,mb_shanghan,0.82,0.82,H_master_v2_relation,半夏,,do_not_merge; preserve canonical nodes; use relation for family navigation,半夏,,,加：半夏；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_6886a38fa949,can_c74df694b8,至寶丹,can_976b6669ea,局方至寶丹,alias_or_short_name_of,alias_candidate_of,taxonomy_variant_alias,v119：至寶丹視為局方至寶丹短名/別名候選,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,安息香、朱砂、牛黃、犀角、玳瑁、琥珀、金箔、銀箔、雄黃、麝香、龍腦,,,加：安息香、朱砂、牛黃、犀角、玳瑁、琥珀、金箔、銀箔、雄黃、麝香、龍腦；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_8de8e5f3d192,can_ca1a5ddd96,三子養親湯加味,can_7a66706a59,三子養親湯,base_formula_of,variant_of,explicit_or_seed_relation,v119：三子養親湯為三子養親湯加味之基礎方候選,,v146_graph,medium,0.7,H_master_v2_relation,味,,do_not_merge; preserve canonical nodes; use relation for family navigation,味,,,加：味；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_b2f68912c329,can_f021b59b9c,桑菊飲加黃芩、梔子,can_a9a31fe009,桑菊飲,base_formula_of,variant_of,explicit_or_seed_relation,v119：桑菊飲為桑菊飲加黃芩、梔子之基礎方,,v146_graph,medium,0.7,H_master_v2_relation,黃芩、梔子,,do_not_merge; preserve canonical nodes; use relation for family navigation,梔子、黃芩,,,加：梔子、黃芩,computed_from_preferred_composition_versions
fvar_6c35b3457a50,can_6727bb4e93,四物湯,can_7f4cabb973,元戎四物湯,component_or_name_fragment_of,related_variant_or_family,explicit_or_seed_relation,v119：四物湯疑似由元戎四物湯誤切，保守不接證型,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,桃仁、紅花,,去：桃仁、紅花,computed_from_preferred_composition_versions
fvar_ae6d36a4ffa1,can_0a0f9fcbb2,桑菊飲加黃芩梔子,can_f021b59b9c,桑菊飲加黃芩、梔子,formula_variant_of,variant_of,taxonomy_variant_alias,v121 保守 alias：桑菊飲加黃芩梔子 視為 桑菊飲加黃芩、梔子 的名稱變體,,v146_graph,medium,0.7,H_master_v2_relation,黃芩梔子,,do_not_merge; preserve canonical nodes; use relation for family navigation,黃芩梔子,,,加：黃芩梔子,computed_from_preferred_composition_versions
fvar_150bc630bd97,can_0a0f9fcbb2,桑菊飲加黃芩梔子,can_f021b59b9c,桑菊飲加黃芩、梔子,has_formula_variant,variant_of,taxonomy_variant_alias,v121 保守 alias：保留兩節點但互連名稱變體,,v146_graph,medium,0.7,H_master_v2_relation,黃芩梔子,,do_not_merge; preserve canonical nodes; use relation for family navigation,黃芩梔子,,,加：黃芩梔子,computed_from_preferred_composition_versions
fvar_64f813bda084,can_f021b59b9c,桑菊飲加黃芩、梔子,can_a9a31fe009,桑菊飲,base_formula,base_formula,explicit_or_seed_relation,v121：加味方基礎為桑菊飲，保留非主方語意,,v146_graph,medium,0.7,H_master_v2_relation,黃芩、梔子,,do_not_merge; preserve canonical nodes; use relation for family navigation,梔子、黃芩,,,加：梔子、黃芩,computed_from_preferred_composition_versions
fvar_c8b90cf24149,can_b3d58e7ca0,半夏天麻白朮湯,can_60d2d48034,半夏白朮天麻湯,formula_variant_of,variant_of,taxonomy_variant_alias,v121 保守 alias：半夏天麻白朮湯／半夏白朮天麻湯 不硬合併,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,,,未能由目前結構化組成判定明確加減；請看原文依據；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_81730c0a7cb0,can_b3d58e7ca0,半夏天麻白朮湯,can_60d2d48034,半夏白朮天麻湯,has_formula_variant,variant_of,taxonomy_variant_alias,v121 保守 alias：半夏白朮天麻湯／半夏天麻白朮湯 不硬合併,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,,,未能由目前結構化組成判定明確加減；請看原文依據；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_6eeb6ba6ee82,can_381970419d,宣痹湯加秦艽地龍絲瓜絡威靈仙,can_7ac926917c,宣痹湯,base_formula_of,variant_of,explicit_or_seed_relation,v121：宣痹湯為濕熱入絡加味方之基礎方，不直接取代完整加味方,,v146_graph,medium,0.7,H_master_v2_relation,秦艽地龍絲瓜絡威靈仙,,do_not_merge; preserve canonical nodes; use relation for family navigation,地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,,,加：地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,computed_from_preferred_composition_versions
fvar_f156830c9d9f,can_381970419d,宣痹湯加秦艽地龍絲瓜絡威靈仙,can_7ac926917c,宣痹湯,base_formula,base_formula,explicit_or_seed_relation,v121：完整加味方基礎為宣痹湯,,v146_graph,medium,0.7,H_master_v2_relation,秦艽地龍絲瓜絡威靈仙,,do_not_merge; preserve canonical nodes; use relation for family navigation,地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,,,加：地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,computed_from_preferred_composition_versions
fvar_ad527b024256,can_14b2be885f,保和丸,can_ff2d987c21,保和丸合神朮散,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,此方參與合方,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,川芎、甘草、白芷、細辛、羌活、蒼朮、藁本,,去：川芎、甘草、白芷、細辛、羌活、蒼朮、藁本,computed_from_preferred_composition_versions
fvar_dc1d16253e8d,can_239d9dd90c,六味地黃丸,can_ddf23de8f1,六味地黃丸+黃連阿膠湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,此方參與合方,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,芍藥、阿膠、雞子黃、黃芩、黃連,,去：芍藥、阿膠、雞子黃、黃芩、黃連,computed_from_preferred_composition_versions
fvar_95d26c7720d9,can_e8a9b7ca92,六君子湯,can_99f4cfe9b4,六君子湯合旋覆代赭湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,六君子湯 參與合方 六君子湯合旋覆代赭湯,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,代赭石、大棗、旋覆花、生薑,,去：代赭石、大棗、旋覆花、生薑,computed_from_preferred_composition_versions
fvar_bfa1e0f56bb1,can_586d6e6ea7,加味桔梗湯,can_5bb3be4fd3,桔梗湯,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,味桔梗,,do_not_merge; preserve canonical nodes; use relation for family navigation,味桔梗,桔梗、甘草,,加：味桔梗；去：桔梗、甘草；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_83544e3daad4,can_246db3e34b,加減瀉白散,can_9883cebd72,瀉白散,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,減瀉白,,do_not_merge; preserve canonical nodes; use relation for family navigation,減瀉白,,,加：減瀉白；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_b0669ad9dd33,can_6c01965b86,加減葳蕤湯,can_4b277f3322,葳蕤湯,formula_variant_of,variant_of,taxonomy_variant_alias,方名以「加減」開頭，視為母方加減。,,v146_graph,medium,0.7,H_master_v2_relation,減葳蕤,,do_not_merge; preserve canonical nodes; use relation for family navigation,減葳蕤,,,加：減葳蕤；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_ae1ef694b063,can_40a317216a,加味四君子湯,can_4b61b5b9da,四君子湯,has_formula_variant,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,味四君子,,do_not_merge; preserve canonical nodes; use relation for family navigation,扁豆、黃耆、味四君子,,,加：扁豆、黃耆、味四君子,computed_from_preferred_composition_versions
fvar_3e8023251ebf,can_f0b562eceb,增液湯,can_b07ccc05ec,增液湯合活血藥,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,此方參與合方,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,活血藥類、玄參、生地黃、麥冬,,去：活血藥類、玄參、生地黃、麥冬；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_4d1675a5260a,can_381970419d,宣痹湯加秦艽地龍絲瓜絡威靈仙,can_7ac926917c,宣痹湯,has_formula_variant,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,秦艽地龍絲瓜絡威靈仙,,do_not_merge; preserve canonical nodes; use relation for family navigation,地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,,,加：地龍、威靈仙、秦艽、絲瓜絡、秦艽地龍絲瓜絡威靈仙,computed_from_preferred_composition_versions
fvar_73d981761687,can_b7bc26913a,小半夏加茯苓湯,can_f51682eb9f,小半夏湯,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,茯苓,,do_not_merge; preserve canonical nodes; use relation for family navigation,茯苓,,,加：茯苓,computed_from_preferred_composition_versions
fvar_ac14b5177963,can_f6f14b7644,桂枝加黃耆湯,can_2849adeebb,桂枝湯,has_formula_variant,variant_of,taxonomy_variant_alias,v083 formula relation: 桂枝湯 has named modified variant 桂枝加黃耆湯.,,v146_graph,medium,0.7,H_master_v2_relation,黃耆,,do_not_merge; preserve canonical nodes; use relation for family navigation,黃耆,,,加：黃耆,computed_from_preferred_composition_versions
fvar_856245e87c7f,can_738e7dea8a,小青龍加石膏湯,can_0a5b7e34af,小青龍湯,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,石膏,,do_not_merge; preserve canonical nodes; use relation for family navigation,石膏,,,加：石膏,computed_from_preferred_composition_versions
fvar_c9b13e6b1f93,can_a6c1667847,旋覆代赭湯,can_878c153b29,理中丸合旋覆代赭湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,旋覆代赭湯 參與合方 理中丸合旋覆代赭湯,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,代赭,乾薑、代赭石、白朮,旋覆花:->三兩；人參:->二兩；生薑:->五兩；甘草:->三兩；半夏:->半升；大棗:->十二枚,加：代赭；去：乾薑、代赭石、白朮；劑量／炮製調整：旋覆花（原方→三兩）、人參（原方→二兩）、生薑（原方→五兩）、甘草（原方→三兩）、半夏（原方→半升）、大棗（原方→十二枚）,computed_from_preferred_composition_versions
fvar_b04d0871b0b5,can_a6c1667847,旋覆代赭湯,can_99f4cfe9b4,六君子湯合旋覆代赭湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,旋覆代赭湯 參與合方 六君子湯合旋覆代赭湯,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,代赭,代赭石、白朮、茯苓、陳皮,旋覆花:->三兩；人參:->二兩；生薑:->五兩；甘草:->三兩；半夏:->半升；大棗:->十二枚,加：代赭；去：代赭石、白朮、茯苓、陳皮；劑量／炮製調整：旋覆花（原方→三兩）、人參（原方→二兩）、生薑（原方→五兩）、甘草（原方→三兩）、半夏（原方→半升）、大棗（原方→十二枚）,computed_from_preferred_composition_versions
fvar_a3cd4288a388,can_f6f14b7644,桂枝加黃耆湯,can_2849adeebb,桂枝湯,formula_variant_of,variant_of,taxonomy_variant_alias,v083 formula relation: 桂枝加黃耆湯 treated as a named modified formula based on 桂枝湯.,,v146_graph,medium,0.7,H_master_v2_relation,黃耆,,do_not_merge; preserve canonical nodes; use relation for family navigation,黃耆,,,加：黃耆,computed_from_preferred_composition_versions
fvar_3a8327e08c7d,can_0a0f9fcbb2,桑菊飲加黃芩梔子,can_a9a31fe009,桑菊飲,has_formula_variant,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,黃芩梔子,,do_not_merge; preserve canonical nodes; use relation for family navigation,梔子、黃芩、黃芩梔子,,,加：梔子、黃芩、黃芩梔子,computed_from_preferred_composition_versions
fvar_3ba9f00e8f7b,can_a61be5b856,理中丸,can_878c153b29,理中丸合旋覆代赭湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,理中丸 參與合方 理中丸合旋覆代赭湯,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,,人參:->三兩；乾薑:->三兩；甘草:->三兩；白朮:->三兩,劑量／炮製調整：人參（原方→三兩）、乾薑（原方→三兩）、甘草（原方→三兩）、白朮（原方→三兩）；資料不足，採候選關係文字輔助顯示,variant_name_or_evidence_implies_base_formula_but_composition_incomplete
fvar_745b778b0842,can_29712407d7,白虎加人參湯,can_2ff0ddd4f5,白虎湯,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,人參,,do_not_merge; preserve canonical nodes; use relation for family navigation,人參,,石膏:一斤->一斤,加：人參；劑量／炮製調整：石膏（一斤→一斤）,computed_from_preferred_composition_versions
fvar_448548d1a7f5,can_2a3a21c9f3,神朮散,can_ff2d987c21,保和丸合神朮散,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,此方參與合方,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,半夏、山楂、川芎、甘草、白芷、神麴、細辛、羌活、茯苓、萊菔子、蒼朮、藁本、連翹、陳皮,,去：半夏、山楂、川芎、甘草、白芷、神麴、細辛、羌活、茯苓、萊菔子、蒼朮、藁本、連翹、陳皮；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_8e48be047445,can_4bc4dfa755,越婢加半夏湯,can_1456bfc3e0,越婢湯,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,半夏,,do_not_merge; preserve canonical nodes; use relation for family navigation,半夏,,,加：半夏,computed_from_preferred_composition_versions
fvar_c8b84239a065,can_102d86842a,蔥白七味飲加減,can_1eb55ed9b4,蔥白七味飲,formula_variant_of,variant_of,taxonomy_variant_alias,人工規則：常見加減方／加味方。,,v146_graph,medium,0.7,H_master_v2_relation,減,,do_not_merge; preserve canonical nodes; use relation for family navigation,減,,,加：減；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_adff0ce7886c,can_2894f9f3f7,黃連阿膠湯,can_ddf23de8f1,六味地黃丸+黃連阿膠湯,participates_in_combined_formula,related_variant_or_family,explicit_or_seed_relation,此方參與合方,,v146_graph,medium,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,山茱萸、山藥、澤瀉、熟地黃、牡丹皮、茯苓,黃連:->四兩；黃芩:->二兩；芍藥:->二兩；雞子黃:->二枚；阿膠:->三兩,去：山茱萸、山藥、澤瀉、熟地黃、牡丹皮、茯苓；劑量／炮製調整：黃連（原方→四兩）、黃芩（原方→二兩）、芍藥（原方→二兩）、雞子黃（原方→二枚）、阿膠（原方→三兩）,computed_from_preferred_composition_versions
fvar_135afead3f30,can_0a5b7e34af,小青龍湯,can_738e7dea8a,小青龍加石膏湯,modified_by,variant_of,explicit_or_seed_relation,小青龍加石膏湯不可直接併入小青龍湯。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,石膏,,去：石膏,computed_from_preferred_composition_versions
fvar_d6a5bb6e1ab6,can_2849adeebb,桂枝湯,can_5def52eacc,桂枝加葛根湯,modified_by,variant_of,explicit_or_seed_relation,加味方保留為變方關係。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,葛根,桂枝:二兩->三兩；芍藥:二兩->三兩,去：葛根；劑量／炮製調整：桂枝（二兩→三兩）、芍藥（二兩→三兩）,computed_from_preferred_composition_versions
fvar_1c9e573ce9b5,can_2849adeebb,桂枝湯,can_b89804367c,桂枝加厚朴杏子湯,modified_by,variant_of,explicit_or_seed_relation,加味方保留為變方關係。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,厚朴、杏仁,,去：厚朴、杏仁,computed_from_preferred_composition_versions
fvar_f46b063aba9a,can_2ff0ddd4f5,白虎湯,can_29712407d7,白虎加人參湯,modified_by,variant_of,explicit_or_seed_relation,加味方保留為變方關係。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,人參,石膏:一斤->一斤,去：人參；劑量／炮製調整：石膏（一斤→一斤）,computed_from_preferred_composition_versions
fvar_67ff3bb14b5a,can_239d9dd90c,六味地黃丸,can_49e2e4cbd9,知柏地黃丸,modified_by,variant_of,explicit_or_seed_relation,知柏地黃丸不與六味地黃丸合併。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,知母、黃柏,,去：知母、黃柏,computed_from_preferred_composition_versions
fvar_478488c12305,can_239d9dd90c,六味地黃丸,can_6accb76fb8,杞菊地黃丸,modified_by,variant_of,explicit_or_seed_relation,杞菊地黃丸不與六味地黃丸合併。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,枸杞子、菊花,,去：枸杞子、菊花,computed_from_preferred_composition_versions
fvar_8d8307674e11,can_1058a353ca,溫膽湯,can_bebc22dbfd,黃連溫膽湯,modified_by,variant_of,explicit_or_seed_relation,黃連溫膽湯為溫膽湯加減／變方，不作同義合併。,,,variant_not_alias,0.7,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,半夏、大棗、枳實、甘草、生薑、竹茹、茯苓、陳皮,,,加：半夏、大棗、枳實、甘草、生薑、竹茹、茯苓、陳皮；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_afce54d0a0bb,can_a8f729bca5,敗毒散,can_79538de35a,荊防敗毒散,variant_or_family_of,variant_of,taxonomy_variant_alias,敗毒散可能指方族或簡稱；不自動併入荊防敗毒散。,,,ambiguous_family_not_auto_merge,0.55,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,人參、前胡、川芎、枳殼、柴胡、桔梗、獨活、甘草、生薑、羌活、茯苓、薄荷,,,加：人參、前胡、川芎、枳殼、柴胡、桔梗、獨活、甘草、生薑、羌活、茯苓、薄荷；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_475cdfb6485d,can_a8f729bca5,敗毒散,can_26b2bdbc35,人參敗毒散,variant_or_family_of,variant_of,taxonomy_variant_alias,敗毒散可能指方族或簡稱；不自動併入人參敗毒散。,,,ambiguous_family_not_auto_merge,0.55,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,人參、前胡、川芎、枳殼、柴胡、桔梗、獨活、甘草、生薑、羌活、茯苓、薄荷,,,加：人參、前胡、川芎、枳殼、柴胡、桔梗、獨活、甘草、生薑、羌活、茯苓、薄荷；資料不足，採候選關係文字輔助顯示,relation_text_only_or_incomplete_composition
fvar_02b4972695cb,can_2849adeebb,桂枝湯,can_4d1113ca58,栝蔞桂枝湯,component_or_name_fragment_of,related_variant_or_family,explicit_or_seed_relation,v121：桂枝湯僅作栝蔞桂枝湯組成/名稱片段候選，不接柔痙主方,,v146_graph,low,0.4,H_master_v2_relation,,,do_not_merge; preserve canonical nodes; use relation for family navigation,,栝蔞根,,去：栝蔞根,computed_from_preferred_composition_versions
