link_id,clause_master_id,book_id,clause_no,formula_name,formula_canonical_id,relation_type,evidence_text,source_pdf_pages
k3_clause_formula_ea2d71172d,clause_jg_d7cf14db8a,jingui,23.0,桂枝附子湯,can_70d8a89772,classic_clause_uses_formula,風濕表陽虛：傷寒八九日，風濕相搏，身體疼煩，不能自轉側，不嘔不渴 ，脈浮虛而澀者，桂枝附子湯主之； 若大便堅，小便自利者，去桂加白朮湯主之。(23),15
k3_clause_formula_7b113e8e7e,clause_jg_67611c42e2,jingui,24.0,甘草附子湯,can_dba26ca75a,classic_clause_uses_formula,風濕相搏，骨節疼煩掣痛，不得屈伸，近之則痛劇，汗出短氣，小便不利，惡風 不欲去衣，或身微腫者，甘草附子湯主之。(24),15
k3_clause_formula_a93cb713d7,clause_jg_db98669baf,jingui,10.0,甘草瀉心湯,can_25ddb73d49,classic_clause_uses_formula,蝕於上部則聲喝一作嗄，甘草瀉心湯主之。(10),24
k3_clause_formula_bce59b8802,clause_jg_d79829de5e,jingui,11.0,苦參湯,can_9548aa8499,classic_clause_uses_formula,蝕於下部則咽乾，苦參湯洗之。(11),24
k3_clause_formula_7d1e11b177,clause_jg_4decc31130,jingui,13.0,赤豆當歸散,can_a9f0081074,classic_clause_uses_formula,病者脈數，無熱，微煩，默默但欲臥，汗出，初得之三、四日，目赤如鳩眼； 七、八日，目四眥一本此有黃字黑。若能食者，膿已成也，赤豆當歸散主之。(13),24
k3_clause_formula_c729ea690a,clause_jg_97f47b2a63,jingui,11.0,栝蔞桂枝湯,can_4d1113ca58,classic_clause_uses_formula,太陽病，其證備，身體強，几几然，脈反沉遲，此為痙，栝蔞桂枝湯主之。(11),12
k3_clause_formula_f95aed728e,clause_jg_90495e2033,jingui,12.0,葛根湯,can_3d655bf013,classic_clause_uses_formula,太陽病，無汗而小便反少，氣上衝胸，口噤不得語，欲作剛痙，葛根湯主之。(12),12
k3_clause_formula_c8ce5e7272,clause_jg_a37bdd8003,jingui,13.0,大承氣湯,can_b8804ab23f,classic_clause_uses_formula,痙為病，一本痙字上有剛字。胸滿，口噤，臥不著席，腳攣急，必齘齒，可與大承氣湯。(13),12
k3_clause_formula_36abee5bf0,clause_jg_6962f4f479,jingui,16.0,苓桂朮甘湯,can_00d802f1e5,classic_clause_uses_formula,不能行水 心下有痰飲，胸脅支滿，目眩。苓桂朮甘湯主之。(16),70
k3_clause_formula_23667b28f7,clause_jg_59a3159e2e,jingui,17.0,苓桂朮甘湯,can_00d802f1e5,classic_clause_uses_formula,夫短氣有微飲，當從小便去之，苓桂朮甘湯主之。腎氣丸亦主之。(17),70
k3_clause_formula_88e321b060,clause_jg_561e0ac262,jingui,29.0,己椒藶黃丸,can_17af992be4,classic_clause_uses_formula,腸間有水飲 腹滿，口舌乾燥，此腸間有水氣，己椒藶黃丸主之。(29),70
k3_clause_formula_a10ea7b140,clause_jg_076b4dff6c,jingui,30.0,小半夏加茯苓湯,can_b7bc26913a,classic_clause_uses_formula,膈間有水 卒嘔吐，心下痞，膈間有水，眩悸者，小半夏加茯苓湯主之。(30),70
k3_clause_formula_b0e87cad59,clause_jg_ac050cf027,jingui,31.0,五苓散,can_4ec3299305,classic_clause_uses_formula,水停臍下 假令瘦人臍下有悸，吐涎沫而癲眩，此水也，五苓散主之。(31),70
k3_clause_formula_32e190c398,clause_jg_29e7370862,jingui,22.0,十棗湯,can_f3ad66a19d,classic_clause_uses_formula,病懸飲者，十棗湯主之。(22),71
k3_clause_formula_5c60617d7b,clause_jg_bd9bc4618e,jingui,23.0,小青龍湯,can_0a5b7e34af,classic_clause_uses_formula,病溢飲者，當發其汗，大青龍湯主之；小青龍湯亦主之。(23),71
k3_clause_formula_ec2474c8ae,clause_jg_bd9bc4618e,jingui,23.0,大青龍湯,can_a1400e6cd2,classic_clause_uses_formula,病溢飲者，當發其汗，大青龍湯主之；小青龍湯亦主之。(23),71
k3_clause_formula_691d12306e,clause_jg_88e8a6adee,jingui,24.0,木防己湯,can_d02d5ea55c,classic_clause_uses_formula,膈間支飲，其人喘滿，心下痞堅，面色黧黑，其脈沉緊，得之數十日，醫吐下之不 愈，木防己湯主之。虛者即愈，實者三日復發，後與不愈者，宜木防己湯去石膏 加茯苓芒硝湯主之。(24),71
k3_clause_formula_ff94cb6c62,clause_jg_2d2216cd55,jingui,25.0,澤瀉湯,can_6fc2209755,classic_clause_uses_formula,水在膈下 心下有支飲，其人苦冒眩，澤瀉湯主之。(25),71
k3_clause_formula_3b524a0640,clause_jg_b2901b306e,jingui,26.0,厚朴大黃湯,can_15c1cd6128,classic_clause_uses_formula,支飲胸滿者，厚朴大黃湯主之。(26),71
k3_clause_formula_911b597e38,clause_jg_66a2a6590d,jingui,27.0,葶藶大棗瀉肺湯,can_07f55734cb,classic_clause_uses_formula,支飲偏溢於肺 支飲不得息，葶藶大棗瀉肺湯主之。(27),71
k3_clause_formula_85efbb2390,clause_jg_fb241d0139,jingui,28.0,小半夏湯,can_f51682eb9f,classic_clause_uses_formula,嘔家本渴，渴者為欲解，今反不渴，心下有支飲故也，小半夏湯主之。《千金》云小半 夏加茯苓湯。(28),71
k3_clause_formula_b18ef8a11f,clause_jg_b4a805f6fc,jingui,32.0,十棗湯,can_f3ad66a19d,classic_clause_uses_formula,咳家其脈弦，為有水。十棗湯主之。(32),71
k3_clause_formula_f986e747a3,clause_jg_f4ccae555e,jingui,33.0,十棗湯,can_f3ad66a19d,classic_clause_uses_formula,夫有支飲家，咳煩胸中痛者，不卒死，至一百日或一歲，宜十棗湯。(33),71
k3_clause_formula_1c6c222da9,clause_jg_bd3c3cf262,jingui,35.0,小青龍湯,can_0a5b7e34af,classic_clause_uses_formula,咳逆倚息不得臥，小青龍湯主之。(35),71
k3_clause_formula_2e4589b9c1,clause_jg_0ce62b2289,jingui,36.0,甘草湯,can_745cdb8317,classic_clause_uses_formula,青龍湯下已，多唾口燥，寸脈沉，尺脈微，手足厥逆，氣從小腹上衝胸咽，手 足痹，其面翕熱如醉狀，因復下流陰股，小便難，時復冒者，與茯苓桂枝五味 甘草湯，治其氣衝。(36),71
k3_clause_formula_f6b77005d8,clause_jg_9d35c9e388,jingui,37.0,桂苓五味甘草湯,can_bf1d0528e8,classic_clause_uses_formula,衝氣即低，而反更咳、胸滿者，用桂苓五味甘草湯去桂加乾薑、細辛，以治其 咳滿。(37),71
k3_clause_formula_bbb400d327,clause_jg_be7dd3b5cf,jingui,2.0,鱉甲煎丸,can_5d30838b26,classic_clause_uses_formula,病瘧以月，一日發，當以十五日愈；設不差，當月盡解； 如其不差，當云何？ 師曰：此結為癥瘕，名曰瘧母，急治之，宜鱉甲煎丸。(2),27
k3_clause_formula_c73451c90b,clause_jg_fa57b6958f,jingui,4.0,白虎加桂枝湯,can_6dec689ab1,classic_clause_uses_formula,溫瘧 溫瘧者，其脈如平，身無寒但熱，骨節疼煩，時嘔，白虎加桂枝湯主之。(4),27
k3_clause_formula_1f6caada90,clause_jg_0a965e8094,jingui,5.0,蜀漆散,can_c4a276d57d,classic_clause_uses_formula,瘧多寒者，名曰牝瘧，蜀漆散主之。(5),27
k3_clause_formula_853779dcf6,clause_jg_a75ec14075,jingui,2.0,百合知母湯,can_e2a38b6c0c,classic_clause_uses_formula,誤治 百合病，發汗後者，百合知母湯主之。(2),20
k3_clause_formula_628be979ce,clause_jg_7c870b081d,jingui,3.0,滑石代赭湯,can_49c5f6687a,classic_clause_uses_formula,百合病，下之後者，滑石代赭湯主之。(3),20
k3_clause_formula_609f25296a,clause_jg_9d687f581d,jingui,5.0,百合地黃湯,can_0dabdac775,classic_clause_uses_formula,百合病，不經吐、下、發汗，病形如初者，百合地黃湯主之。(5),20
k3_clause_formula_2249eea91c,clause_jg_06c6fbc3c5,jingui,6.0,百合洗方,can_cdb87d969f,classic_clause_uses_formula,百合病，一月不解，變成渴者，百合洗方主之。(6),20
k3_clause_formula_54da3107e4,clause_jg_59f2b20f75,jingui,8.0,百合滑石散,can_dcbc01dc7a,classic_clause_uses_formula,百合病，變發熱者，一作發寒熱。百合滑石散主之。(8),20
k3_clause_formula_d384a8a7c5,clause_jg_1951e75999,jingui,5.0,甘草乾薑湯,can_ec1a31ebb3,classic_clause_uses_formula,肺痿吐涎沫而不咳者，其人不渴，必遺尿，小便數。所以然者，以上虛不能制下故也。 此為肺中冷，必眩，多涎唾，甘草乾薑湯以溫之。若服湯已渴者，屬消渴。(5),40
k3_clause_formula_a588c803ea,clause_jg_a8d8cd88de,jingui,10.0,麥門冬湯,can_5becc09d33,classic_clause_uses_formula,大逆上氣，咽喉不利，止逆下氣者，麥門冬湯主之。(10),40
k3_clause_formula_5f4b80bcc1,clause_jg_dc51dfd400,jingui,11.0,葶藶大棗瀉肺湯,can_07f55734cb,classic_clause_uses_formula,肺癰胸滿脹，一身面目浮腫，鼻塞清涕出，不聞香臭酸辛，咳逆上氣，喘鳴迫塞， 葶藶大棗瀉肺湯主之。(11),42
k3_clause_formula_ae4cf346c4,clause_jg_60e1c3fa8d,jingui,11.0,葶藶大棗瀉肺湯,can_07f55734cb,classic_clause_uses_formula,肺癰，喘不得臥，葶藶大棗瀉肺湯主之。(11),42
k3_clause_formula_d18c89ae75,clause_jg_734526bc4f,jingui,12.0,桔梗湯,can_5bb3be4fd3,classic_clause_uses_formula,膿已成：咳而胸滿，振寒脈數，咽乾不渴，時出濁唾腥臭，久久吐膿如米粥者，為肺癰， 桔梗湯主之。(12),42
k3_clause_formula_399a5e6385,clause_jg_a6b52debab,jingui,4.0,栝蔞薤白半夏湯,can_749be479d4,classic_clause_uses_formula,胸痹不得臥，心痛徹背者，栝蔞薤白半夏湯主之。(4),53
k3_clause_formula_2a88bdca1d,clause_jg_b79f791e44,jingui,5.0,枳實薤白桂枝湯,can_5a2b52f66f,classic_clause_uses_formula,胸痹心中痞，留氣結在胸，胸滿，脅下逆搶心，枳實薤白桂枝湯主之；人參湯亦主之。(5),53
k3_clause_formula_9b7879dcab,clause_jg_b79f791e44,jingui,5.0,人參湯,can_116bc8aefe,classic_clause_uses_formula,胸痹心中痞，留氣結在胸，胸滿，脅下逆搶心，枳實薤白桂枝湯主之；人參湯亦主之。(5),53
k3_clause_formula_91ebe6ed6c,clause_jg_ff5d979197,jingui,6.0,茯苓杏仁甘草湯,can_8da1754712,classic_clause_uses_formula,胸痹，胸中氣塞，短氣，茯苓杏仁甘草湯主之；橘枳薑湯亦主之。(6),53
k3_clause_formula_3ea4227fde,clause_jg_ff5d979197,jingui,6.0,橘枳薑湯,can_5511e42f2b,classic_clause_uses_formula,胸痹，胸中氣塞，短氣，茯苓杏仁甘草湯主之；橘枳薑湯亦主之。(6),53
k3_clause_formula_dc78e90e5e,clause_jg_6f039f26e1,jingui,7.0,薏苡附子散,can_fd6168584b,classic_clause_uses_formula,胸痹緩急者，薏苡附子散主之。(7),53
k3_clause_formula_663cb2dc78,clause_jg_fac9a1eea5,jingui,8.0,桂枝生薑枳實湯,can_c0e3df661a,classic_clause_uses_formula,心中痞，諸逆，心懸痛，桂枝生薑枳實湯主之。(8),53
k3_clause_formula_c67e8a12c3,clause_jg_c9c76929b9,jingui,9.0,赤石脂丸,can_6b72053b46,classic_clause_uses_formula,心痛徹背，背痛徹心，烏頭赤石脂丸主之。(9),53
k3_clause_formula_2ba56cc017,clause_jg_42f2b49acb,jingui,3.0,薏苡附子敗醬散,can_27ce46d718,classic_clause_uses_formula,腸癰之為病，其身甲錯，腹皮急，按之濡，如腫狀，腹無積聚，身無熱，脈 數，此為腸內有癰膿，薏苡附子敗醬散主之。(3),127
k3_clause_formula_2d311b7946,clause_jg_7d5d17be52,jingui,9.0,厚朴七物湯,can_dc9fafa098,classic_clause_uses_formula,病腹滿，發熱十日，脈浮而數，飲食如故，厚朴七物湯主之。(9),58
k3_clause_formula_96a3bee6b7,clause_jg_6e53c0cb8f,jingui,10.0,附子粳米湯,can_b6bb2dd07b,classic_clause_uses_formula,水濕內停 腹中寒氣，雷鳴切痛，胸脅逆滿，嘔吐，附子粳米湯主之。(10),58
k3_clause_formula_347e3872ea,clause_jg_87718c069f,jingui,11.0,厚朴三物湯,can_d371fad8d5,classic_clause_uses_formula,痛而閉者，厚朴三物湯主之。(11),58
k3_clause_formula_ff7515945c,clause_jg_a952086d63,jingui,12.0,大柴胡湯,can_a1985a28fe,classic_clause_uses_formula,按之心下滿痛者，此為實也，當下之，宜大柴胡湯。(12),58
k3_clause_formula_6a8386aa25,clause_jg_f66f4b2c63,jingui,13.0,大承氣湯,can_b8804ab23f,classic_clause_uses_formula,腹滿不減，減不足言，當須下之，宜大承氣湯。(13),58
k3_clause_formula_3965d50cde,clause_jg_a191150040,jingui,14.0,大建中湯,can_2523049667,classic_clause_uses_formula,心胸中大寒痛，嘔不能飲食，腹中寒，上衝皮起，出見有頭足，上下痛而不可觸近， 大建中湯主之。(14),58
k3_clause_formula_01e8886ada,clause_jg_8aefa49ffb,jingui,15.0,大黃附子湯,can_971d8bb5f6,classic_clause_uses_formula,寒實內結 脅下偏痛，發熱，其脈緊弦，此寒也，以溫藥下之，宜大黃附子湯。(15),58
k3_clause_formula_fd24ca1202,clause_jg_691f443e13,jingui,16.0,赤丸,can_e5ee53b9bb,classic_clause_uses_formula,寒氣厥逆，赤丸主之。(16),58
k3_clause_formula_907bf38f70,clause_jg_b6a3ab36e4,jingui,8.0,桂枝加龍骨牡蠣湯,can_a5504301bc,classic_clause_uses_formula,夫失精家少腹弦急，陰頭寒，目眩一作目眶痛，髮落，脈極虛芤遲，為清穀亡血，失精。 脈得諸芤動微緊，男子失精，女子夢交，桂枝加龍骨牡蠣湯主之。(8),35
k3_clause_formula_c61e637fa1,clause_jg_1b324e7ede,jingui,14.0,黃耆建中湯,can_4702b3ae84,classic_clause_uses_formula,虛勞裏急、諸不足，黃耆建中湯主之。於小建中湯內加黃耆一兩半，餘依上法，氣短胸滿者加生薑；腹滿者去 棗，加茯苓一兩半；及療肺虛損不足，補氣加半夏三兩。(14),35
k3_clause_formula_2ce2b68434,clause_jg_1b324e7ede,jingui,14.0,小建中湯,can_17b038dbde,classic_clause_uses_formula,虛勞裏急、諸不足，黃耆建中湯主之。於小建中湯內加黃耆一兩半，餘依上法，氣短胸滿者加生薑；腹滿者去 棗，加茯苓一兩半；及療肺虛損不足，補氣加半夏三兩。(14),35
k3_clause_formula_3e9224ee76,clause_jg_36b7f9ff34,jingui,16.0,薯蕷丸,can_f2fe8daf3f,classic_clause_uses_formula,虛勞諸不足，風氣百疾，薯蕷丸主之。(16),35
k3_clause_formula_89a0f42fc0,clause_jg_de902b6296,jingui,17.0,酸棗仁湯,can_8e09801183,classic_clause_uses_formula,虛勞虛煩不得眠，酸棗仁湯主之。(17),35
k3_clause_formula_64b1182fe8,clause_jg_e2d887a2d7,jingui,18.0,大黃䗪蟲丸,can_bfe8ff2d34,classic_clause_uses_formula,五勞虛極羸瘦，腹滿不能飲食，食傷、憂傷、飲傷、房室傷、飢傷、勞傷、經絡營衛氣傷， 內有乾血，肌膚甲錯，兩目黯黑，緩中補虛，大黃䗪蟲丸主之。(18),35
k3_clause_formula_a9f6ea4731,clause_jg_fd17f7d9b0,jingui,2.0,黃耆桂枝五物湯,can_40fd943966,classic_clause_uses_formula,血痹陰陽俱微，寸口關上微，尺中小緊，外證身體不仁，如風痹狀，黃耆桂枝五物湯主之。(2),34
k3_clause_formula_c6e4ccf386,clause_jg_158278f3d0,jingui,2.0,藜蘆甘草湯,can_4bbc171d0e,classic_clause_uses_formula,手指臂腫 病人常以手指臂腫動，此人身體瞤瞤者，藜蘆甘草湯主之。(2),130
k3_clause_formula_2e93b4ef03,clause_jg_8a57c03c78,jingui,3.0,雞屎白散,can_5d2c831085,classic_clause_uses_formula,轉筋之為病，其人臂腳直，脈上下行，微弦。 轉筋入腹者，雞屎白散主之。(3),130
k3_clause_formula_34334d43e7,clause_jg_237cb905d4,jingui,4.0,蜘蛛散,can_0cfa3abb8b,classic_clause_uses_formula,陰狐疝氣者，偏有小大，時時上下，蜘蛛散主之。(4),130
k3_clause_formula_400f4034a9,clause_jg_df0364a313,jingui,6.0,甘草粉蜜湯,can_6ac7540c94,classic_clause_uses_formula,蚘蟲之為病，令人吐涎，心痛發作有時，毒藥不止，甘草粉蜜湯主之。(6),130
k3_clause_formula_bb0068875c,clause_jg_3378c4b30a,jingui,8.0,烏梅丸,can_e86d108eb3,classic_clause_uses_formula,蚘厥者，烏梅丸主之。(8),130
k3_clause_formula_56bedba536,clause_jg_039349a86a,jingui,6.0,王不留行散,can_acf4a6018c,classic_clause_uses_formula,病金瘡，王不留行散主之。(6),129
k3_clause_formula_fa7a134107,clause_jg_dd226b8118,jingui,14.0,升麻鱉甲湯,can_6a81c427d1,classic_clause_uses_formula,陽毒之為病，面赤斑斑如錦紋，咽喉痛，唾膿血， 五日可治，七日不可治，升麻鱉甲湯主之。(14),26
k3_clause_formula_22a7c24df7,clause_jg_b7843a2fad,jingui,15.0,升麻鱉甲湯,can_6a81c427d1,classic_clause_uses_formula,陰毒之為病，面目青，身痛如被杖，咽喉痛。 五日可治，七日不可治，升麻鱉甲湯去雄黃、蜀椒主之。(15),26
k3_clause_formula_9263d274d9,clause_jg_980e7d72d9,jingui,12.0,桂枝去芍藥加蜀漆牡蠣龍骨救逆湯,can_3eb22fdca8,classic_clause_uses_formula,火邪者，桂枝去芍藥加蜀漆牡蠣龍骨救逆湯主之。(12),105
k3_clause_formula_cd614bb92a,clause_jg_6a6d6f8117,jingui,13.0,半夏麻黃丸,can_05e6418eee,classic_clause_uses_formula,心下悸者，半夏麻黃丸主之。(13),105
k3_clause_formula_a46a7fb903,clause_jg_d01991ee21,jingui,13.0,茵陳蒿湯,can_11513e5db9,classic_clause_uses_formula,穀疸之為病，寒熱不食，食即頭眩，心胸不安，久久發黃為穀疸，茵陳蒿湯主之。 (13),98
k3_clause_formula_9ac48428ce,clause_jg_34f8e72e7e,jingui,14.0,硝石礬石散,can_05140ae180,classic_clause_uses_formula,黃家日晡所發熱，而反惡寒，此為女勞得之； 膀胱急，少腹滿、身盡黃，額上黑，足下熱，因作黑疸，其腹脹如水狀，大便必黑， 時溏，此女勞之病，非水也。腹滿者難治。硝石礬石散主之。(14),98
k3_clause_formula_60b7533d8e,clause_jg_278d179449,jingui,15.0,梔子大黃湯,can_7161b48257,classic_clause_uses_formula,酒黃疸，心中懊憹或熱痛，梔子大黃湯主之。(15),98
k3_clause_formula_41a3026ee1,clause_jg_c3e3d35e7e,jingui,21.0,小柴胡湯,can_1a0df3ae93,classic_clause_uses_formula,諸黃，腹痛而嘔者，宜柴胡湯。必小柴胡湯，方見嘔吐中。(21),98
k3_clause_formula_54f1db40f3,clause_jg_c3e3d35e7e,jingui,21.0,柴胡湯,can_2a67e77749,classic_clause_uses_formula,諸黃，腹痛而嘔者，宜柴胡湯。必小柴胡湯，方見嘔吐中。(21),98
k3_clause_formula_bf991ed636,clause_jg_f24f5d74e3,jingui,22.0,小建中湯,can_17b038dbde,classic_clause_uses_formula,男子黃，小便自利，當與虛勞小建中湯。(22),98
k3_clause_formula_ecf5146fae,clause_jg_ddf39b2c31,jingui,,桂枝加黃耆湯,can_f6f14b7644,classic_clause_uses_formula,諸病黃家，但利其小便；假令脈浮，當以汗解之，宜桂枝加黃耆湯主之。方見水氣病中。,98
k3_clause_formula_0cf0fa4bc8,clause_jg_f5c6031158,jingui,17.0,豬膏髮煎,can_6eefdf51c6,classic_clause_uses_formula,諸黃，豬膏髮煎主之。(17),99
k3_clause_formula_068b27545e,clause_jg_a2f505572c,jingui,18.0,茵陳五苓散,can_9225c672aa,classic_clause_uses_formula,黃疸病，茵陳五苓散主之。一本云茵陳湯及五苓散并主之。(18),99
k3_clause_formula_ae97bfd757,clause_jg_a2f505572c,jingui,18.0,五苓散,can_4ec3299305,classic_clause_uses_formula,黃疸病，茵陳五苓散主之。一本云茵陳湯及五苓散并主之。(18),99
k3_clause_formula_970b3e4dea,clause_jg_45c104a8ad,jingui,19.0,大黃硝石湯,can_69f65eeb62,classic_clause_uses_formula,黃疸腹滿，小便不利而赤，自汗出，此為表和裏實，當下之，宜大黃硝石湯。(19),99
k3_clause_formula_142d0982ab,clause_jg_2c2b3ff5ad,jingui,20.0,小半夏湯,can_f51682eb9f,classic_clause_uses_formula,黃疸病，小便色不變，欲自利，腹滿而喘，不可除熱，熱除必噦。 噦者，小半夏湯主之。(20),99
k3_clause_formula_7422dc1ee5,clause_sh_4b67e8f4a3,shanghan,12.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12）,13
k3_clause_formula_3f80d77795,clause_sh_44cdfd5796,shanghan,13.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13）,13
k3_clause_formula_495a0e0d58,clause_sh_5483da13e6,shanghan,15.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15）,13
k3_clause_formula_7cadb02fea,clause_sh_8cec169b98,shanghan,17.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。（17）,13
k3_clause_formula_2eb588693e,clause_sh_91ab989e55,shanghan,19.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,凡服桂枝湯吐者，其後必吐膿血也。（19）,13
k3_clause_formula_18fc96872f,clause_sh_074f828a4b,shanghan,24.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24）,13
k3_clause_formula_bde119109f,clause_sh_f4318042a6,shanghan,42.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42）,13
k3_clause_formula_4661af4065,clause_sh_54cd198a74,shanghan,44.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44）,13
k3_clause_formula_26e9bcdf04,clause_sh_6d52810572,shanghan,45.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45）,13
k3_clause_formula_c8f1c406cd,clause_sh_9af781141f,shanghan,53.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53）,13
k3_clause_formula_cd596d2243,clause_sh_f15c1fdc9a,shanghan,54.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）,13
k3_clause_formula_9948377dfb,clause_sh_88467f3e64,shanghan,56.0,承氣湯,can_e2c9c6b274,classic_clause_uses_formula,傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56）,13
k3_clause_formula_8986f5f8e3,clause_sh_88467f3e64,shanghan,56.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56）,13
k3_clause_formula_1c1dd97009,clause_sh_99a3481780,shanghan,57.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57）,13
k3_clause_formula_8e216dcdca,clause_sh_db68a6671f,shanghan,95.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95）,13
k3_clause_formula_5512abb024,clause_sh_5fbdbce1c7,shanghan,14.0,桂枝加葛根湯,can_5def52eacc,classic_clause_uses_formula,太陽病，項背強几几，反汗出惡風者，桂枝加葛根湯主之。（14）,14
k3_clause_formula_9446ef525d,clause_sh_7fa6e50cab,shanghan,18.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,喘家作，桂枝湯加厚朴、杏子佳。（18）,14
k3_clause_formula_401f98f4fe,clause_sh_6734ec2af8,shanghan,20.0,桂枝加附子湯,can_de97b9f678,classic_clause_uses_formula,太陽病誤下，致表邪不解兼肺氣 上逆作喘 太陽病，發汗，遂漏不止，其人惡風，小便難，四肢微急， 難以屈伸者，桂枝加附子湯主之。（20）,14
k3_clause_formula_0f3b5bf5f7,clause_sh_2ef667d68f,shanghan,21.0,桂枝去芍藥湯,can_8f6838f146,classic_clause_uses_formula, 漏汗不止：為過於發汗而傷陽，表陽虛弱， 衛外不固；  惡風：表邪未解  小便難：汗漏不止導致耗傷陰液。  四肢微急、難以屈伸：陽氣虛不能溫煦，陰 津傷失於濡潤 太陽病，下之後，脈促、胸滿者，桂枝去芍藥湯主之。（21）,14
k3_clause_formula_a50875b242,clause_sh_34f18dd17f,shanghan,22.0,桂枝去芍藥加附子湯,can_92d4740e5c,classic_clause_uses_formula,病因：太陽病誤下，致表證不解外邪內陷。 若微寒者，桂枝去芍藥加附子湯主之。（22）,14
k3_clause_formula_7b5d4c7933,clause_sh_5d73544e19,shanghan,43.0,桂枝加厚朴杏子湯,can_b89804367c,classic_clause_uses_formula,太陽病，下之微喘者，表未解故也，桂枝加厚朴杏子湯主之。（43）,14
k3_clause_formula_4c065d3684,clause_sh_c3eacfe667,shanghan,35.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,太陽病，頭痛，發熱，身疼，腰痛，骨節疼痛，惡風，無汗而喘者，麻黃湯 主之。（35）,22
k3_clause_formula_352bbeca99,clause_sh_f8ce583f37,shanghan,36.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,太陽與陽明合病，喘而胸滿者，不可下，宜麻黃湯。（36）,22
k3_clause_formula_80a9dcfe4e,clause_sh_3b68792318,shanghan,37.0,小柴胡湯,can_1a0df3ae93,classic_clause_uses_formula,太陽病，十日以去，脈浮細而嗜臥者，外已解也。 設胸滿脅痛者，與小柴胡湯；脈但浮者，與麻黃湯。（37）,22
k3_clause_formula_ceaff8e1f8,clause_sh_3b68792318,shanghan,37.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,太陽病，十日以去，脈浮細而嗜臥者，外已解也。 設胸滿脅痛者，與小柴胡湯；脈但浮者，與麻黃湯。（37）,22
k3_clause_formula_7e4dcfbc71,clause_sh_7ca2046b48,shanghan,46.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,太陽病，脈浮緊，無汗，發熱，身疼痛，八九日不解，表證仍在，此當發其 汗。服藥已微除，其人發煩目瞑，劇者必衄，衄乃解。 所以然者，陽氣重故也。麻黃湯主之。（46）,22
k3_clause_formula_121e99ff55,clause_sh_f4f3972a8b,shanghan,51.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,脈浮者，病在表，可發汗，宜麻黃湯。（51）,22
k3_clause_formula_bdefd22691,clause_sh_1edc6f46d0,shanghan,52.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,脈浮而數者，可發汗，宜麻黃湯。（52）,22
