state_row_id,book_id,topic_or_disease,topic_canonical_id,stage,state_name,state_canonical_id,symptoms_text,formulas,formula_canonical_ids,treatment_method,source_ref_id,source_pdf,evidence_text,parse_method,confidence,review_status
wb_state_dd5dccf2e2,wenbing,濕溫,can_51e662c874,血分,濕熱化燥大便下血,,灼熱煩躁、便下鮮血、舌質紅絳、脈細數,犀角地黃湯,can_4014424d11,,src_patch_wenbing_state_00518dce5e,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱化燥大便下血；症狀：灼熱煩躁、便下鮮血、舌質紅絳、脈細數；方劑：犀角地黃湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_c9c63fb40f,wenbing,濕溫,can_51e662c874,營血,濕熱化燥痙厥,,壯熱、口渴、痙搐、昏譫或笑、苔黃、舌紅而燥,薛氏救陰泄邪方,can_c1b4d054ba,,src_patch_wenbing_state_31d1a32f08,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱化燥痙厥；症狀：壯熱、口渴、痙搐、昏譫或笑、苔黃、舌紅而燥；方劑：薛氏救陰泄邪方。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_ad12e92c32,wenbing,濕溫,can_51e662c874,氣分,濕熱挾滯內阻胃腸,,身熱不退、胸脘痞悶、腹微痛、大便溏而不爽、舌苔黃濁,枳實導滯丸,can_4b375d534f,,src_patch_wenbing_state_77e6b19371,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱挾滯內阻胃腸；症狀：身熱不退、胸脘痞悶、腹微痛、大便溏而不爽、舌苔黃濁；方劑：枳實導滯丸。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_0db6f28b4c,wenbing,濕溫,can_51e662c874,氣分,濕熱瀰漫三焦,,苔灰白、胸痞悶、身熱嘔噁、煩渴自利、汗出溺短,杏仁滑石湯,can_21b040c5fe,,src_patch_wenbing_state_156e5f63c6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱瀰漫三焦；症狀：苔灰白、胸痞悶、身熱嘔噁、煩渴自利、汗出溺短；方劑：杏仁滑石湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_d646ab5046,wenbing,濕溫,can_51e662c874,氣分,濕熱膠結難解,,脈緩、舌苔淡黃而滑、身痛、渴不多飲、或不渴、汗出熱解繼而復熱,黃芩滑石湯,can_935f54670b,,src_patch_wenbing_state_53252db583,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱膠結難解；症狀：脈緩、舌苔淡黃而滑、身痛、渴不多飲、或不渴、汗出熱解繼而復熱；方劑：黃芩滑石湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_f72bb50641,wenbing,濕溫,can_51e662c874,氣分,濕熱蘊毒,,發熱口渴、胸悶腹脹、肢痠倦怠、咽喉腫痛、小便黃赤、身目發黃、苔黃而膩、脈滑數,甘露消毒丹,can_2580e7bb40,,src_patch_wenbing_state_6767a744e9,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱蘊毒；症狀：發熱口渴、胸悶腹脹、肢痠倦怠、咽喉腫痛、小便黃赤、身目發黃、苔黃而膩、脈滑數；方劑：甘露消毒丹。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_7f8f564bc3,wenbing,濕溫,can_51e662c874,氣營,濕熱釀痰蒙蔽心竅,,身熱不退、朝輕暮重、神識昏蒙、時清時昧、譫語、舌苔黃膩、脈濡滑而數,菖蒲鬱金湯,can_639443e7d9,,src_patch_wenbing_state_11cb58bc69,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱釀痰蒙蔽心竅；症狀：身熱不退、朝輕暮重、神識昏蒙、時清時昧、譫語、舌苔黃膩、脈濡滑而數；方劑：菖蒲鬱金湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_4ef3601d94,wenbing,濕溫,can_51e662c874,氣分,濕熱鬱發白㾦,,發熱身痛、有汗不解、胸脘痞悶欲嘔、苔黃滑膩、胸腹發白㾦,薏苡竹葉散；三仁湯；生脈散,can_95b903efb1；can_472b9a98e0；can_0c7a0c0c52,,src_patch_wenbing_state_786138f15e,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕熱鬱發白㾦；症狀：發熱身痛、有汗不解、胸脘痞悶欲嘔、苔黃滑膩、胸腹發白㾦；方劑：薏苡竹葉散、三仁湯、生脈散。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_fd05812ec8,wenbing,濕溫,can_51e662c874,衛氣,濕遏衛氣,,頭痛惡寒、身重疼痛、身熱不揚、胸脘痞悶不饑、口不渴、面色淡黃、苔白膩、脈濡緩,藿朴夏苓湯；三仁湯,can_48048e7873；can_472b9a98e0,,src_patch_wenbing_state_40c186a678,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕遏衛氣；症狀：頭痛惡寒、身重疼痛、身熱不揚、胸脘痞悶不饑、口不渴、面色淡黃、苔白膩、脈濡緩；方劑：藿朴夏苓湯、三仁湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_98cbc9f324,wenbing,濕溫,can_51e662c874,氣分,濕阻下焦泌別失職,,熱蒸頭脹、小便不通、渴不多飲、苔白膩,茯苓皮湯,can_efa23c61e7,,src_patch_wenbing_state_0ea9153233,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕阻下焦泌別失職；症狀：熱蒸頭脹、小便不通、渴不多飲、苔白膩；方劑：茯苓皮湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_e9d0fb5569,wenbing,濕溫,can_51e662c874,氣分,濕阻腸道傳導失司,,神識如蒙、少腹硬滿、大便不通、苔垢膩,宣清導濁湯,can_539de8ce6e,,src_patch_wenbing_state_b55a2dfe95,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜濕阻腸道傳導失司；症狀：神識如蒙、少腹硬滿、大便不通、苔垢膩；方劑：宣清導濁湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_ea1090bc76,wenbing,濕溫,can_51e662c874,氣分,熱熾陽明濕困太陰,,高熱汗出、面赤氣粗、口渴欲飲、身重脘痞、苔黃微膩、脈滑數,白虎加蒼朮湯,can_f68fa41089,,src_patch_wenbing_state_a9d1ae61bb,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜熱熾陽明濕困太陰；症狀：高熱汗出、面赤氣粗、口渴欲飲、身重脘痞、苔黃微膩、脈滑數；方劑：白虎加蒼朮湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_32dae4a674,wenbing,濕溫,can_51e662c874,氣分,穢濁阻於膜原,,寒熱往來如瘧、寒甚熱微、身痛有汗、手足沉重、嘔逆脹滿、舌苔白厚膩濁如積粉、脈緩,雷氏宣透膜原法,can_f5d774f67f,,src_patch_wenbing_state_2918cf6214,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜穢濁阻於膜原；症狀：寒熱往來如瘧、寒甚熱微、身痛有汗、手足沉重、嘔逆脹滿、舌苔白厚膩濁如積粉、脈緩；方劑：雷氏宣透膜原法。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_3367176af6,wenbing,濕溫,can_51e662c874,氣分,邪留少陽三焦,,寒熱起伏、胸悶、脘痞、腹脹、溲短、苔膩,黃連溫膽湯,can_bebc22dbfd,,src_patch_wenbing_state_bd571a27bd,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜邪留少陽三焦；症狀：寒熱起伏、胸悶、脘痞、腹脹、溲短、苔膩；方劑：黃連溫膽湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_bd183a5672,wenbing,濕溫,can_51e662c874,後期調治,邪退正虛,,身熱已退、神疲倦語、不思食、小便短少、唇齒乾、舌紅苔少、脈細弱,薛氏加減生脈散,can_6579032aa8,,src_patch_wenbing_state_684d0e24ac,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜邪退正虛；症狀：身熱已退、神疲倦語、不思食、小便短少、唇齒乾、舌紅苔少、脈細弱；方劑：薛氏加減生脈散。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_7529ed6433,wenbing,濕溫,can_51e662c874,氣分,陽明熱結兼濕,,身熱面赤、口燥咽乾、渴欲飲水、脘痞便秘、苔黃燥、脈沉實,增液承氣湯,can_6fbd1b243a,,src_patch_wenbing_state_538ee5031e,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜陽明熱結兼濕；症狀：身熱面赤、口燥咽乾、渴欲飲水、脘痞便秘、苔黃燥、脈沉實；方劑：增液承氣湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_758db73354,wenbing,濕溫,can_51e662c874,後期調治,餘邪未淨,,身熱已退、脘中微悶、知飢不食、苔薄膩,薛氏五葉蘆根湯,can_c1523d03a3,,src_patch_wenbing_state_803c54eb35,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,濕溫｜餘邪未淨；症狀：身熱已退、脘中微悶、知飢不食、苔薄膩；方劑：薛氏五葉蘆根湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_063e1ecb96,wenbing,秋燥,can_16a281090b,氣血,氣血兩燔,can_28ecb71598,身熱、口渴、煩躁不安、吐血衄血、苔黃舌絳,加減玉女煎,can_93607d801b,,src_patch_wenbing_state_5811d872e6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜氣血兩燔；症狀：身熱、口渴、煩躁不安、吐血衄血、苔黃舌絳；方劑：加減玉女煎。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_75b1c6c8cc,wenbing,秋燥,can_16a281090b,衛分,涼燥,,發熱、惡寒、頭痛、無汗、鼻塞、咽乾唇燥、咳嗽稀痰,杏蘇散,can_831b8663b8,,src_patch_wenbing_state_ba4bf16bbb,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜涼燥；症狀：發熱、惡寒、頭痛、無汗、鼻塞、咽乾唇燥、咳嗽稀痰；方劑：杏蘇散。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_72aeaec5df,wenbing,秋燥,can_16a281090b,衛分,溫燥在肺衛,,發熱惡寒、咽乾鼻燥、咳嗽少痰、皮膚乾燥、苔薄白欠潤,桑杏湯,can_818bcaeb53,,src_patch_wenbing_state_4bc2a9259b,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜溫燥在肺衛；症狀：發熱惡寒、咽乾鼻燥、咳嗽少痰、皮膚乾燥、苔薄白欠潤；方劑：桑杏湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_551a325ea0,wenbing,秋燥,can_16a281090b,氣分,燥干清竅,,耳鳴、目赤、齦腫、咽痛,翹荷湯,can_602103a846,,src_patch_wenbing_state_e8b08763b6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜燥干清竅；症狀：耳鳴、目赤、齦腫、咽痛；方劑：翹荷湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_250f88cf1d,wenbing,秋燥,can_16a281090b,氣分,燥熱傷肺,can_0c75dbf937,身熱、乾咳無痰、氣逆而喘、咽喉乾燥、鼻燥、胸滿脅痛、心煩口渴、舌苔薄白而燥、舌邊尖紅赤,清燥救肺湯,can_b0c5b38a32,,src_patch_wenbing_state_573bb0a319,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜燥熱傷肺；症狀：身熱、乾咳無痰、氣逆而喘、咽喉乾燥、鼻燥、胸滿脅痛、心煩口渴、舌苔薄白而燥、舌邊尖紅赤；方劑：清燥救肺湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_f8fc973692,wenbing,秋燥,can_16a281090b,營血,肺燥腸熱絡傷咳血,,初起喉癢乾咳、痰黏帶血、胸脅牽痛、胸腹灼熱、大便泄瀉,阿膠黃芩湯,can_8de57110c3,,src_patch_wenbing_state_6ddc257cf6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜肺燥腸熱絡傷咳血；症狀：初起喉癢乾咳、痰黏帶血、胸脅牽痛、胸腹灼熱、大便泄瀉；方劑：阿膠黃芩湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_3e2ba0f9b3,wenbing,秋燥,can_16a281090b,氣分,肺燥腸閉,,咳嗽不爽而多痰、胸腹脹滿、便秘,五仁橘皮湯,can_3cef20471f,,src_patch_wenbing_state_9703de1ebe,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜肺燥腸閉；症狀：咳嗽不爽而多痰、胸腹脹滿、便秘；方劑：五仁橘皮湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_3f448330b9,wenbing,秋燥,can_16a281090b,氣分,肺燥陰傷,can_9fb9b75811,乾咳少痰、咽乾口燥、肺燥陰傷、氣陰不足,清燥救肺湯,can_b0c5b38a32,,src_patch_wenbing_state_447749677c,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜肺燥陰傷；症狀：乾咳少痰、咽乾口燥、肺燥陰傷、氣陰不足；方劑：清燥救肺湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_60fa3db72f,wenbing,秋燥,can_16a281090b,氣分/後期,肺胃傷陰,,身熱不甚、乾咳不已、口舌乾燥而渴,沙參麥冬湯；五汁飲,can_466b36a3f5；can_073b261429,,src_patch_wenbing_state_0f2621cf5f,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜肺胃傷陰；症狀：身熱不甚、乾咳不已、口舌乾燥而渴；方劑：沙參麥冬湯、五汁飲。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_3387253bba,wenbing,秋燥,can_16a281090b,氣分,腑實津傷,,便秘、腹脹、神昏譫語、苔黑乾燥,調胃承氣湯,can_07468b2497,,src_patch_wenbing_state_16ca2ab69e,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,秋燥｜腑實津傷；症狀：便秘、腹脹、神昏譫語、苔黑乾燥；方劑：調胃承氣湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_f7cd08e59e,wenbing,總論,can_09867f56a2,衛分,暑濕在衛,,發熱惡寒、無汗頭痛、身重脘痞、心煩口渴、舌紅苔白膩、脈濡數,新加香薷飲,can_3ef5308d66,,src_patch_wenbing_state_8090bf0763,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜暑濕在衛；症狀：發熱惡寒、無汗頭痛、身重脘痞、心煩口渴、舌紅苔白膩、脈濡數；方劑：新加香薷飲。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_00486127b5,wenbing,總論,can_09867f56a2,衛分,濕熱在衛,,惡寒、身熱不揚、頭痛如裹、肢體困重、胸脘痞悶、口黏不渴、苔白膩、脈濡緩,藿朴夏苓湯,can_48048e7873,,src_patch_wenbing_state_b9c965a2c8,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜濕熱在衛；症狀：惡寒、身熱不揚、頭痛如裹、肢體困重、胸脘痞悶、口黏不渴、苔白膩、脈濡緩；方劑：藿朴夏苓湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_66facda146,wenbing,總論,can_09867f56a2,血分,熱盛動血,,高熱躁擾、斑疹顯露、吐衄便血尿血、舌深絳,犀角地黃湯,can_4014424d11,,src_patch_wenbing_state_4f8ce1f570,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜熱盛動血；症狀：高熱躁擾、斑疹顯露、吐衄便血尿血、舌深絳；方劑：犀角地黃湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_ae0c340823,wenbing,總論,can_09867f56a2,營分,熱閉心包,,神昏譫語、昏憒不語、灼熱肢厥、舌紅絳、脈細數,清宮湯；安宮牛黃丸；至寶丹；紫雪丹,can_adaad80c19；can_a600d0b107；can_c74df694b8；can_2492d0d413,,src_patch_wenbing_state_42a4bd4994,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜熱閉心包；症狀：神昏譫語、昏憒不語、灼熱肢厥、舌紅絳、脈細數；方劑：清宮湯、安宮牛黃丸、至寶丹、紫雪丹。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_d6bb6d5f55,wenbing,總論,can_09867f56a2,衛分,燥熱在衛,,發熱、微惡風寒、少汗、口鼻咽喉乾燥、乾咳少痰、舌紅欠潤、苔薄白、脈浮數,桑杏湯,can_818bcaeb53,,src_patch_wenbing_state_bba616e2c6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜燥熱在衛；症狀：發熱、微惡風寒、少汗、口鼻咽喉乾燥、乾咳少痰、舌紅欠潤、苔薄白、脈浮數；方劑：桑杏湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_e7ae0428b0,wenbing,總論,can_09867f56a2,氣分,胃熱證,,高熱不惡寒、反惡熱、汗多、口渴喜冷飲、氣粗、舌紅苔黃燥、脈洪大而數,白虎湯,can_2ff0ddd4f5,,src_patch_wenbing_state_e662b70f4e,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜胃熱證；症狀：高熱不惡寒、反惡熱、汗多、口渴喜冷飲、氣粗、舌紅苔黃燥、脈洪大而數；方劑：白虎湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_26eaa99dff,wenbing,總論,can_09867f56a2,氣分,腸腑實證,,日晡潮熱、便秘、腹脹滿拒按、譫語、舌紅苔黃厚乾燥、脈沉實而數,調胃承氣湯,can_07468b2497,,src_patch_wenbing_state_7342013390,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜腸腑實證；症狀：日晡潮熱、便秘、腹脹滿拒按、譫語、舌紅苔黃厚乾燥、脈沉實而數；方劑：調胃承氣湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_524c34a465,wenbing,總論,can_09867f56a2,血分/下焦,虛風內動,can_f706caebf6,手足蠕動、微有抽搐、低熱消瘦、舌乾紅少津、脈虛數,大定風珠,can_d8f57a6b89,,src_patch_wenbing_state_f3f537dc7b,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜虛風內動；症狀：手足蠕動、微有抽搐、低熱消瘦、舌乾紅少津、脈虛數；方劑：大定風珠。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_152c4a8054,wenbing,總論,can_09867f56a2,衛分,風熱在衛,,發熱較重、惡風寒較輕、頭痛、少汗、咳嗽、口微渴、舌邊尖紅、脈浮數,銀翹散,can_bfd282c938,,src_patch_wenbing_state_edaa899e5d,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,總論｜風熱在衛；症狀：發熱較重、惡風寒較輕、頭痛、少汗、咳嗽、口微渴、舌邊尖紅、脈浮數；方劑：銀翹散。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_d5a44e4ce5,wenbing,風溫,can_a413321db6,營分/脫證,內閉外脫,,身熱、神志昏聵不語、倦臥、汗多氣短、脈細無力、面色蒼白、汗出淋漓、四肢厥冷、脈微細欲絕,參附湯；安宮牛黃丸；紫雪丹；至寶丹,can_68711ac98b；can_a600d0b107；can_2492d0d413；can_c74df694b8,,src_patch_wenbing_state_8df5d9170a,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜內閉外脫；症狀：身熱、神志昏聵不語、倦臥、汗多氣短、脈細無力、面色蒼白、汗出淋漓、四肢厥冷、脈微細欲絕；方劑：參附湯、安宮牛黃丸、紫雪丹、至寶丹。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_363da72320,wenbing,風溫,can_a413321db6,營分/血分,心營熱盛引動肝風,,灼熱肢厥、神識昏迷、手足瘛瘲、舌質紅絳,清宮湯；紫雪丹,can_adaad80c19；can_2492d0d413,,src_patch_wenbing_state_c3d6b849e7,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜心營熱盛引動肝風；症狀：灼熱肢厥、神識昏迷、手足瘛瘲、舌質紅絳；方劑：清宮湯、紫雪丹。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_56b13843b6,wenbing,風溫,can_a413321db6,氣分,有形熱結,,日晡潮熱、濈濈汗出、譫語、大便秘結、熱結旁流、肛門灼熱、腹部脹滿硬痛或拒按、苔老黃而燥、脈沉有力,調胃承氣湯,can_07468b2497,,src_patch_wenbing_state_14bc2a3ddc,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜有形熱結；症狀：日晡潮熱、濈濈汗出、譫語、大便秘結、熱結旁流、肛門灼熱、腹部脹滿硬痛或拒按、苔老黃而燥、脈沉有力；方劑：調胃承氣湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_c87d043a45,wenbing,風溫,can_a413321db6,氣分,無形熱盛,,壯熱面赤、惡熱、心煩、汗大出、苔黃而燥、渴喜涼飲、脈洪大,白虎湯,can_2ff0ddd4f5,,src_patch_wenbing_state_07493214d3,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜無形熱盛；症狀：壯熱面赤、惡熱、心煩、汗大出、苔黃而燥、渴喜涼飲、脈洪大；方劑：白虎湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_23b3c704cc,wenbing,風溫,can_a413321db6,營分/氣分,熱入心包兼陽明腑實,,神熱、神昏、舌蹇、肢厥、便祕、腹部按之硬痛、舌絳、苔黃燥、脈數沉實,牛黃承氣湯,can_afbce0bd12,,src_patch_wenbing_state_3bdb7d949f,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜熱入心包兼陽明腑實；症狀：神熱、神昏、舌蹇、肢厥、便祕、腹部按之硬痛、舌絳、苔黃燥、脈數沉實；方劑：牛黃承氣湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_8553c4b60e,wenbing,風溫,can_a413321db6,營分,熱爍營陰,,身熱夜甚、心煩躁擾、譫語、斑疹隱隱、口乾不甚渴飲、舌紅絳無苔、脈細數,清營湯,can_d46a775b19,,src_patch_wenbing_state_cc2d7dfc6b,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜熱爍營陰；症狀：身熱夜甚、心煩躁擾、譫語、斑疹隱隱、口乾不甚渴飲、舌紅絳無苔、脈細數；方劑：清營湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_ee6c0846c9,wenbing,風溫,can_a413321db6,氣分,熱阻胸膈微兼腑實,,身熱不已、煩躁不安、胸膈灼熱如焚、唇焦咽燥、口渴、便祕、舌心乾四邊色紅、脈浮滑而數,涼膈散,can_8aef833bbc,,src_patch_wenbing_state_d22761e019,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜熱阻胸膈微兼腑實；症狀：身熱不已、煩躁不安、胸膈灼熱如焚、唇焦咽燥、口渴、便祕、舌心乾四邊色紅、脈浮滑而數；方劑：涼膈散。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_34b24196d6,wenbing,風溫,can_a413321db6,營分,熱陷心包,,身灼熱、肢厥、神昏譫語、舌蹇、舌鮮絳、脈細數,清宮湯；安宮牛黃丸；至寶丹；紫雪丹,can_adaad80c19；can_a600d0b107；can_c74df694b8；can_2492d0d413,,src_patch_wenbing_state_ee0a3d45c6,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜熱陷心包；症狀：身灼熱、肢厥、神昏譫語、舌蹇、舌鮮絳、脈細數；方劑：清宮湯、安宮牛黃丸、至寶丹、紫雪丹。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_b362cd8dcd,wenbing,風溫,can_a413321db6,氣分,熱鬱胸膈,,身熱口渴、心煩懊憹、坐臥不安、舌苔微黃,梔子豉湯,can_2482e4b13d,,src_patch_wenbing_state_38b291c417,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜熱鬱胸膈；症狀：身熱口渴、心煩懊憹、坐臥不安、舌苔微黃；方劑：梔子豉湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_ec61fa6235,wenbing,風溫,can_a413321db6,氣分,痰熱結胸,,身熱面赤、渴欲涼飲、飲不解渴、得水則嘔、胸脘痞滿、按之疼痛、便秘、苔黃滑、脈滑數有力,小陷胸加枳實湯,can_36813be16d,,src_patch_wenbing_state_9cbfd78d40,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜痰熱結胸；症狀：身熱面赤、渴欲涼飲、飲不解渴、得水則嘔、胸脘痞滿、按之疼痛、便秘、苔黃滑、脈滑數有力；方劑：小陷胸加枳實湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_a81113f0e5,wenbing,風溫,can_a413321db6,血分,肝經熱盛動風,,身熱壯盛、頭暈脹痛、手足躁擾、瘛瘲、狂亂痙厥、舌紅苔燥無津、脈弦數,羚角鉤藤湯,can_6b81f6e9f3,,src_patch_wenbing_state_cd735783ce,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜肝經熱盛動風；症狀：身熱壯盛、頭暈脹痛、手足躁擾、瘛瘲、狂亂痙厥、舌紅苔燥無津、脈弦數；方劑：羚角鉤藤湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
wb_state_d1dd6f34df,wenbing,風溫,can_a413321db6,下焦,肝腎陰傷,,身熱面赤、手足心熱甚於手足背、口乾舌燥、神倦耳聾、脈虛大,加減復脈湯；救逆湯；一甲復脈湯,can_2f379c2dbf；can_97f5c6c943；can_5574af48ec,,src_patch_wenbing_state_b64d02b422,2_1_3_臨床一-溫病學分章精要筆記(103-1_109-2).pdf,風溫｜肝腎陰傷；症狀：身熱面赤、手足心熱甚於手足背、口乾舌燥、神倦耳聾、脈虛大；方劑：加減復脈湯、救逆湯、一甲復脈湯。,phaseK1_structured_state_crosswalk_pdf_primary,high_seed_pdf_traceable,usable
