clause_master_id,book_id,book_name,chapter_title,topic_name,section_title,clause_no,clause_type,title,original_text,linked_formulas,linked_formula_ids,linked_symptoms,source_pdf_pages,source_pdf,source_priority,parse_method,review_status,evidence_text
clause_jg_e59ad647df,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文風水諸證｜已有增劇的趨勢)｜(3),23.0,原文,原文風水諸證｜已有增劇的趨勢)｜(3),風水惡風，一身悉腫，脈浮不渴，續自汗出，無大熱，越婢湯主之。(23),越婢湯,can_1456bfc3e0,一身悉腫；脈浮不渴；續自汗出；無大熱；惡風,89,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"
風水惡風，一身悉腫，脈浮不渴，續自汗出，無大熱，越婢湯主之。(23)(惡風者加附子)"
clause_jg_494ab20d94,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文風水諸證｜已有增劇的趨勢)｜(3),26.0,原文,原文風水諸證｜已有增劇的趨勢)｜(3),水之為病，其脈沉小，屬少陰；浮者為風，無水虛脹者，為氣。水，發其汗即已。 脈沉者宜麻黃附子湯；浮者宜杏子湯。(26),麻黃附子湯；杏子湯,can_1f90735bbe；can_c175bb9eb9,脈沉者宜麻黃附子湯；發其汗即已；其脈沉小；水之為病,89,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"
水之為病，其脈沉小，屬少陰；浮者為風，無水虛脹者，為氣。水，發其汗即已。
脈沉者宜麻黃附子湯；浮者宜杏子湯。(26)"
clause_jg_612a22f64f,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文氣分之水病,30.0,原文,原文氣分之水病,師曰：寸口脈遲而澀，遲則為寒，澀為血不足。 趺陽脈微而遲，微則為氣，遲則為寒。 寒氣不足，則手足逆冷；手足逆冷，則營衛不利；營衛不利，則腹滿脅鳴相逐； 氣轉膀胱，營衛俱勞，陽氣不通即身冷，陰氣不通即骨疼； 陽前通則惡寒，陰前通則痹不仁；陰陽相得，其氣乃行，大氣一轉，其氣乃散； 實則失氣，虛則遺尿，名曰氣分。(30),,,脈遲；氣分；脈微；腹滿；惡寒；身冷,89,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"師曰：寸口脈遲而澀，遲則為寒，澀為血不足。
趺陽脈微而遲，微則為氣，遲則為寒。
寒氣不足，則手足逆冷；手足逆冷，則營衛不利；營衛不利，則腹滿脅鳴相逐；
氣轉膀胱，營衛俱勞，陽氣不通即身冷，陰氣不通即骨疼；
陽前通則惡寒，陰前通則痹不仁；陰陽相得，其氣乃行，大氣一轉，其氣乃散；
實則失氣，虛則遺尿，名曰氣分。(30)"
clause_jg_5815191a76,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文風水諸證,,原文,原文風水諸證,寸口脈沉滑者，中有水氣，面目腫大，有熱，名曰風水。(寸口部沉滑，為水氣相結，說明風水病,,,寸口脈沉,89,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,needs_clause_no_review,寸口脈沉滑者，中有水氣，面目腫大，有熱，名曰風水。(寸口部沉滑，為水氣相結，說明風水病
clause_jg_1d1a625850,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文風水諸證｜已有增劇的趨勢),,原文,原文風水諸證｜已有增劇的趨勢),視人之目窠上微擁，如蠶新臥起狀，其頸脈動，時時咳，按其手足上，陷而不起者，風水。,,,脈動,89,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,needs_clause_no_review,視人之目窠上微擁，如蠶新臥起狀，其頸脈動，時時咳，按其手足上，陷而不起者，風水。
clause_jg_2805572c50,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,1.0,原文,原文皮水諸證,皮水其脈亦浮，外證胕腫，按之沒指，不惡風，其腹如鼓，不渴，當發其汗。(1),,,按之沒指；當發其汗；不渴；惡風,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,皮水其脈亦浮，外證胕腫，按之沒指，不惡風，其腹如鼓，不渴，當發其汗。(1)
clause_jg_82acf1748a,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,1.0,原文,原文皮水諸證｜黃汗諸證,黃汗其脈沉遲，身發熱，胸滿，四肢頭面腫，久不愈，必致癰膿。(1),,,其脈沉；胸滿；發熱；黃汗,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,黃汗其脈沉遲，身發熱，胸滿，四肢頭面腫，久不愈，必致癰膿。(1)
clause_jg_56e1853884,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,5.0,原文,原文皮水諸證,裏水者，一身面目黃腫，其脈沉，小便不利，故令病水。假如小便自利，此亡津液，故 令渴也。越婢加朮湯主之。(5),越婢加朮湯,can_479e52b534,越婢加朮湯主之；一身面目黃腫；假如小便自利；故令病水；小便不利；其脈沉；裏水,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"裏水者，一身面目黃腫，其脈沉，小便不利，故令病水。假如小便自利，此亡津液，故
令渴也。越婢加朮湯主之。(5) 裏水應作「皮水」"
clause_jg_a41fc738d1,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,預後,10.0,預後,預後,脈得諸沉，當責有水，身體腫重，水病脈出者，死。(10),,,,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,脈得諸沉，當責有水，身體腫重，水病脈出者，死。(10)
clause_jg_244a5ea3c7,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,預後,12.0,預後,預後,問曰：病下利後，渴飲水，小便不利，腹滿因腫者，何也？ 答曰：此法當病水，若小便自利及汗出者，自當癒。(12),,,小便自利；小便不利；下利；腹滿；汗出,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"問曰：病下利後，渴飲水，小便不利，腹滿因腫者，何也？
答曰：此法當病水，若小便自利及汗出者，自當癒。(12)"
clause_jg_dced5ef444,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,預後｜其它,21.0,預後,預後｜其它,問曰：病者苦水，面目身體四肢皆腫，小便不利，脈之，不言水，反言胸中痛，氣上衝咽，狀如 炙肉，當微咳喘，審如師言，其脈何類？ 師曰：寸口脈沉而緊，沉為水，緊為寒，沉緊相搏，結在關元，始時尚微，年盛不覺，陽衰之 後，營衛相干，陽損陰盛，結寒微動，腎氣上衝，喉咽塞噎，脅下急痛。醫以為留飲而大下之， 氣擊不去，其病不除。後重吐之，胃家虛煩，咽燥欲飲水，小便不利，水穀不化，面目手足浮 腫。又與葶藶丸下水，當時如小差，食飲過度，腫復如前，胸脅苦痛，象若奔豚，其水揚溢，則 浮咳喘逆。當先攻擊衝氣，令止，乃治咳；咳止，其喘自差。先治新病，病當在後。(21),,,小便不利；水穀不化；寸口脈沉；虛煩；咳喘,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"問曰：病者苦水，面目身體四肢皆腫，小便不利，脈之，不言水，反言胸中痛，氣上衝咽，狀如
炙肉，當微咳喘，審如師言，其脈何類？
師曰：寸口脈沉而緊，沉為水，緊為寒，沉緊相搏，結在關元，始時尚微，年盛不覺，陽衰之
後，營衛相干，陽損陰盛，結寒微動，腎氣上衝，喉咽塞噎，脅下急痛。醫以為留飲而大下之，
氣擊不去，其病不除。後重吐之，胃家虛煩，咽燥欲飲水，小便不利，水穀不化，面目手足浮
腫。又與葶藶丸下水，當時如小差，食飲過度，腫復如前，胸脅苦痛，象若奔豚，其水揚溢，則
浮咳喘逆。當先攻擊衝氣，令止，乃治咳；咳止，其喘自差。先治新病，病當在後。(21)"
clause_jg_ba6ab828b3,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,24.0,原文,原文皮水諸證,皮水為病，四肢腫，水氣在皮膚中，四肢聶聶動者，防己茯苓湯主之。(24),防己茯苓湯,can_74f9809d8c,皮水為病；四肢腫,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,皮水為病，四肢腫，水氣在皮膚中，四肢聶聶動者，防己茯苓湯主之。(24)
clause_jg_918a775d1a,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,25.0,原文,原文皮水諸證,裏水，越婢加朮湯主之；甘草麻黃湯亦主之。(25),甘草麻黃湯；越婢加朮湯,can_c6991f8c43；can_479e52b534,越婢加朮湯主之；麻黃湯；裏水,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,裏水，越婢加朮湯主之；甘草麻黃湯亦主之。(25)裏水應作「皮水」
clause_jg_b6e5382064,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,27.0,原文,原文皮水諸證,厥而皮水者，蒲灰散主之。(27),蒲灰散,can_8a501b666d,厥而皮水者,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,厥而皮水者，蒲灰散主之。(27)
clause_jg_09eaa42bc4,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,28.0,原文,原文皮水諸證｜黃汗諸證,問曰：黃汗之為病，身體腫〈一作重〉。發熱汗出而渴，狀如風水，汗沾衣，色正黃如柏汁， 脈自沉，何從得之？師曰：以汗出入水中浴，水從汗孔入得之，宜耆芍桂酒湯主之。(28),,,身體腫〈一作重〉；水從汗孔入得之；色正黃如柏汁；發熱汗出而渴；狀如風水；脈自沉；汗沾衣；汗出；黃汗,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"問曰：黃汗之為病，身體腫〈一作重〉。發熱汗出而渴，狀如風水，汗沾衣，色正黃如柏汁，
脈自沉，何從得之？師曰：以汗出入水中浴，水從汗孔入得之，宜耆芍桂酒湯主之。(28)"
clause_jg_701dd9f68c,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,29.0,原文,原文皮水諸證｜黃汗諸證,黃汗之病，兩脛自冷；假令發熱，此屬歷節。食已汗出，又身常暮盜汗出者，此勞氣也。 若汗出已反發熱者，久久其身必甲錯；發熱不止者，必生惡瘡。 若身重，汗出已輒輕者，久久必身瞤，瞤即胸中痛，又從腰以上必汗出，下無汗，腰髖弛 痛，如有物在皮中狀，劇者不能食，身疼重，煩躁，小便不利，此為黃汗，桂枝加黃耆湯 主之。(29),桂枝加黃耆湯,can_f6f14b7644,又身常暮盜汗出者；又從腰以上必汗出；若汗出已反發熱者；久久其身必甲錯；汗出已輒輕者；發熱不止者；久久必身瞤；瞤即胸中痛；假令發熱；小便不利；食已汗出；若身重；下無汗；不能食；歷節；煩躁；身疼；黃汗,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"黃汗之病，兩脛自冷；假令發熱，此屬歷節。食已汗出，又身常暮盜汗出者，此勞氣也。
若汗出已反發熱者，久久其身必甲錯；發熱不止者，必生惡瘡。
若身重，汗出已輒輕者，久久必身瞤，瞤即胸中痛，又從腰以上必汗出，下無汗，腰髖弛
痛，如有物在皮中狀，劇者不能食，身疼重，煩躁，小便不利，此為黃汗，桂枝加黃耆湯
主之。(29)
氣分水病"
clause_jg_4d7c6e297c,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,31.0,原文,原文皮水諸證｜黃汗諸證,氣分，心下堅，大如盤，邊如旋杯，水飲所作，桂枝去芍藥加麻辛附子湯主之。(31),附子湯；桂枝去芍藥加麻辛附子湯,can_4da6dea6c5；can_072d834e75,邊如旋杯；水飲所作；大如盤；心下堅；氣分,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,氣分，心下堅，大如盤，邊如旋杯，水飲所作，桂枝去芍藥加麻辛附子湯主之。(31)
clause_jg_fe9b49c232,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,32.0,原文,原文皮水諸證｜黃汗諸證,心下堅，大如盤，邊如旋盤，水飲所作，枳朮湯主之。(32),枳朮湯,can_9d6d527d5a,水飲所作；心下堅；大如盤,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,心下堅，大如盤，邊如旋盤，水飲所作，枳朮湯主之。(32)
clause_jg_82077755db,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證,,原文,原文皮水諸證,渴而不惡寒者，此為皮水。,,,不惡寒,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,needs_clause_no_review,渴而不惡寒者，此為皮水。
clause_jg_b5df645f16,jingui,金匱要略,水氣病脈證并治第十四,水氣病脈證并治第十四,原文皮水諸證｜黃汗諸證,,原文,原文皮水諸證｜黃汗諸證,腫而冷，狀如周痹，胸中窒，不能食，反聚痛，暮躁不得眠，此為黃汗。痛在骨節。,,,不能食；不得眠；黃汗,90,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,needs_clause_no_review,腫而冷，狀如周痹，胸中窒，不能食，反聚痛，暮躁不得眠，此為黃汗。痛在骨節。
clause_jg_33399ffa27,jingui,金匱要略,浸淫瘡,浸淫瘡,原文,7.0,原文,原文,浸淫瘡，從口流向四肢者，可治；從四肢流來入口者，不可治。(7),,,,128,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,浸淫瘡，從口流向四肢者，可治；從四肢流來入口者，不可治。(7)
clause_jg_3193745eb8,jingui,金匱要略,浸淫瘡,浸淫瘡,原文,8.0,原文,原文,浸淫瘡，黃連粉主之。方未見。(8),,,,128,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,浸淫瘡，黃連粉主之。方未見。(8)
clause_jg_1359fe9ffb,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,1.0,原文,原文,厥陰之為病，消渴，氣上衝心，心中疼熱，饑而不欲食，食即吐，下之不肯止。(1),,,不欲食；消渴,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,厥陰之為病，消渴，氣上衝心，心中疼熱，饑而不欲食，食即吐，下之不肯止。(1)
clause_jg_9eaa3133cd,jingui,金匱要略,消渴小便不利,消渴小便不利,原文｜上消證｜中消證,2.0,原文,原文｜上消證｜中消證,寸口脈浮而遲，浮即為虛，遲即為勞；虛則衛氣不足，勞則營氣竭。 趺陽脈浮而數，浮即為氣，數即消穀而大堅一作緊，氣盛則溲數，溲數即堅，堅 數相搏，即為消渴。(2),,,趺陽脈浮；寸口脈浮；消渴；溲數,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"寸口脈浮而遲，浮即為虛，遲即為勞；虛則衛氣不足，勞則營氣竭。
趺陽脈浮而數，浮即為氣，數即消穀而大堅一作緊，氣盛則溲數，溲數即堅，堅
數相搏，即為消渴。(2)"
clause_jg_4d71355ae0,jingui,金匱要略,消渴小便不利,消渴小便不利,原文｜上消證｜下消證,3.0,原文,原文｜上消證｜下消證,男子消渴，小便反多，以飲一斗，小便一斗，腎氣丸主之。(3),腎氣丸,can_f6133068f5,小便一斗；小便反多；男子消渴；以飲一斗,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,男子消渴，小便反多，以飲一斗，小便一斗，腎氣丸主之。(3)
clause_jg_6b3f6978c6,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,4.0,原文,原文,水熱互結 脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4),五苓散,can_4ec3299305,宜利小便發汗；微熱消渴者；小便不利；脈浮,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"水熱互結
脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4)
渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5)
脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13)
水氣內停
小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10)
小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11)"
clause_jg_3a12f448ba,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,5.0,原文,原文,渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5),五苓散,can_4ec3299305,渴欲飲水,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"水熱互結
脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4)
渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5)
脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13)
水氣內停
小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10)
小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11)"
clause_jg_e251b80885,jingui,金匱要略,消渴小便不利,消渴小便不利,原文｜上消證,6.0,原文,原文｜上消證,渴欲飲水不止者，文蛤散主之。(6),文蛤散,can_545af3d074,渴欲飲水不止者,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"渴欲飲水，口乾舌燥者，白虎加人參湯主之。(12)
渴欲飲水不止者，文蛤散主之。(6)"
clause_jg_1ccffa1b01,jingui,金匱要略,消渴小便不利,消渴小便不利,原文｜上消證｜中消證,8.0,原文,原文｜上消證｜中消證,趺陽脈數，胃中有熱，即消穀引食，大便必堅，小便即數。(8),,,大便；脈數,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,趺陽脈數，胃中有熱，即消穀引食，大便必堅，小便即數。(8)
clause_jg_1e830cb71c,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,10.0,原文,原文,水氣內停 小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10),栝蔞瞿麥丸,can_4e401dc622,小便不利者；其人若渴,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"水熱互結
脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4)
渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5)
脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13)
水氣內停
小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10)
小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11)"
clause_jg_d537bc5b40,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,11.0,原文,原文,小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11),滑石白魚散；茯苓戎鹽湯；蒲灰散,can_b88121df22；can_ab6fb2f92f；can_8a501b666d,小便不利,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"水熱互結
脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4)
渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5)
脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13)
水氣內停
小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10)
小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11)"
clause_jg_b88386cdc3,jingui,金匱要略,消渴小便不利,消渴小便不利,原文｜上消證,12.0,原文,原文｜上消證,渴欲飲水，口乾舌燥者，白虎加人參湯主之。(12),白虎加人參湯,can_29712407d7,口乾舌燥者；渴欲飲水,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"渴欲飲水，口乾舌燥者，白虎加人參湯主之。(12)
渴欲飲水不止者，文蛤散主之。(6)"
clause_jg_0795825c30,jingui,金匱要略,消渴小便不利,消渴小便不利,原文,13.0,原文,原文,脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13),豬苓湯,can_615ab27c27,小便不利者；渴欲飲水；脈浮發熱,83,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"水熱互結
脈浮，小便不利，微熱消渴者，宜利小便發汗，五苓散主之。(4)
渴欲飲水，水入則吐者，名曰水逆，五苓散主之。(5)
脈浮發熱，渴欲飲水，小便不利者，豬苓湯主之。(13)
水氣內停
小便不利者，有水氣，其人若渴，栝蔞瞿麥丸主之。(10)
小便不利，蒲灰散主之，滑石白魚散、茯苓戎鹽湯并主之。(11)"
clause_jg_974691d512,jingui,金匱要略,淋病,淋病,原文,7.0,原文,原文,淋之為病，小便如粟狀，小腹弦急，痛引臍中。(7),,,,87,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"淋之為病，小便如粟狀，小腹弦急，痛引臍中。(7)
淋家不可發汗，發汗則必便血。(9)"
clause_jg_ceb5e66958,jingui,金匱要略,淋病,淋病,原文,9.0,原文,原文,淋家不可發汗，發汗則必便血。(9),,,不可發汗；發汗；便血,87,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"淋之為病，小便如粟狀，小腹弦急，痛引臍中。(7)
淋家不可發汗，發汗則必便血。(9)"
clause_jg_7a9bba6f42,jingui,金匱要略,濕病,濕病,濕病辨證,14.0,辨證,濕病辨證,太陽病，關節疼痛而煩，脈沉而細一作緩者，此名濕痹《玉函》云中濕。 濕痹之候，小便不利，大便反快，但當利其小便。(14),,,小便不利；太陽病；大便；脈沉；疼痛,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"太陽病，關節疼痛而煩，脈沉而細一作緩者，此名濕痹《玉函》云中濕。
濕痹之候，小便不利，大便反快，但當利其小便。(14)"
clause_jg_a8b9f7217b,jingui,金匱要略,濕病,濕病,濕病辨證,15.0,辨證,濕病辨證,濕家之為病，一身盡疼一云疼煩。發熱，身色如熏黃也。(15),,,發熱,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,濕家之為病，一身盡疼一云疼煩。發熱，身色如熏黃也。(15)
clause_jg_eb93b68e76,jingui,金匱要略,濕病,濕病,治療禁忌,16.0,治療禁忌,治療禁忌,濕家，其人但頭汗出，背強，欲得被覆向火。 若下之早則噦，或胸滿，小便不利一云利。 舌上如胎者，以丹田有熱，胸上有寒，渴欲得飲而不能飲，則口燥煩也。(16),,,但頭汗出；小便不利；胸上有寒；口燥煩；胸滿；不能,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"濕家，其人但頭汗出，背強，欲得被覆向火。
若下之早則噦，或胸滿，小便不利一云利。
舌上如胎者，以丹田有熱，胸上有寒，渴欲得飲而不能飲，則口燥煩也。(16)"
clause_jg_1d1f09ffc9,jingui,金匱要略,濕病,濕病,治療禁忌,17.0,治療禁忌,治療禁忌,濕家下之，額上汗出，微喘，小便利一云不利者死；若下利不止者，亦死。(17),,,下利不止；汗出,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,濕家下之，額上汗出，微喘，小便利一云不利者死；若下利不止者，亦死。(17)
clause_jg_1127c40331,jingui,金匱要略,濕病,濕病,治療禁忌,18.0,治療禁忌,治療禁忌,風濕相搏，一身盡疼痛，法當汗出而解，值天陰雨不止，醫云此可發汗，汗之病不愈者， 何也？ 蓋發其汗，汗大出者，但風氣去，濕氣在，是故不愈也。 若治風濕者，發其汗，但微微似欲汗出者，風濕俱去也。(18),,,可發汗；汗大出；發其汗；疼痛；汗出,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"風濕相搏，一身盡疼痛，法當汗出而解，值天陰雨不止，醫云此可發汗，汗之病不愈者，
何也？
蓋發其汗，汗大出者，但風氣去，濕氣在，是故不愈也。
若治風濕者，發其汗，但微微似欲汗出者，風濕俱去也。(18)"
clause_jg_b041ddf4c0,jingui,金匱要略,濕病,濕病,濕病辨證,19.0,辨證,濕病辨證,濕家病，身疼發熱，面黃而喘，頭痛鼻塞而煩，其脈大，自能飲食，腹中和無病，病在頭 中寒濕，故鼻塞，內藥鼻中則愈。《脈經》云：病人喘，而無濕家病以下至而喘十一字。(19),,,發熱；面黃；鼻塞；頭痛；腹中；身疼；脈大,15,2_1_1_臨床一-金匱要略分章筆記(100-1_114-2).pdf,pdf_primary_structured_zip_seed,structured_jingui_v028_clause_rows_split_by_clause_no,usable,"濕家病，身疼發熱，面黃而喘，頭痛鼻塞而煩，其脈大，自能飲食，腹中和無病，病在頭
中寒濕，故鼻塞，內藥鼻中則愈。《脈經》云：病人喘，而無濕家病以下至而喘十一字。(19)"
