structured_row_id,book_id,book_name,system_chapter,disease_section,source_section,pdf_page,line_no,table_title,pattern_name,pattern_canonical_id,symptoms_text,pathogenesis_text,treatment_method,formulas,formula_canonical_ids,evidence_text,source_pdf,parse_method,confidence,review_status
zz_row_5f6fa717c4,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,67,67,,心脾兩虛,can_043f668573,面色少華；四肢倦怠；多夢易醒；膽怯心悸；倦怠少力；神疲食少；舌淡脈細；多夢易驚；心悸健忘；脈弦細,,,黃連阿膠湯；六味地黃丸；歸脾湯,can_2894f9f3f7；can_239d9dd90c；can_137cbfe2fb,交通心腎 | 六味地黃丸 | + | 黃連阿膠湯 | 心脾 | 兩虛 | 主症：多夢易醒，心悸健忘，神疲食少 | 兼症：面色少華，四肢倦怠，舌淡脈細 | 心脾兩虛 | 心失所養 | 補益心脾 | 養心安神 | 歸脾湯 | 心膽 | 氣虛 | 主症：多夢易驚，膽怯心悸 | 兼症：倦怠少力，脈弦細 | 心膽虛怯 | 心神失養 | 益氣鎮驚,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_26563eb3d0,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,67,76,,心膽虛怯,can_ac0ed9f4c2,膽怯心悸；多夢易驚；倦怠少力；脈弦細,,,安神定志丸；酸棗仁湯；歸脾湯,can_763b6798dc；can_8e09801183；can_137cbfe2fb,心失所養 | 補益心脾 | 養心安神 | 歸脾湯 | 心膽 | 氣虛 | 主症：多夢易驚，膽怯心悸 | 兼症：倦怠少力，脈弦細 | 心膽虛怯 | 心神失養 | 益氣鎮驚 | 安神定志 | 安神定志丸 | + | 酸棗仁湯 | 歷屆考古題 | 解答 | 【103-2-臨床一-50】 | 下列有關不寐的敘述何者正確？ | (A)患者雖能入睡，但睡間易醒，醒後不易再入睡者，多為痰火擾心,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_d598d02689,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,68,8,,心膽氣虛,can_74f7618935,胸悶心煩不寐；頭重目眩；脈滑數；苔黃膩；泛惡；心煩；胸悶；噯氣,,,硃砂安神丸；黃連阿膠湯；溫膽湯,can_3eaec9698d；can_2894f9f3f7；can_1058a353ca,62 | 歷屆考古題 | 解答 | 【105-1-臨床一-48】 | 一婦女長期胸悶心煩不寐，腸胃也不適，容易泛惡噯氣，常覺得頭重目眩，脈為 | 滑數，苔黃膩。下列有關證型病機與治療的敘述，何者正確？ | (A)證型－心膽氣虛(B)病機－肝鬱化火，上擾心神 | (C)治法－益氣鎮驚，安神定志(D)主方－溫膽湯 | D | 【106-1-臨床一-48】 | 一患者不寐，自覺胸悶心煩，偶而會泛噁、噯氣，也會頭重目眩，診其脈滑數， | 苔黃膩，宜選用下列何方治療？ | (A)溫膽湯(B)半夏粳米湯(C)黃連阿膠湯(D)硃砂安神丸 | A | 【106-2-臨床一-49】,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_27b85b699b,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,68,27,,心腎不交,can_9f73aa5492,咳逆倚息不得臥；小青龍湯主之；心痛徹背者；胸痹不得臥；舌紅苔黃；口乾苦；不得臥；少陰病；心中煩；傷寒論；多夢；咳嗽；耳鳴；不能；胸痹；短氣；心痛；頭暈,,,黃連阿膠湯；龍膽瀉肝湯；酸棗仁湯；小青龍湯；溫膽湯,can_2894f9f3f7；can_928a9baaaa；can_8e09801183；can_0a5b7e34af；can_1058a353ca,【106-2-臨床一-49】 | 40歲男性患者，主訴難入眠，多夢近1週，望診其目紅赤，舌紅苔黃，並有急躁 | 易怒，頭暈脹，口乾苦，耳鳴，尿黃等症狀，以下列何方主治最宜？ | (A)溫膽湯(B)黃連阿膠湯(C)酸棗仁湯(D)龍膽瀉肝湯 | D | 【106-2-臨床一(花東補考)-49】 | 形成不寐的原因很多，下列何者非其常見病因？ | (A)思慮勞倦(B)肝陽擾動(C)中氣下陷(D)心腎不交 | C | 【107-1-臨床一-49】 | 下列「不得臥」或「不能臥」之意義何者與「不寐」最接近？ | (A)《金匱要略‧胸痹心痛短氣病脈證並治》胸痹不得臥，心痛徹背者 | (B)《金匱要略‧痰飲咳嗽病脈證並治》咳逆倚息不得臥，小青龍湯主之 | (C)《金匱要略‧痰飲咳嗽病脈證並治》支飲亦喘而不能臥 | (D)《傷寒論‧辨少陰病脈證並治》少陰病，得之二、三日以上，心中煩，不得 | 臥，黃連阿膠湯主之 | D | 【107-2-臨床一-48】 | 根據明朝李中梓總結《內經》及前哲論述，將不寐分為五種證型，下列何證型宜 | 治以酸棗仁一兩，生地黃五錢，米二台，煮粥食之?,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_48ba28097f,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,68,42,,肝腎陰虛,can_5ec518db0c,以黃連阿膠湯；面色少華；食慾不振；舌淡脈細；多夢；心煩；失眠,,,黃連阿膠湯；酸棗仁湯；溫膽湯；歸脾湯,can_2894f9f3f7；can_8e09801183；can_1058a353ca；can_137cbfe2fb,臥，黃連阿膠湯主之 | D | 【107-2-臨床一-48】 | 根據明朝李中梓總結《內經》及前哲論述，將不寐分為五種證型，下列何證型宜 | 治以酸棗仁一兩，生地黃五錢，米二台，煮粥食之? | (A)水停(B)氣虛(C)痰滯(D)陰虛，血少心煩 | D | 【108-1-臨床一-48】 | 一失眠患者食慾不振，比較疲勞時更睡不著，看其面色少華，舌淡脈細，多夢易 | 醒，下列辨證及治 | 法何者最適當？ | (A)證屬心膽氣虛，治以溫膽湯(B)證屬心脾兩虛，治以歸脾湯 | (C)證屬肝腎陰虛，治以黃連阿膠湯(D)證屬痰熱內擾，治以酸棗仁湯 | B | 【108-2-臨床一-50】 | 在「不寐」的治療上，飲食的宜忌，為下列那位明代醫家提出「飲濃茶則不寐」 | 的觀點？ | (A)張介賓(B)王肯堂(C)戴元禮(D)李中梓 | A,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_58fe45cf70,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,69,8,,肝陽上亢,can_10d3b63c0b,急躁易怒不寐；頭重目眩；目赤耳鳴；頭暈頭脹；便秘溲赤；脈滑數；脈弦數；苔黃膩；多夢；心煩；泛惡；胸悶；口苦；噯氣,,,黃連阿膠湯,can_2894f9f3f7,63 | 歷屆考古題 | 解答 | 【109-1-臨床一-49】 | 一患者急躁易怒不寐、多夢，頭暈頭脹，口苦，目赤耳鳴，便秘溲赤，脈弦數。 | 有關證型病機與治療的敘述，下列何者正確？ | (A)證型-心火熾盛(B)病機-肝鬱化火，上擾心神 | (C)治法-化痰清熱，安神寧心(D)主方-黃連阿膠湯 | B | 【109-2-臨床一-51】 | 一患者不寐，自覺胸悶心煩，偶而會泛惡、噯氣，也會頭重目眩，診其脈滑數， | 苔黃膩，應屬於下列何種證型？ | (A)肝陽上亢(B)陰虛火旺(C)痰熱內擾(D)胃氣失和 | C | 臨床二-中醫內科學題目整併,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_47b7568ee6,zhengzhi,中醫證治學,第六章 心系病證,不寐,第三節 不寐,69,41,,陰虛火旺,can_beb1faea15,舌紅苔黃；大便秘結；心神不寧；小便黃赤；心悸怔忡；脈弦數；脈細數；唇紅；潮熱；煩躁；失眠；口渴,,,清心蓮子飲；黃連阿膠湯；天麻鉤藤飲；龍膽瀉肝湯；六味地黃丸；玉女煎；溫膽湯,can_53b283f317；can_2894f9f3f7；can_3c0073f39d；can_928a9baaaa；can_239d9dd90c；can_533cd88a71；can_1058a353ca,苦，小便黃赤，大便秘結，舌紅苔黃，脈弦數。診斷以下列何者最正確？ | (A)肝鬱化火(B)痰熱內擾(C)氣血兩燔(D)陰虛火旺 | A | 【104-2-臨床二-40】 | 承上題，治以下列何方最適合？ | (A)龍膽瀉肝湯(B)溫膽湯加黃連、山梔(C)玉女煎(D)黃連阿膠湯 | A | 【105-1-臨床二-32】 | 50歲李男科技業高級主管，工作壓力大，近日煩躁口渴，體重減10公斤，西醫診 | 斷為糖尿病，症見心悸怔忡，失眠，溲赤，唇紅，身體潮熱，脈細數。下列何方 | 治療最適宜？ | (A)天麻鉤藤飲(B)六味地黃丸 | (C)清心蓮子飲(D)黃連阿膠雞子黃湯 | D | 依據病人症狀，除了 | 補陰，還需要清熱。 | 【105-1-臨床二-39】 | 《難經》曾提出老人失眠最主要原因為下列何者？ | (A)思慮過傷，心神不寧(B)氣血衰，榮衛之道澀 | (C)飲食不節，食積痰熱(D)膽涎沃心，神不歸舍,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_c3e88792a0,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,72,17,《癫證、狂證辨證論治簡表》,心脾兩虛,can_043f668573,舌淡脈細無力；善悲欲哭；精神抑鬱；神志癡呆；表情淡漠；肢體乏困；神思恍惚；魂夢顛倒；面色萎黃；脈弦滑；苔膩,,,順氣導痰湯,can_5b1880ec3f,症狀 | 病機 | 治療 | 例方 | 痰氣鬱結 | (癲證) | 精神抑鬱、表情淡漠、神志癡呆； | 苔膩、脈弦滑。 | 思慮太過、所求未遂、脾氣不運、 | 痰涎內生、蒙蔽神明 | 理氣解鬱 | 化痰開竅 | 順氣導痰湯 | 心脾兩虛 | (癲證) | 神思恍惚、魂夢顛倒、善悲欲哭； | 肢體乏困、面色萎黃； | 舌淡脈細無力。 | 素體稟賦不足、或癲證日久，心脾 | 兩虛，心血內虧、心神失養,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_be28e0411b,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,72,27,《癫證、狂證辨證論治簡表》,心脾兩虛,can_043f668573,罵詈不避親疏；舌淡脈細無力；脈弦大滑數；毀物傷人；大便秘結；善悲欲哭；肢體乏困；神思恍惚；魂夢顛倒；舌絳苔黃；面色萎黃,,健脾益氣,順氣導痰湯；養心湯,can_5b1880ec3f；can_2242381512,理氣解鬱 | 化痰開竅 | 順氣導痰湯 | 心脾兩虛 | (癲證) | 神思恍惚、魂夢顛倒、善悲欲哭； | 肢體乏困、面色萎黃； | 舌淡脈細無力。 | 素體稟賦不足、或癲證日久，心脾 | 兩虛，心血內虧、心神失養 | 健脾益氣 | 養心安神 | 養心湯 | 痰火上擾 | (狂證) | 性清急躁、罵詈不避親疏，毀物傷人； | 大便秘結； | 舌絳苔黃，脈弦大滑數。 | 暴怒傷肝、肝火暴漲、痰火壅盛、 | 上擾神明、清竅,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_3ba85791f5,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,72,37,,,,罵詈不避親疏；脈弦大滑數；毀物傷人；煩躁形瘦；大便秘結；精神疲憊；舌絳苔黃；脈細數；舌紅；面紅,,健脾益氣,生鐵落飲；養心湯,can_a4451b7ada；can_2242381512,健脾益氣 | 養心安神 | 養心湯 | 痰火上擾 | (狂證) | 性清急躁、罵詈不避親疏，毀物傷人； | 大便秘結； | 舌絳苔黃，脈弦大滑數。 | 暴怒傷肝、肝火暴漲、痰火壅盛、 | 上擾神明、清竅 | 鎮心滌痰 | 清肝瀉火 | 生鐵落飲 | 火盛傷陰 | (狂證) | 精神疲憊； | 煩躁形瘦，面紅； | 舌紅，脈細數。 | 病久傷正、陰虛、虛火內擾 | 滋陰降火,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_ef232598e7,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,72,46,,心脾兩虛,can_043f668573,煩躁形瘦；善悲欲哭；肢體乏困；神思恍惚；舌淡脈細；精神疲憊；魂夢顛倒；面色萎黃；脈細數；舌紅；面紅,,,生鐵落飲；二陰煎,can_a4451b7ada；can_43f583b5d4,上擾神明、清竅 | 鎮心滌痰 | 清肝瀉火 | 生鐵落飲 | 火盛傷陰 | (狂證) | 精神疲憊； | 煩躁形瘦，面紅； | 舌紅，脈細數。 | 病久傷正、陰虛、虛火內擾 | 滋陰降火 | 安神定志 | 二陰煎合千金 | 定志丸 | 歷屆考古題 | 解答 | 【103-1-臨床一-49】 | 一癲證患者常神思恍惚、魂夢顛倒、善悲欲哭；肢體乏困、面色萎黃；舌淡脈細 | 無力，應屬於下列何種證型？ | (A)心陽不足(B)心脾兩虛(C)心膽虛怯(D)心陽欲脫,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_7400edf36c,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,72,66,,心脾兩虛,can_043f668573,脈弦大滑數；大便秘結；精神抑鬱；表情淡漠；舌絳苔黃；脈弦滑；苔膩,,,千金定志丸；安神定志丸；生鐵落飲；養心湯,can_65a34d72eb；can_763b6798dc；can_a4451b7ada；can_2242381512,B | 【103-1-臨床一-50】 | 承上題，應選用下列何方最適宜？ | (A)養心湯(B)生鐵落飲(C)千金定志丸(D)安神定志丸 | A | 【104-2-臨床一-51】 | 一婦女離婚後，加上工作不順遂，性情變得急躁，常罵小孩，甚至毀物欲傷人， | 其大便秘結，舌絳苔黃，脈弦大滑數，有關證型病機與治療的敘述，下列何者正 | 確？ | (A)證型－痰氣鬱結 | (B)病機－思慮太過，所求未遂，心脾兩虛，心神失養 | (C)治法－鎮心滌痰，清肝瀉火 | (D)主方－安神定志丸 | C | 【106-1-臨床一-50】 | 患者出現精神抑鬱，表情淡漠，寡言呆滯，苔膩，脈弦滑。依其病情，則下列敘 | 述何者正確？ | (A)屬癲證，心脾兩虛(B)屬癲證，痰氣鬱結 | (C)屬癲證，肝鬱氣滯(D)屬癲證，痰火上擾 | B,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_69201bdd28,zhengzhi,中醫證治學,第六章 心系病證,癲狂---,第四節 癲狂---,73,10,,痰氣鬱結,can_39ead0297f,精神抑鬱；表情淡漠；不思飲食；苔白膩；舌淡紅；癲狂,,健脾益氣,順氣導痰湯,can_5b1880ec3f,67 | 歷屆考古題 | 解答 | 【106-2-臨床一(花東補考)-53】 | 一患者，常見其精神抑鬱，表情淡漠，神志痴呆，不思飲食，舌淡紅苔白膩，脈 | 弦滑。下列有關患者證型病機與治療的敘述，何者錯誤？ | (A)證型－痰氣鬱結 | (B)病機－思慮太過，脾氣不運，痰涎內生，蒙蔽神明 | (C)治法－健脾益氣，化痰開竅 | (D)主方－順氣導痰湯 | C | 【104-1-臨床一-50】 | 有關癲狂的轉歸、預後及治法，下列敘述何者錯誤？ | (A)癲證屬痰氣鬱結而病程較短者，投以疏肝解鬱、化痰開竅之法 | (B)癲證多因痰氣互結而成，若痰濁壅盛，鬱久化熱，則可轉化為狂證 | (C)狂證見氣血凝滯者，若治療後呈現氣虛而血瘀者，為狂證病情加重 | (D)狂證驟起若見痰火擾心之證，可投以瀉火逐痰之法,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_4fba8fb1ae,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,21,《癲癇辨證論治簡表》,痰熱,can_0a714f2eb0,抽搐昏仆尖叫；口吐白沫；二便失禁；性情急躁；心煩失眠；苔白膩；脈弦滑；舌紅；胸悶；口苦；眩暈；昏仆；便秘；脈弦；痰黏；抽搐,,,定癇丸,can_13a9db9323,主症 | 兼症 | 肝風 | 痰濁 | 眩暈，抽搐昏仆尖叫。 | 苔白膩，脈弦滑。 | 胸悶，口吐白沫， | 二便失禁 | 肝風挾痰濁上逆 | 清竅蒙蔽於心 | 滌痰熄風 | 開竅定癇 | 定癇丸 | 肝火 | 痰熱 | 昏仆，抽搐，口苦，痰黏。舌紅苔 | 膩，脈弦。 | 心煩失眠，性情急躁， | 便秘 | 肝陽化火生風，,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_31f7e12235,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,33,,痰火擾心,can_ac6f9a8788,癇證發作日久；舌紅少苔；兩腿無力；便乾眼花；記憶力差；腰痠頭暈；性情急躁；心煩失眠；脈細數；舌紅；心煩；口苦；便秘；昏仆；脈弦；痰黏；抽搐,,,龍膽瀉肝湯；滌痰湯；定癇丸,can_928a9baaaa；can_3cc2b920c5；can_13a9db9323,定癇丸 | 肝火 | 痰熱 | 昏仆，抽搐，口苦，痰黏。舌紅苔 | 膩，脈弦。 | 心煩失眠，性情急躁， | 便秘 | 肝陽化火生風， | 風動痰壅， | 痰火擾心 | 清肝瀉火 | 豁痰開竅 | 龍膽瀉肝湯 | 滌痰湯 | 肝腎 | 陰虛 | 癇證發作日久，腰痠頭暈，五心煩 | 熱。舌紅少苔，脈細數。 | 兩腿無力，記憶力差， | 便乾眼花,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_3a9f9a7709,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,34,,痰火擾心,can_ac6f9a8788,癇證發作日久；舌紅少苔；兩腿無力；便乾眼花；記憶力差；腰痠頭暈；性情急躁；心煩失眠；脈細數；舌紅；心煩；口苦；便秘；昏仆；脈弦；痰黏；抽搐,,,龍膽瀉肝湯；滌痰湯,can_928a9baaaa；can_3cc2b920c5,肝火 | 痰熱 | 昏仆，抽搐，口苦，痰黏。舌紅苔 | 膩，脈弦。 | 心煩失眠，性情急躁， | 便秘 | 肝陽化火生風， | 風動痰壅， | 痰火擾心 | 清肝瀉火 | 豁痰開竅 | 龍膽瀉肝湯 | 滌痰湯 | 肝腎 | 陰虛 | 癇證發作日久，腰痠頭暈，五心煩 | 熱。舌紅少苔，脈細數。 | 兩腿無力，記憶力差， | 便乾眼花 | 病久耗傷肝腎，,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_79e6f57abb,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,45,,,,癇證發作日久；神疲無力；舌紅少苔；舌淡脈弱；兩腿無力；便乾眼花；記憶力差；面色不華；腰痠頭暈；脈細數；心煩；嘔惡；眩暈；腹脹；納差,,,龍膽瀉肝湯；大定風珠；滌痰湯,can_928a9baaaa；can_d8f57a6b89；can_3cc2b920c5,龍膽瀉肝湯 | 滌痰湯 | 肝腎 | 陰虛 | 癇證發作日久，腰痠頭暈，五心煩 | 熱。舌紅少苔，脈細數。 | 兩腿無力，記憶力差， | 便乾眼花 | 病久耗傷肝腎， | 精血不足 | 補肝腎之陰 | 滋養精血 | 大定風珠 | 脾胃 | 虛弱 | 癇讚發作日久，神疲無力，納差便 | 溏。舌淡脈弱。 | 面色不華，嘔惡， | 腹脹，眩暈 | 脾不健運，,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_11d8a697b0,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,56,,血瘀,can_30551154ee,頭部胸脅刺痛；昏仆抽搐；口唇紫暗；舌淡脈弱；血行不暢；眼眶發青；面色不華；神疲無力；舌紫暗；脈弦澀；嘔惡；眩暈；腹脹；氣短；納差,,健脾益氣,六君子湯；大定風珠,can_e8a9b7ca92；can_d8f57a6b89,滋養精血 | 大定風珠 | 脾胃 | 虛弱 | 癇讚發作日久，神疲無力，納差便 | 溏。舌淡脈弱。 | 面色不華，嘔惡， | 腹脹，眩暈 | 脾不健運， | 胃失和降 | 健脾益氣 | 調和中州 | 六君子湯 | 氣虛 | 血瘀 | 氣短，頭部胸脅刺痛，昏仆抽搐。 | 舌紫暗。 | 口唇紫暗，眼眶發青， | 脈弦澀 | 氣虛血行不暢，,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_ac1898b001,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,66,,瘀血內阻,can_783e5bc610,頭部胸脅刺痛；牙關緊閉；舌紅苔膩；口唇紫暗；心煩失眠；血行不暢；眼眶發青；性情急躁；昏仆抽搐；舌紫暗；脈弦澀；脈弦數；口吐涎；口苦；便秘；抽搐；氣短,,健脾益氣,黃耆赤風湯；六君子湯,can_012839e4a0；can_e8a9b7ca92,健脾益氣 | 調和中州 | 六君子湯 | 氣虛 | 血瘀 | 氣短，頭部胸脅刺痛，昏仆抽搐。 | 舌紫暗。 | 口唇紫暗，眼眶發青， | 脈弦澀 | 氣虛血行不暢， | 瘀血內阻 | 補氣化瘀 | 黃耆赤風湯 | 歷屆考古題 | 解答 | 【107-1-臨床一-52】 | 患者只記得小時候曾經跌倒，有輕微腦震盪過，現常因工作壓力大，性情急躁， | 心煩失眠，口苦，便秘，會突然仆倒叫嚎，瞬息不省人事，口吐涎沫，兩目上 | 視，牙關緊閉，肢體抽搐有力，良久乃甦，舌紅苔膩，脈弦數。下列有關患者證 | 型病機與治療的敘述，何者正確？,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_18f80ca0fc,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,75,,氣虛血瘀,can_3f98f0d94e,牙關緊閉；舌紅苔膩；血行不暢；兩腿無力；五心煩熱；記憶力差；性情急躁；心煩失眠；脈弦數；口吐涎；舌紅少；脈細數；大便；口苦；便秘；抽搐；腰痠；頭暈,,,黃耆赤風湯；加味逍遙散；大定風珠,can_012839e4a0；can_fa95e4ef45；can_d8f57a6b89,氣虛血行不暢， | 瘀血內阻 | 補氣化瘀 | 黃耆赤風湯 | 歷屆考古題 | 解答 | 【107-1-臨床一-52】 | 患者只記得小時候曾經跌倒，有輕微腦震盪過，現常因工作壓力大，性情急躁， | 心煩失眠，口苦，便秘，會突然仆倒叫嚎，瞬息不省人事，口吐涎沫，兩目上 | 視，牙關緊閉，肢體抽搐有力，良久乃甦，舌紅苔膩，脈弦數。下列有關患者證 | 型病機與治療的敘述，何者正確？ | (A)證型－肝火痰熱(B)病機－病久耗傷肝腎，精血不足 | (C)治法－滌痰熄風，開竅定癇(D)主方－加味逍遙散 | A | 【108-1-臨床一-50】 | 一患者癲癇發作日久，自覺記憶力差，頭暈腰痠，兩腿無力，五心煩熱，舌紅少 | 苔，脈細數，大便乾。有關患者證型病機與治療，下列敘述何者正確? | (A)證型―氣虛血瘀(B)病機―脾不健運，胃失和降 | (C)治法―滌痰熄風，開竅定癇(D)主方―大定風珠 | D,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_46430b5a1e,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,78,81,,氣虛血瘀,can_3f98f0d94e,五心煩熱；舌紅苔膩；兩腿無力；性情急躁；記憶力差；牙關緊閉；心煩失眠；舌紅少；脈細數；脈弦數；口吐涎；脈沉；抽搐；腰痠；大便；便秘；頭暈；身冷；口苦,,,加味逍遙散；大定風珠,can_fa95e4ef45；can_d8f57a6b89,【107-1-臨床一-52】 | 患者只記得小時候曾經跌倒，有輕微腦震盪過，現常因工作壓力大，性情急躁， | 心煩失眠，口苦，便秘，會突然仆倒叫嚎，瞬息不省人事，口吐涎沫，兩目上 | 視，牙關緊閉，肢體抽搐有力，良久乃甦，舌紅苔膩，脈弦數。下列有關患者證 | 型病機與治療的敘述，何者正確？ | (A)證型－肝火痰熱(B)病機－病久耗傷肝腎，精血不足 | (C)治法－滌痰熄風，開竅定癇(D)主方－加味逍遙散 | A | 【108-1-臨床一-50】 | 一患者癲癇發作日久，自覺記憶力差，頭暈腰痠，兩腿無力，五心煩熱，舌紅少 | 苔，脈細數，大便乾。有關患者證型病機與治療，下列敘述何者正確? | (A)證型―氣虛血瘀(B)病機―脾不健運，胃失和降 | (C)治法―滌痰熄風，開竅定癇(D)主方―大定風珠 | D | 【103-2-臨床一-52】 | 下列有關陰癇的敘述，何者錯誤？ | (A)《證治匯補》：「先身冷無驚掣啼叫而病發，脈沉者為陰癇」 | (B)失神呆滯，不動不語，兩眼發直或上視 | (C)癇證病久易見 | (D)治以熄風滌痰瀉火為主,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_ca451bf15a,zhengzhi,中醫證治學,第六章 心系病證,癲癎,第五節 癲癎,82,26,【解析】參考辨證論治表,,,舌紅苔黃膩；脈弦滑數；心煩失眠；口苦而乾；昏仆抽搐；便秘,,,龍膽瀉肝湯；黃耆赤風湯；六君子湯；大補元煎；大定風珠；導赤散；定癇丸；滌痰湯,can_928a9baaaa；can_012839e4a0；can_e8a9b7ca92；can_37cf56cba2；can_d8f57a6b89；can_7b82ba00b0；can_13a9db9323；can_3cc2b920c5,承上題，使用下列那一處方治療最適宜？ | (A)定癇丸(B)黃耆赤風湯(C)大定風珠(D)六君子湯 | 【答案】C | 【解題者】CM107蔡依璇【審題者】CM106陳証豪 | 【出處】中醫內科證治學・弘祥版・癲癇p.164、166、167 | 【解析】參考辨證論治表 | 臨床二-中醫內科學題目整併 | 歷屆考古題 | 解答 | 【106-2-臨床二-43】 | 38歲楊姓男性患者平日情緒急躁，工作壓力較大，心煩失眠，近日癲癇舊疾發 | 作，每次持續數分鐘，屬大發作，發作時昏仆抽搐吐涎，或有叫吼，醒來又如常 | 人。患者口苦而乾，便秘，診其舌紅苔黃膩，脈弦滑數，治以滌痰湯與下列何方 | 共同使用最適合? | (A)定癇丸(B)導赤散(C)大補元煎(D)龍膽瀉肝湯 | D | 【105-1-臨床二-38】 | 下列有關癲癇之治療，何者錯誤？ | (A)癇症初發，多為陽癇，治以熄風滌痰瀉火為主(B)陰癇不宜以開竅定癇 | (C)可加入全蠍、蜈蚣，以熄風解痙(D)痰濁盛者，可加菖蒲、遠志以開竅化痰止癇,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
