book,section_id,parent_section_id,level,section_title,page_start,page_end,question_count,pdf_marker_count
jingui,pdfsec_jingui_b3df46d956,,1,婦人產後病脈證治第二十一,130,135,48,16
jingui,pdfsec_jingui_5d9e52fdf8,,1,婦人雜病脈證並治第二十二,136,136,36,12
wenbing,pdfsec_wenbing_3397c25907,,1,第一章 緒論,1,7,36,18
wenbing,pdfsec_wenbing_99a282c92e,pdfsec_wenbing_3397c25907,2,第一節 溫病學的成長,1,4,20,10
wenbing,pdfsec_wenbing_8aadcf1e88,pdfsec_wenbing_3397c25907,2,第二節 溫病概說,5,7,16,8
wenbing,pdfsec_wenbing_f8b6179cc1,,1,第二章 溫病的病因與發病,8,12,30,16
wenbing,pdfsec_wenbing_69cf5314cc,pdfsec_wenbing_f8b6179cc1,2,第一節 概說,8,8,4,2
wenbing,pdfsec_wenbing_0f8b772eca,pdfsec_wenbing_f8b6179cc1,2,第二節 六淫病因學說的臨床意義,9,12,26,14
wenbing,pdfsec_wenbing_3421d51f5d,,1,第三章 溫病的病機與辨證,13,19,28,14
wenbing,pdfsec_wenbing_200b2b8883,pdfsec_wenbing_3421d51f5d,2,第一節 衛氣營血,13,16,16,8
wenbing,pdfsec_wenbing_3ec088ec6f,pdfsec_wenbing_3421d51f5d,2,第二節 三焦,17,18,8,4
wenbing,pdfsec_wenbing_f0795fddc6,pdfsec_wenbing_3421d51f5d,2,第三節 衛氣營血與三焦的關係和區別,19,19,4,2
wenbing,pdfsec_wenbing_946a5f2e98,,1,第四章 溫病的診斷,20,43,68,34
wenbing,pdfsec_wenbing_9683009091,pdfsec_wenbing_946a5f2e98,2,第一節 辨舌,20,30,34,17
wenbing,pdfsec_wenbing_b63d98600f,pdfsec_wenbing_9683009091,3,1.1 辨舌苔：白苔,20,22,12,6
wenbing,pdfsec_wenbing_02cb9cd7f6,pdfsec_wenbing_9683009091,3,1.2 辨舌苔：黃苔,23,24,4,2
wenbing,pdfsec_wenbing_45f919b5dd,pdfsec_wenbing_9683009091,3,1.3 辨舌苔：灰苔,25,25,0,0
wenbing,pdfsec_wenbing_46dc086cb4,pdfsec_wenbing_9683009091,3,1.4 辨舌苔：黑苔,25,25,0,0
wenbing,pdfsec_wenbing_3aa1a048a0,pdfsec_wenbing_9683009091,3,2.1 辨舌質：紅舌,26,27,6,3
wenbing,pdfsec_wenbing_a425ae71a4,pdfsec_wenbing_9683009091,3,2.2 辨舌質：絳舌,28,29,6,3
wenbing,pdfsec_wenbing_63a568fc8f,pdfsec_wenbing_9683009091,3,2.3 辨舌質：紫舌,30,30,6,3
wenbing,pdfsec_wenbing_32f35ba301,pdfsec_wenbing_946a5f2e98,2,第二節 驗齒,31,32,6,3
wenbing,pdfsec_wenbing_2d20b3a1cd,pdfsec_wenbing_946a5f2e98,2,第三節 審五官,33,34,2,1
wenbing,pdfsec_wenbing_96ee23f1db,pdfsec_wenbing_946a5f2e98,2,第四節 按胸腹,35,36,6,3
wenbing,pdfsec_wenbing_bfa28ecb04,pdfsec_wenbing_946a5f2e98,2,第五節 切脈象,37,38,4,2
wenbing,pdfsec_wenbing_dfc5af9c21,pdfsec_wenbing_946a5f2e98,2,第六節 溫病幾個常見症狀的鑑別診斷,39,43,16,8
wenbing,pdfsec_wenbing_469fe27cfe,,1,第五章 溫病的治法,44,61,74,38
wenbing,pdfsec_wenbing_73ac0e885d,pdfsec_wenbing_469fe27cfe,2,第一節 概說,44,44,2,1
wenbing,pdfsec_wenbing_f02c230f7c,pdfsec_wenbing_469fe27cfe,2,第二節 辨證論治的常用治法,45,53,46,23
wenbing,pdfsec_wenbing_b5d6c0ab69,pdfsec_wenbing_469fe27cfe,2,第三節 溫病兼挾證的治療,54,56,14,7
wenbing,pdfsec_wenbing_c7e8e9069d,pdfsec_wenbing_469fe27cfe,2,第四節 溫病勞復和食復的治療,57,57,2,1
wenbing,pdfsec_wenbing_27fa1cd126,pdfsec_wenbing_469fe27cfe,2,第五節 溫病後遺證的治療,58,58,2,1
wenbing,pdfsec_wenbing_e511ed801b,pdfsec_wenbing_469fe27cfe,2,第六節 溫病瘥後調理,59,61,10,5
wenbing,pdfsec_wenbing_3e88f1edc0,,1,第六章 風溫,62,73,102,53
wenbing,pdfsec_wenbing_37f5546058,pdfsec_wenbing_3e88f1edc0,2,第一節 風溫概說,62,62,0,0
wenbing,pdfsec_wenbing_5d5b6b8e53,pdfsec_wenbing_3e88f1edc0,2,第二節 風溫辨證論治,62,63,0,0
wenbing,pdfsec_wenbing_f235542d69,pdfsec_wenbing_3e88f1edc0,2,第三節 風溫方劑,64,73,102,53
wenbing,pdfsec_wenbing_ed09d8d1c3,,1,第七章 春溫,74,83,74,37
wenbing,pdfsec_wenbing_60bfc93e19,pdfsec_wenbing_ed09d8d1c3,2,第一節 春溫概說,74,75,0,0
wenbing,pdfsec_wenbing_c20e9b34fe,pdfsec_wenbing_ed09d8d1c3,2,第二節 春溫辨證論治,76,76,0,0
wenbing,pdfsec_wenbing_0d14b09bae,pdfsec_wenbing_ed09d8d1c3,2,第三節 春溫方劑,77,83,74,37
wenbing,pdfsec_wenbing_68234ac8cb,,1,第三章 暑溫,84,91,52,27
wenbing,pdfsec_wenbing_5f55c1ead2,pdfsec_wenbing_68234ac8cb,2,第一節 暑溫概說,84,84,0,0
wenbing,pdfsec_wenbing_9c40051562,pdfsec_wenbing_68234ac8cb,2,第二節 暑溫辨證論治,85,86,0,0
wenbing,pdfsec_wenbing_62352a6d6e,pdfsec_wenbing_68234ac8cb,2,第三節 暑溫方劑,87,91,52,27
wenbing,pdfsec_wenbing_50d182cd90,,1,第四章 濕溫,92,104,92,47
wenbing,pdfsec_wenbing_4f21b2f25e,pdfsec_wenbing_50d182cd90,2,第一節 濕溫概說,92,93,0,0
wenbing,pdfsec_wenbing_37e0424411,pdfsec_wenbing_50d182cd90,2,第二節 濕溫辨證論治,94,95,0,0
wenbing,pdfsec_wenbing_cf02dae672,pdfsec_wenbing_50d182cd90,2,第三節 濕溫方劑,96,104,92,47
wenbing,pdfsec_wenbing_ad13b19963,,1,第五章 伏暑,105,110,34,17
wenbing,pdfsec_wenbing_0a5c2e6484,pdfsec_wenbing_ad13b19963,2,第一節 伏暑概說,105,105,0,0
wenbing,pdfsec_wenbing_583cab065e,pdfsec_wenbing_ad13b19963,2,第二節 伏暑辨證論治,106,106,0,0
wenbing,pdfsec_wenbing_994f5d583e,pdfsec_wenbing_ad13b19963,2,第三節 伏暑方劑,107,110,34,17
wenbing,pdfsec_wenbing_5953756220,,1,第六章 秋燥,111,118,62,31
wenbing,pdfsec_wenbing_d880b48cda,pdfsec_wenbing_5953756220,2,第一節 秋燥概說,111,111,0,0
wenbing,pdfsec_wenbing_0ec83019cc,pdfsec_wenbing_5953756220,2,第二節 秋燥辨證論治,112,112,0,0
wenbing,pdfsec_wenbing_5b599b567a,pdfsec_wenbing_5953756220,2,第三節 秋燥方劑,113,118,62,31
wenbing,pdfsec_wenbing_eb2d99a331,,1,第七章 溫毒,119,122,20,10
wenbing,pdfsec_wenbing_4ab45e810b,pdfsec_wenbing_eb2d99a331,2,第一節 大頭瘟,119,120,4,2
wenbing,pdfsec_wenbing_4922eb8464,pdfsec_wenbing_eb2d99a331,2,第二節 爛喉痧,121,122,16,8
wenbing,pdfsec_wenbing_49edddbfa7,,1,第八章 溫疫,123,127,22,11
wenbing,pdfsec_wenbing_b822373f52,pdfsec_wenbing_49edddbfa7,2,第一節 濕熱疫,124,125,12,6
wenbing,pdfsec_wenbing_d4f545edb1,pdfsec_wenbing_49edddbfa7,2,第二節 暑燥疫,126,127,8,4
wenbing,pdfsec_wenbing_0e35ef32b3,,1,第九章 名著選,128,136,28,14
wenbing,pdfsec_wenbing_87ce08d4b4,pdfsec_wenbing_0e35ef32b3,2,第一節 吳又可《溫疫論》,128,131,12,6
wenbing,pdfsec_wenbing_7aa7eb83a9,pdfsec_wenbing_0e35ef32b3,2,第二節 葉天士《溫熱論》,132,132,2,1
wenbing,pdfsec_wenbing_fdd06e8e7b,pdfsec_wenbing_0e35ef32b3,2,第三節 葉天士《三時伏氣外感篇》,133,133,4,2
wenbing,pdfsec_wenbing_2b8cd324a5,pdfsec_wenbing_0e35ef32b3,2,第四節 王士雄《溫熱經緯》,134,134,6,3
wenbing,pdfsec_wenbing_fc98ab1eda,pdfsec_wenbing_0e35ef32b3,2,第五節 吳鞠通《溫病條辨》,135,135,2,1
wenbing,pdfsec_wenbing_85416ba7ef,pdfsec_wenbing_0e35ef32b3,2,第六節 余師愚《疫疹一得》,136,136,2,1
wenbing,pdfsec_wenbing_cbdc683f5b,,1,第十章 其它,137,137,2,1
zhengzhi,pdfsec_zhengzhi_9be85f992c,,1,第一章 中醫內科學術理論的源流和發展,1,1,0,0
zhengzhi,pdfsec_zhengzhi_fee8426561,,1,第二章 辨證論治,1,1,1,1
zhengzhi,pdfsec_zhengzhi_f7cd9591d9,,1,第三章 臟腑病機四大要素,1,1,0,0
zhengzhi,pdfsec_zhengzhi_73e04f699e,,1,第四章 中醫病機的內涵與特色,1,1,0,0
zhengzhi,pdfsec_zhengzhi_61a4324345,,1,第五章 肺系病證,2,43,182,141
zhengzhi,pdfsec_zhengzhi_f178bb4131,pdfsec_zhengzhi_61a4324345,2,第一節 感冒,2,6,24,20
zhengzhi,pdfsec_zhengzhi_1e79d275bf,pdfsec_zhengzhi_61a4324345,2,第二節 鼻淵,7,9,13,7
zhengzhi,pdfsec_zhengzhi_c31566dbdb,pdfsec_zhengzhi_61a4324345,2,第三節 咳嗽,10,17,37,32
zhengzhi,pdfsec_zhengzhi_76622a63d9,pdfsec_zhengzhi_61a4324345,2,第四節 哮證,18,22,19,15
zhengzhi,pdfsec_zhengzhi_d999f5895a,pdfsec_zhengzhi_61a4324345,2,第五節 喘證,23,30,36,29
zhengzhi,pdfsec_zhengzhi_82a88386e5,pdfsec_zhengzhi_61a4324345,2,第六節 肺癰,31,33,14,11
zhengzhi,pdfsec_zhengzhi_4e31329b1c,pdfsec_zhengzhi_61a4324345,2,第七節 痰飲,34,37,21,13
zhengzhi,pdfsec_zhengzhi_81468f9b8e,pdfsec_zhengzhi_61a4324345,2,第八節 失音,38,39,10,5
zhengzhi,pdfsec_zhengzhi_43db1d4c4c,pdfsec_zhengzhi_61a4324345,2,第九節 咳血,40,41,8,6
zhengzhi,pdfsec_zhengzhi_255f7c3dd5,pdfsec_zhengzhi_61a4324345,2,◎肺痿、肺癰、肺脹、肺癆（高研參：中醫內科學）,42,43,3,3
zhengzhi,pdfsec_zhengzhi_c913a338a9,,1,第六章 心系病證,44,77,153,110
zhengzhi,pdfsec_zhengzhi_7e7c9245c6,pdfsec_zhengzhi_c913a338a9,2,第一節 心悸,44,50,35,28
zhengzhi,pdfsec_zhengzhi_02d0e715c1,pdfsec_zhengzhi_c913a338a9,2,第二節 心痛（胸痹）,51,58,35,26
zhengzhi,pdfsec_zhengzhi_e86d1fd409,pdfsec_zhengzhi_c913a338a9,2,第三節 不寐,59,65,41,30
zhengzhi,pdfsec_zhengzhi_27e69bebee,pdfsec_zhengzhi_c913a338a9,2,第四節 癲狂,66,71,20,12
zhengzhi,pdfsec_zhengzhi_7dadbc85da,pdfsec_zhengzhi_c913a338a9,2,第五節 癲癎,72,77,24,14
zhengzhi,pdfsec_zhengzhi_1db4ca0f70,,1,第七章 脾胃系病證,78,134,176,132
zhengzhi,pdfsec_zhengzhi_e15edf541b,pdfsec_zhengzhi_1db4ca0f70,2,第一節 嘔吐,78,82,20,15
zhengzhi,pdfsec_zhengzhi_f030506fd6,pdfsec_zhengzhi_1db4ca0f70,2,第二節 吐酸(附：嘈雜),83,86,10,6
zhengzhi,pdfsec_zhengzhi_3f875efe9d,pdfsec_zhengzhi_1db4ca0f70,2,第三節 呃逆(附：噯氣),87,90,10,7
zhengzhi,pdfsec_zhengzhi_e8615b5ca8,pdfsec_zhengzhi_1db4ca0f70,2,第四節 胃痛(附：痞病),91,101,42,35
zhengzhi,pdfsec_zhengzhi_beb12eadee,pdfsec_zhengzhi_1db4ca0f70,2,第五節 腹痛,102,104,11,7
zhengzhi,pdfsec_zhengzhi_7becdbbd10,pdfsec_zhengzhi_1db4ca0f70,2,第六節 泄瀉,105,111,20,18
zhengzhi,pdfsec_zhengzhi_fd02213aea,pdfsec_zhengzhi_1db4ca0f70,2,第七節 痢疾,112,114,9,7
zhengzhi,pdfsec_zhengzhi_f3377a3783,pdfsec_zhengzhi_1db4ca0f70,2,第八節 便祕,115,119,16,11
zhengzhi,pdfsec_zhengzhi_0a72ea19ea,pdfsec_zhengzhi_1db4ca0f70,2,第九節 吐血,120,121,6,3
zhengzhi,pdfsec_zhengzhi_5e61ebf2d6,pdfsec_zhengzhi_1db4ca0f70,2,第十節 便血,122,125,14,7
zhengzhi,pdfsec_zhengzhi_f67008525a,pdfsec_zhengzhi_1db4ca0f70,2,◎口瘡(附：口糜),126,129,10,6
zhengzhi,pdfsec_zhengzhi_a484adce13,pdfsec_zhengzhi_1db4ca0f70,2,◎噎膈(附：反胃),130,133,9,9
zhengzhi,pdfsec_zhengzhi_2389b388cb,pdfsec_zhengzhi_1db4ca0f70,2,◎霍亂,134,134,1,1
zhengzhi,pdfsec_zhengzhi_e8757ef8ff,,1,第八章 肝膽系病證,135,183,168,127
zhengzhi,pdfsec_zhengzhi_2cf3335bbb,pdfsec_zhengzhi_e8757ef8ff,2,第一節 黃疸,135,143,33,24
zhengzhi,pdfsec_zhengzhi_2e093882cf,pdfsec_zhengzhi_e8757ef8ff,2,第二節 脇痛,144,152,28,18
zhengzhi,pdfsec_zhengzhi_e8ed488b0e,pdfsec_zhengzhi_e8757ef8ff,2,第三節 臌脹,153,159,32,21
zhengzhi,pdfsec_zhengzhi_263302e981,pdfsec_zhengzhi_e8757ef8ff,2,第四節 眩暈,160,165,25,17
zhengzhi,pdfsec_zhengzhi_4a0036d736,pdfsec_zhengzhi_e8757ef8ff,2,第五節 中風,166,180,51,42
zhengzhi,pdfsec_zhengzhi_48dec3ce68,pdfsec_zhengzhi_e8757ef8ff,2,◎積聚,181,183,5,5
zhengzhi,pdfsec_zhengzhi_10454c211b,,1,第九章 腎系病證,184,227,127,93
zhengzhi,pdfsec_zhengzhi_75552c333b,pdfsec_zhengzhi_10454c211b,2,第一節 淋證,186,191,23,17
zhengzhi,pdfsec_zhengzhi_d2ce236390,pdfsec_zhengzhi_10454c211b,2,第二節 尿濁,192,195,11,6
zhengzhi,pdfsec_zhengzhi_aae4509b33,pdfsec_zhengzhi_10454c211b,2,第三節 尿血,196,198,9,6
zhengzhi,pdfsec_zhengzhi_2d1e0cfe9b,pdfsec_zhengzhi_10454c211b,2,第四節 癃閉,199,204,21,19
zhengzhi,pdfsec_zhengzhi_4bcbf867d1,pdfsec_zhengzhi_10454c211b,2,第五節 遺尿,205,206,4,2
zhengzhi,pdfsec_zhengzhi_ea6860ae00,pdfsec_zhengzhi_10454c211b,2,第六節 關格,207,212,12,11
zhengzhi,pdfsec_zhengzhi_b60d1d2cb2,pdfsec_zhengzhi_10454c211b,2,第七節 腰痛,213,218,19,13
zhengzhi,pdfsec_zhengzhi_dab8017c0e,pdfsec_zhengzhi_10454c211b,2,第八節 耳鳴、耳聾,219,220,8,5
zhengzhi,pdfsec_zhengzhi_9012d93d74,pdfsec_zhengzhi_10454c211b,2,第九節 遺精,221,224,9,6
zhengzhi,pdfsec_zhengzhi_21b9f75f6e,pdfsec_zhengzhi_10454c211b,2,第十節 陽痿,225,227,11,6
zhengzhi,pdfsec_zhengzhi_67a7f4c7a0,,1,第十章 氣血津液病證,228,275,153,121
zhengzhi,pdfsec_zhengzhi_b9e2caee14,pdfsec_zhengzhi_67a7f4c7a0,2,第一節 鬱證,228,229,8,5
zhengzhi,pdfsec_zhengzhi_8a05c17fc4,pdfsec_zhengzhi_67a7f4c7a0,2,第二節 瘀證,230,233,8,5
zhengzhi,pdfsec_zhengzhi_3c76532f81,pdfsec_zhengzhi_67a7f4c7a0,2,第三節 厥證,234,236,13,9
zhengzhi,pdfsec_zhengzhi_4a778f7830,pdfsec_zhengzhi_67a7f4c7a0,2,第四節 汗證,237,239,10,5
zhengzhi,pdfsec_zhengzhi_a8c0479b8e,pdfsec_zhengzhi_67a7f4c7a0,2,第五節 水腫,240,248,38,29
zhengzhi,pdfsec_zhengzhi_00483a9391,pdfsec_zhengzhi_67a7f4c7a0,2,第六節 消渴,249,263,33,30
zhengzhi,pdfsec_zhengzhi_0cae0dbbba,pdfsec_zhengzhi_67a7f4c7a0,2,第七節 癭病,264,271,34,31
zhengzhi,pdfsec_zhengzhi_b6e577566b,pdfsec_zhengzhi_67a7f4c7a0,2,第八節 虛勞,272,275,9,7
zhengzhi,pdfsec_zhengzhi_df72ab1e73,,1,第十一章 經絡肢體病證,276,319,138,105
zhengzhi,pdfsec_zhengzhi_78fb57cf30,pdfsec_zhengzhi_df72ab1e73,2,第一節 頭痛,276,284,31,23
zhengzhi,pdfsec_zhengzhi_e52252ef4a,pdfsec_zhengzhi_df72ab1e73,2,第二節 痹證,285,306,61,53
zhengzhi,pdfsec_zhengzhi_bbcc752663,pdfsec_zhengzhi_df72ab1e73,2,第三節 痿證,307,315,31,19
zhengzhi,pdfsec_zhengzhi_93d5d8f1bf,pdfsec_zhengzhi_df72ab1e73,2,第四節 痙病,316,319,17,10
zhengzhi,pdfsec_zhengzhi_70c80eb6e3,,1,其它,320,320,2,1
diagnosis,pdfsec_diagnosis_74f1033892,,3,緒論(部分承啟版內容),1,2,17,7
diagnosis,pdfsec_diagnosis_aed3910f95,,1,第一篇：四診,3,64,333,114
diagnosis,pdfsec_diagnosis_05470cef3a,pdfsec_diagnosis_aed3910f95,2,第一章：望診,3,37,166,57
diagnosis,pdfsec_diagnosis_08589fcc95,pdfsec_diagnosis_aed3910f95,2,第二章：聞診,38,42,34,12
diagnosis,pdfsec_diagnosis_301b3a33e7,pdfsec_diagnosis_aed3910f95,2,第三章：問診,43,51,54,18
diagnosis,pdfsec_diagnosis_2786869d5d,pdfsec_diagnosis_aed3910f95,2,第四章：切診,52,64,79,27
diagnosis,pdfsec_diagnosis_51699a6e0e,,1,第二篇：八綱,65,71,38,12
diagnosis,pdfsec_diagnosis_6f1e38e6f5,pdfsec_diagnosis_51699a6e0e,2,第一章：陰陽,65,65,4,1
diagnosis,pdfsec_diagnosis_49fcb67ba4,pdfsec_diagnosis_51699a6e0e,2,第二章：表裡,66,67,12,4
diagnosis,pdfsec_diagnosis_33a4f89dbb,pdfsec_diagnosis_51699a6e0e,2,第三章：寒熱,68,69,9,3
diagnosis,pdfsec_diagnosis_6f60a601df,pdfsec_diagnosis_51699a6e0e,2,第四章：虛實,70,71,10,3
diagnosis,pdfsec_diagnosis_505344b54d,,1,第三篇：證候分類,72,118,286,99
diagnosis,pdfsec_diagnosis_1efe77e978,pdfsec_diagnosis_505344b54d,2,第一章：氣血辨證,72,72,9,3
diagnosis,pdfsec_diagnosis_aa7545b1e2,pdfsec_diagnosis_505344b54d,2,第二章：臟腑辨證,73,87,89,31
diagnosis,pdfsec_diagnosis_73e2af65b5,pdfsec_diagnosis_505344b54d,2,第三章：六淫與痰食辨證,88,100,85,29
diagnosis,pdfsec_diagnosis_39557bb80c,pdfsec_diagnosis_505344b54d,2,第四章：傷寒與溫病辨證,101,114,84,29
diagnosis,pdfsec_diagnosis_9f713f7af2,pdfsec_diagnosis_505344b54d,2,第五章：經絡辨證,115,117,15,5
diagnosis,pdfsec_diagnosis_3783faeee7,pdfsec_diagnosis_505344b54d,2,第六章：其他辨證分類(承啟版內容：疫癘、七情、外傷),118,118,6,2
diagnosis,pdfsec_diagnosis_99e52969e7,,1,第四篇：診斷與病案(承啟版內容),119,122,20,8
diagnosis,pdfsec_diagnosis_b6b4f88611,pdfsec_diagnosis_99e52969e7,3,其他（無法歸類者）,122,122,4,2
